segment_id,joint,start_time_sec,end_time_sec,duration_sec,phase,label,slope,intercept,start_position,end_position,mean_position
0,joint3,0.0,1.8069241046905518,1.8069241046905518,home,constant,0.0,0.0750491544604301,0.0750491544604301,0.0750491544604301,0.0750491544604301
1,joint3,2.0077500343322754,4.8184638023376465,2.810713768005371,gripper_opening,constant,0.0,0.0750491544604301,0.0750491544604301,0.0750491544604301,0.0750491544604301
2,joint3,5.019251346588135,11.844787359237671,6.825536012649536,pick,ramp_down,-0.12606296972412648,0.7077908850031512,0.0750491544604301,-0.7853981852531433,-0.3551745153963566
3,joint3,12.045592546463013,14.856439590454102,2.810847043991089,pick,constant,0.0,-0.7853981852531433,-0.7853981852531433,-0.7853981852531433,-0.7853981852531433
4,joint3,15.0571129322052,15.86039137840271,0.8032784461975098,gripper_closing,constant,1.3033173842853437e-16,-0.7853981852531454,-0.7853981852531433,-0.7853981852531433,-0.7853981852531433
5,joint3,16.061048984527588,18.87157654762268,2.8105275630950928,lift,ramp_down,-0.16766920109224415,1.9075450666859965,-0.7853981852531433,-1.2566370964050293,-1.0210176408290863
6,joint3,19.072229862213135,20.878697633743286,1.8064677715301514,place,ramp_up,0.04830777860265611,-2.1779741540477877,-1.2566370964050293,-1.1693706512451172,-1.2130038738250732
7,joint3,21.079426050186157,21.882439374923706,0.8030133247375488,place,constant,-2.463232103130841e-16,-1.169370651245112,-1.1693706512451172,-1.1693706512451172,-1.1693706512451172
8,joint3,22.083205223083496,22.88628125190735,0.8030760288238525,gripper_opening,constant,6.372178555115241e-16,-1.1693706512451318,-1.1693706512451172,-1.1693706512451172,-1.1693706512451172
9,joint3,23.087023496627808,25.897258281707764,2.810234785079956,retract,constant,0.0,-1.1693706512451172,-1.1693706512451172,-1.1693706512451172,-1.1693706512451172
10,joint3,26.097974061965942,27.904892444610596,1.8069183826446533,return_home,ramp_up,0.2560091584842649,-7.850691028993191,-1.1693706512451172,-0.7067829966545105,-0.9380768239498138
