segment_id,joint,signal,start_time_sec,end_time_sec,duration_sec,phase,label,slope,intercept,start_value,end_value,mean_value
0,joint2,effort,0.0,2.8100674152374268,2.8100674152374268,gripper_opening,constant,0.0,-0.6772262454032898,-0.6772262454032898,-0.6772262454032898,-0.6772262454032898
1,joint2,effort,3.0108444690704346,3.813824415206909,0.8029799461364746,gripper_opening,ramp_down,-2.9342872573978562,8.652209008338726,-0.6772262454032898,-3.1509594917297363,-1.3607195496559144
2,joint2,effort,4.01453709602356,10.840810060501099,6.826272964477539,pick,ramp_down,-2.8092431459320424,7.30065132097204,-3.9771595001220703,-23.1538200378418,-13.565489768981935
3,joint2,effort,11.041536569595337,12.84874701499939,1.8072104454040527,pick,constant,0.0,-23.1538200378418,-23.1538200378418,-23.1538200378418,-23.1538200378418
4,joint2,effort,13.049410820007324,14.8562490940094,1.8068382740020752,gripper_closing,constant,0.0,-23.1538200378418,-23.1538200378418,-23.1538200378418,-23.1538200378418
5,joint2,effort,15.05696988105774,15.860055685043335,0.8030858039855957,lift,ramp_down,-4.71191144088059,43.79599234520633,-26.9542293548584,-30.97286605834961,-29.043058776855467
6,joint2,effort,16.060828685760498,17.867724418640137,1.8068957328796387,lift,ramp_up,-1.4109462478244843,-8.43430037103747,-31.09526634216309,-33.64469909667969,-32.36998271942139
7,joint2,effort,18.068423748016357,18.87139391899109,0.8029701709747314,place,ramp_down,-1.2195291841938785,-9.25716499435787,-31.665512084960938,-32.430511474609375,-31.781792068481444
8,joint2,effort,19.072100162506104,19.874956369400024,0.8028562068939209,place,ramp_up,18.92164880822747,-387.79529601082913,-30.634849548339844,-14.458499908447266,-19.32474994659424
9,joint2,effort,20.075626850128174,20.879253149032593,0.803626298904419,gripper_opening,ramp_down,-21.468784981351764,419.1643924249266,-14.489100456237791,-27.995981216430664,-20.458556365966796
10,joint2,effort,21.08005404472351,21.883177280426025,0.8031232357025146,gripper_opening,constant,1.6065239724856016e-14,-27.995981216431012,-27.995981216430664,-27.995981216430664,-27.995981216430664
11,joint2,effort,22.083977937698364,23.89073896408081,1.8067610263824463,retract,ramp_up,3.193190909864671,-100.69580587701545,-30.17744827270508,-24.40811538696289,-27.292781829833984
12,joint2,effort,24.09147310256958,24.895187616348267,0.8037145137786865,retract,ramp_down,-3.088924657497167,50.374691347280645,-24.40811538696289,-26.240768432617188,-25.28302116394043
13,joint2,effort,25.09580421447754,27.90674901008606,2.8109447956085205,return_home,ramp_up,6.172373147756179,-179.13713732358633,-24.236469268798828,-6.886269092559815,-15.561369180679321
