segment_id,joint,start_time_sec,end_time_sec,duration_sec,phase,label,slope,intercept,start_position,end_position,mean_position
0,joint3,0.0,2.809894323348999,2.809894323348999,home,constant,0.0,0.0750491544604301,0.0750491544604301,0.0750491544604301,0.0750491544604301
1,joint3,3.0106160640716553,5.820791006088257,2.8101749420166016,gripper_opening,constant,0.0,0.0750491544604301,0.0750491544604301,0.0750491544604301,0.0750491544604301
2,joint3,6.0216100215911865,12.846238374710083,6.8246283531188965,pick,ramp_down,-0.1260187163187033,0.8334682842518867,0.0746327191591262,-0.7853981852531433,-0.35538273304700857
3,joint3,13.047067165374756,15.857414722442627,2.810347557067871,pick,constant,0.0,-0.7853981852531433,-0.7853981852531433,-0.7853981852531433,-0.7853981852531433
4,joint3,16.058157920837402,16.861101865768433,0.8029439449310303,gripper_closing,constant,-6.354921289772094e-17,-0.7853981852531422,-0.7853981852531433,-0.7853981852531433,-0.7853981852531433
5,joint3,17.061856269836426,17.86523413658142,0.8033778667449951,gripper_closing,ramp_down,-0.09589127494056578,0.8671837152290944,-0.7853981852531433,-0.8679372072219849,-0.8074178695678711
6,joint3,18.06588315963745,19.872496604919434,1.8066134452819824,lift,ramp_down,-0.18531819128402216,2.426098030716511,-0.9218387603759766,-1.2566370964050293,-1.089237928390503
7,joint3,20.07358193397522,21.880254983901978,1.8066730499267578,place,ramp_up,0.048302289760424486,-2.2262370675095227,-1.2566370964050293,-1.1693706512451172,-1.2130038738250732
8,joint3,22.080994606018066,22.88396954536438,0.8029749393463135,place,constant,-1.6136318781897745e-16,-1.1693706512451127,-1.1693706512451172,-1.1693706512451172,-1.1693706512451172
9,joint3,23.084717512130737,24.891262531280518,1.8065450191497803,gripper_opening,constant,0.0,-1.1693706512451172,-1.1693706512451172,-1.1693706512451172,-1.1693706512451172
10,joint3,25.091941118240356,26.898268938064575,1.8063278198242188,retract,constant,0.0,-1.1693706512451172,-1.1693706512451172,-1.1693706512451172,-1.1693706512451172
11,joint3,27.099015474319458,31.91637659072876,4.817361116409302,return_home,ramp_up,0.25831980946304806,-8.16958316520751,-1.1693706512451172,0.0750491544604301,-0.5471607483923435
