segment_id,joint,start_time_sec,end_time_sec,duration_sec,phase,label,slope,intercept,start_velocity,end_velocity,mean_velocity
0,joint1,0.0,0.8030829429626465,0.8030829429626465,home,constant,0.0,0.0,0.0,0.0,0.0
1,joint1,1.003821611404419,4.817320823669434,3.8134992122650146,gripper_opening,constant,0.0,0.0,0.0,0.0,0.0
2,joint1,5.017989158630371,13.851038694381714,8.833049535751343,pick,constant,0.0,0.0,0.0,0.0,0.0
3,joint1,14.051691770553589,15.85822868347168,1.8065369129180908,gripper_closing,constant,0.0,0.0,0.0,0.0,0.0
4,joint1,16.058974266052246,16.862135887145996,0.80316162109375,lift,ramp_down,-0.21869275300336355,3.4241261531724714,0.0,-0.2195989787578582,-0.17567918300628654
5,joint1,17.06296157836914,17.865933179855347,0.802971601486206,lift,ramp_up,0.040854729941295784,-0.924903195304044,-0.2195989787578582,-0.1785911470651626,-0.21139741241931906
6,joint1,18.066513538360596,18.869560956954956,0.8030474185943604,lift,constant,0.0,0.0,0.0,0.0,0.0
7,joint1,19.070232152938843,20.876702308654785,1.8064701557159424,place,constant,-0.00841193777604515,0.1756135207894222,0.0151959145441651,0.0,0.00759795727208255
8,joint1,21.077555894851685,22.884627103805542,1.8070712089538574,gripper_opening,constant,0.0,0.0,0.0,0.0,0.0
9,joint1,23.085352420806885,24.892961263656616,1.8076088428497314,retract,constant,0.0,0.0,0.0,0.0,0.0
10,joint1,25.093671798706055,25.897034406661987,0.8033626079559326,retract,ramp_up,0.07992805507667625,-2.0217404113953785,0.0,0.0802279263734817,0.01604558527469634
11,joint1,26.098057508468628,27.905517101287842,1.8074595928192139,return_home,constant,0.0,0.0802279263734817,0.0802279263734817,0.0802279263734817,0.0802279263734817
