segment_id,joint,start_time_sec,end_time_sec,duration_sec,phase,label,slope,intercept,start_velocity,end_velocity,mean_velocity
0,joint3,0.0,0.8030829429626465,0.8030829429626465,home,constant,0.0,0.0,0.0,0.0,0.0
1,joint3,1.003821611404419,3.8138327598571777,2.810011148452759,gripper_opening,constant,0.0,0.0,0.0,0.0,0.0
2,joint3,4.0144805908203125,4.817320823669434,0.8028402328491211,gripper_opening,ramp_down,-0.18641674913688303,0.7749734222858834,0.0,-0.1330218613147735,-0.0482268765568733
3,joint3,5.017989158630371,10.839656114578247,5.821666955947876,pick,constant,0.0,-0.1330218613147735,-0.1330218613147735,-0.1330218613147735,-0.1330218613147735
4,joint3,11.040285110473633,11.843345642089844,0.8030605316162109,pick,ramp_up,0.12902140697837639,-1.5021440780172461,-0.1295051425695419,0.0,-0.02590102851390838
5,joint3,12.044092416763306,13.851038694381714,1.8069462776184082,pick,constant,0.0,0.0,0.0,0.0,0.0
6,joint3,14.051691770553589,15.85822868347168,1.8065369129180908,gripper_closing,constant,0.0,0.0,0.0,0.0,0.0
7,joint3,16.058974266052246,16.862135887145996,0.80316162109375,lift,ramp_down,-0.26839563927167237,4.202336452426675,0.0,-0.2695078253746032,-0.21560626029968258
8,joint3,17.06296157836914,17.865933179855347,0.802971601486206,lift,ramp_up,0.05013988031672002,-1.1351081868338058,-0.2695078253746032,-0.2191800475120544,-0.25944226980209345
9,joint3,18.066513538360596,18.869560956954956,0.8030474185943604,lift,constant,0.0,0.0,0.0,0.0,0.0
10,joint3,19.070232152938843,19.873223543167114,0.8029913902282715,place,constant,5.560392685439833e-17,0.07597959786653397,0.0759795978665351,0.0759795978665351,0.0759795978665351
11,joint3,20.07380747795105,20.876702308654785,0.8028948307037354,place,ramp_down,-0.07570217718424975,1.5652162122753497,0.0759795978665351,0.0,0.01519591957330702
12,joint3,21.077555894851685,22.884627103805542,1.8070712089538574,gripper_opening,constant,0.0,0.0,0.0,0.0,0.0
13,joint3,23.085352420806885,24.892961263656616,1.8076088428497314,retract,constant,0.0,0.0,0.0,0.0,0.0
14,joint3,25.093671798706055,25.897034406661987,0.8033626079559326,retract,ramp_up,0.2713747643964726,-6.864289732646698,0.0,0.2723928987979889,0.05447857975959778
15,joint3,26.098057508468628,27.905517101287842,1.8074595928192139,return_home,constant,0.0,0.2723928987979889,0.2723928987979889,0.2723928987979889,0.2723928987979889
