window_id,joint,start_time_sec,end_time_sec,center_time_sec,phase,mean_effort,range_effort,centered_effort_energy,energy_label
0,joint1,0.0,3.813824415206909,1.9067387938499452,gripper_opening,-9.31473943637024e-05,0.0009597295429557696,1.5633554316024542e-06,low_energy
1,joint1,1.0033619403839111,4.817552804946899,2.9104215621948244,gripper_opening,-0.0002728078427025498,0.0009597295429557696,2.8715525792997114e-06,low_energy
2,joint1,2.006887197494507,5.8216328620910645,3.914219152927399,pick,-0.00036779870642926216,0.0009597295429557696,2.426746933236406e-06,low_energy
3,joint1,3.0108444690704346,6.825489521026611,4.918082177639008,pick,-0.0003720868016898441,0.0010903112706727,2.418877690508613e-06,low_energy
4,joint1,4.01453709602356,7.8292741775512695,5.92192530632019,pick,-0.00019213725117878444,0.0013344828039407002,3.3666314501340083e-06,low_energy
5,joint1,5.01828145980835,8.833398818969727,6.925842332839966,pick,0.00016012797768779553,0.0013400410534813,3.394812573153672e-06,medium_energy
6,joint1,6.022382020950317,9.837061882019043,7.929763293266296,pick,0.0005028398312787955,0.0012611374404513,3.017338885249305e-06,low_energy
7,joint1,7.026260137557983,10.840810060501099,8.933620893955231,pick,0.0005071279265393665,0.0010972539894281744,2.875137378049735e-06,low_energy
8,joint1,8.03008484840393,11.844553232192993,9.937439811229705,pick,0.0004203257703920679,0.0010972539894281744,3.831236351720337e-06,medium_energy
9,joint1,9.034159183502197,12.84874701499939,10.941241943836213,pick,0.0002477209898643241,0.0010972539894281744,3.711580811507593e-06,medium_energy
10,joint1,10.037870407104492,13.8524010181427,11.945054829120636,pick,2.552733467950705e-17,0.0,0.0,low_energy
11,joint1,11.041536569595337,14.8562490940094,12.948887634277344,pick,2.552733467950705e-17,0.0,0.0,low_energy
12,joint1,12.045233726501465,15.860055685043335,13.952751731872558,gripper_closing,-0.9637498021125793,4.668209552764893,56.86763564733113,high_energy
13,joint1,13.049410820007324,16.864092350006104,14.956614482402802,gripper_closing,-1.9715967535972596,4.668209552764893,79.17410438989228,high_energy
14,joint1,14.053192615509033,17.867724418640137,15.96045080423355,lift,-1.9715967535972596,4.668209552764893,79.17410438989228,high_energy
15,joint1,15.05696988105774,18.87139391899109,16.964260351657867,lift,-1.6543484926223755,6.331942558288574,110.86688874142902,high_energy
16,joint1,16.060828685760498,19.874956369400024,17.968009638786317,place,-0.3853636860847473,10.449900150299072,124.45761793298306,high_energy
17,joint1,17.064728021621704,20.879253149032593,18.971750092506408,place,0.6224832653999328,6.104700088500977,38.20394273295476,high_energy
18,joint1,18.068423748016357,21.883177280426025,19.97557920217514,place,0.6224832653999329,6.104700088500977,38.20394273295476,high_energy
19,joint1,19.072100162506104,22.88696575164795,20.979459726810454,gripper_opening,0.30575673369457956,6.104700088500977,35.397641572149304,high_energy
20,joint1,20.075626850128174,23.89073896408081,21.983394849300385,retract,0.0007341298158281013,0.0023786069359630234,1.731049509670112e-05,medium_energy
21,joint1,21.08005404472351,24.895187616348267,22.987372648715972,retract,0.22670483913971112,2.436376571655273,9.247102911315226,medium_energy
22,joint1,22.083977937698364,25.89938235282898,23.99137340784073,retract,0.7750042351777665,2.436376571655273,22.373534036951312,medium_energy
23,joint1,23.0877788066864,26.903079986572266,24.995421290397644,return_home,1.3235468917991966,2.832737445831299,24.350215519412526,medium_energy
24,joint1,24.09147310256958,27.90674901008606,25.999439215660097,return_home,1.9366588830947875,3.1234376430511475,16.63726727327871,medium_energy
25,joint1,25.09580421447754,28.910712957382202,27.003399515151976,return_home,2.3056525707244875,1.6524001359939575,3.733957986554185,medium_energy
26,joint1,26.100149393081665,29.914960384368896,28.00729457139969,return_home,2.2004000425338743,6.73199987411499,38.96046295684227,high_energy
