window_id,joint,start_time_sec,end_time_sec,center_time_sec,phase,mean_effort,range_effort,centered_effort_energy,energy_label
0,joint5,0.0,3.8138532638549805,1.906832718849182,gripper_opening,-1.5899393558502195,0.0,0.0,low_energy
1,joint5,1.0036022663116455,4.818300247192383,2.9106196045875548,gripper_opening,-1.571981406211853,0.1907670497894285,0.05829815464095403,low_energy
2,joint5,2.0070440769195557,5.822052717208862,3.9144992589950562,gripper_opening,-1.5960044980049133,0.46318233013153054,0.2393000104300682,low_energy
3,joint5,3.010831594467163,6.825984954833984,4.918466830253601,pick,-1.7251431703567506,0.9209437370300293,1.3382720818187472,medium_energy
4,joint5,4.014695167541504,7.829540014266968,5.922403311729431,pick,-1.9017533779144287,1.2939343452453613,2.4544369236446477,medium_energy
5,joint5,5.019008159637451,8.833565950393677,6.9262276768684385,pick,-2.103950893878937,1.2376509904861452,2.0108747895778865,medium_energy
6,joint5,6.022836685180664,9.837769031524658,7.930147516727447,pick,-2.236193072795868,0.8137979507446282,0.8683490151140028,low_energy
7,joint5,7.026736259460449,10.84151554107666,8.934033584594726,pick,-2.2099141657352446,0.847706198692322,1.096592659927275,medium_energy
8,joint5,8.030316829681396,11.845470905303955,9.938023126125335,pick,-2.0940751791000367,0.8358591794967649,1.3031135400755307,medium_energy
9,joint5,9.034639358520508,12.848995685577393,10.94194256067276,pick,-1.9681856095790864,0.700226187705993,0.8363619896315253,low_energy
10,joint5,10.038470268249512,13.852810144424438,11.94571282863617,pick,-1.8702703356742858,0.5476390123367307,0.29695301402435603,low_energy
11,joint5,11.042643070220947,14.856844425201416,12.949531316757202,pick,-1.8257605671882629,0.04842448234558083,0.0022276839659155965,low_energy
12,joint5,12.046056985855103,15.86088490486145,13.953324615955353,pick,-1.8233393430709843,0.0,9.860761315262648e-31,low_energy
13,joint5,13.049686670303345,16.8644118309021,14.957198393344878,gripper_closing,-2.0342617094516755,0.9691499471664426,2.738050871553794,medium_energy
14,joint5,14.053515911102295,17.8682541847229,15.961052870750427,lift,-2.1448436737060548,1.1327250003814697,3.088135574832238,medium_energy
15,joint5,15.057572603225708,18.87202286720276,16.964858305454253,lift,-2.07909255027771,1.62987220287323,4.390823298567266,medium_energy
16,joint5,16.061643600463867,19.876169681549072,17.968686270713807,lift,-2.0402202129364015,1.62987220287323,4.93917378396581,medium_energy
17,joint5,17.065078258514404,20.880038499832153,18.972544157505034,place,-1.959382176399231,3.2624093294143677,8.650726833388632,high_energy
18,joint5,18.06898307800293,21.88435697555542,19.976502549648284,place,-1.8488001823425293,3.2624093294143677,7.480294293832088,high_energy
19,joint5,19.072688817977905,22.888570308685303,20.980591428279876,place,-1.917163574695587,2.957235097885132,6.7763481898372815,high_energy
20,joint5,20.076916694641113,23.892433881759644,21.984689950942993,gripper_opening,-2.1567215979099275,2.60168719291687,7.900764103543805,high_energy
21,joint5,21.080796718597412,24.896263599395752,22.988750565052033,retract,-2.023998907394707,2.7922324500977993,6.953111919670531,high_energy
22,joint5,22.085190773010254,25.89993953704834,23.99274731874466,retract,-2.073310265131295,2.7922324500977993,7.845694560176738,high_energy
23,joint5,23.089298725128174,26.904906272888184,24.996797800064087,retract,-2.3272575410082936,3.0292913280427456,9.43539101688517,high_energy
24,joint5,24.093153953552246,27.90861749649048,26.000840866565703,return_home,-2.4729882748797536,3.3005573116242886,12.434423095423922,high_energy
25,joint5,25.097034215927124,28.91289210319519,27.00493394136429,return_home,-2.7940687358379366,1.720737338066101,5.848835025984819,high_energy
26,joint5,26.10139799118042,29.916434049606323,28.009046220779418,return_home,-3.0106417298316956,0.7798898220062256,1.0088651988694743,low_energy
27,joint5,27.105586767196655,30.920128345489502,29.01295288801193,return_home,-2.7136339992284775,2.435896933078766,9.5547680560164,high_energy
