bag_time_ns,bag_time_sec,header_stamp_sec,joint1_position,joint1_velocity,joint1_effort,joint2_position,joint2_velocity,joint2_effort,joint3_position,joint3_velocity,joint3_effort,joint4_position,joint4_velocity,joint4_effort,joint5_position,joint5_velocity,joint5_effort,joint6_position,joint6_velocity,joint6_effort,phase
1785500952633847496,1785500952.6338477,1785500952.6337016,-0.38217511773109436,0.015195914544165134,0.0037563107907772064,0.4776703417301178,0.3495062291622162,-25.254812240600586,-1.2476506233215332,0.07597959786653519,-13.939817428588867,0.0,0.0,-0.12469346821308136,-0.8249388933181763,-0.3343103229999542,-1.2812960147857666,0.0,0.0,0.011295988224446774,place
1785500952834541552,1785500952.8345418,1785500952.834395,-0.37913593649864197,0.015195914544165134,1.2812330722808838,0.54757159948349,0.3495062291622162,-28.620813369750977,-1.2324546575546265,0.07597959786653519,-14.169318199157715,0.0,0.0,-0.11316356807947159,-0.8918009996414185,-0.3343103229999542,-1.3830207586288452,0.0,0.0,0.0113044623285532,place
1785500953035285506,1785500953.0352857,1785500953.035139,-0.3760967552661896,0.015195914544165134,2.4287331104278564,0.6174728274345398,0.3495062291622162,-29.018611907958984,-1.2172586917877197,0.07597959786653519,-13.878618240356445,0.0,0.0,-0.10081124305725098,-0.9586630463600159,-0.3343103229999542,-1.4847455024719238,0.0,0.0,0.011309061199426651,place
1785500953236038701,1785500953.2360387,1785500953.2358952,-0.3730575740337372,0.015195914544165134,1.3424330949783325,0.6873741149902344,0.3495062291622162,-29.49291229248047,-1.2020628452301025,0.07597959786653519,-13.251317977905273,0.0,0.0,-0.08772718161344528,-1.0255250930786133,-0.3343103229999542,-1.6203784942626953,0.0,0.0,0.011309763416647911,place
1785500953436731810,1785500953.436732,1785500953.436587,-0.3700183928012848,0.015195914544165134,1.8626329898834229,0.7572753429412842,0.3495062291622162,-30.349712371826172,-1.1868668794631958,0.07597959786653519,-12.318017959594727,0.0,0.0,-0.073727086186409,-1.0923871994018555,-0.3343103229999542,-1.722103238105774,0.0,0.0,0.01130644604563713,place
1785500953637446401,1785500953.6374464,1785500953.637282,-0.36692380905151367,0.01440070103853941,1.483258843421936,0.8284512162208557,0.33121633529663086,-29.591808319091797,-1.171393871307373,0.07200352847576141,-10.964961051940918,0.0,0.0,-0.05995914712548256,-1.1604684591293335,-0.3168156147003174,-1.6814022064208984,0.0,0.0,0.012200035154819489,place
1785500953838100354,1785500953.8381007,1785500953.8379605,-0.36651915311813354,0.0,1.1760860566723848e-16,0.8377580642700195,0.0,-27.341100692749023,-1.1693706512451172,0.0,-10.258068084716797,0.0,0.0,-0.05861278250813484,-1.1693706512451172,0.0,-4.102898120880127,0.0,0.0,0.01126282662153244,place
1785500954038857678,1785500954.038858,1785500954.0386553,-0.36651915311813354,0.0,1.1760860566723848e-16,0.8377580642700195,0.0,-27.995981216430664,-1.1693706512451172,0.0,-10.258068084716797,0.0,0.0,-0.05861278250813484,-1.1693706512451172,0.0,-1.8233392238616943,0.0,0.0,0.01126282662153244,place
1785500954239586260,1785500954.2395864,1785500954.2394307,-0.36651915311813354,0.0,1.1760860566723848e-16,0.8377580642700195,0.0,-27.995981216430664,-1.1693706512451172,0.0,-10.258068084716797,0.0,0.0,-0.05861278250813484,-1.1693706512451172,0.0,-1.8233392238616943,0.0,0.0,0.01126282662153244,place
1785500954440338168,1785500954.4403384,1785500954.440162,-0.36651915311813354,0.0,1.1760860566723848e-16,0.8377580642700195,0.0,-27.995981216430664,-1.1693706512451172,0.0,-10.258068084716797,0.0,0.0,-0.05861278250813484,-1.1693706512451172,0.0,-1.8233392238616943,0.0,0.0,0.01126282662153244,place
1785500954641073894,1785500954.641074,1785500954.6409328,-0.36651915311813354,0.0,1.1760860566723848e-16,0.8377580642700195,0.0,-27.995981216430664,-1.1693706512451172,0.0,-10.258068084716797,0.0,0.0,-0.05861278250813484,-1.1693706512451172,0.0,-1.8233392238616943,0.0,0.0,0.01126282662153244,place
