window_id,joint,start_time_sec,end_time_sec,center_time_sec,phase,mean_effort,range_effort,centered_effort_energy,energy_label
0,joint3,0.0,3.8139874935150146,1.9070311546325684,home,-14.930364608764648,0.0,0.0,low_energy
1,joint3,1.0037274360656738,4.817715644836426,2.9107069611549377,gripper_opening,-14.930364608764648,0.0,0.0,low_energy
2,joint3,2.0074610710144043,5.821102857589722,3.9143229126930237,gripper_opening,-14.930364608764648,0.0,0.0,low_energy
3,joint3,3.0110435485839844,6.825075149536133,4.917962658405304,gripper_opening,-15.200870418548584,1.5842418670654297,6.0033797644753575,low_energy
4,joint3,4.014695644378662,7.828916311264038,5.921681892871857,gripper_opening,-15.351365900039672,1.5842418670654297,5.852086234505396,low_energy
5,joint3,5.018362283706665,8.83320164680481,6.925533878803253,pick,-15.288426399230957,2.4939002990722656,8.08322594335914,low_energy
6,joint3,6.0219221115112305,9.837037563323975,7.929472577571869,pick,-14.895771884918213,3.5954999923706055,23.824451100173786,medium_energy
7,joint3,7.02576756477356,10.840755462646484,8.933406794071198,pick,-13.873061609268188,4.528800010681152,40.98741183418218,medium_energy
8,joint3,8.030018329620361,11.844674110412598,9.93734563589096,pick,-12.516716575622558,5.768100738525391,63.32560875683409,high_energy
9,joint3,9.033935308456421,12.84871792793274,10.941192865371704,pick,-11.108821249008178,5.875199317932129,64.63595253440559,high_energy
10,joint3,10.03771710395813,13.853141069412231,11.945185124874115,pick,-9.656736803054809,5.046398162841797,59.54077403131939,high_energy
11,joint3,11.041526794433594,14.856878280639648,12.949240934848785,pick,-8.564202308654785,3.403390884399414,30.4846087044898,medium_energy
12,joint3,12.045390844345093,15.860801458358765,13.953265357017518,pick,-7.925312900543213,3.403390884399414,13.45059397788809,medium_energy
13,joint3,13.049798250198364,16.865135669708252,14.957388460636139,pick,-7.551408767700195,0.0,0.0,low_energy
14,joint3,14.053993940353394,17.868939638137817,15.961380875110626,pick,-7.684653902053833,1.4625015258789062,3.229593949060063,low_energy
15,joint3,15.057555913925171,18.87285351753235,16.965339624881743,gripper_closing,-8.872654247283936,6.282001495361328,88.90689402463995,high_energy
16,joint3,16.061646938323975,19.87681245803833,17.96934893131256,lift,-10.845839786529542,9.829391479492188,223.14235832879987,high_energy
17,joint3,17.065918922424316,20.880648374557495,18.97326658964157,lift,-12.585746383666992,9.829391479492188,176.83533687702112,high_energy
18,joint3,18.069742441177368,21.884483098983765,19.977139353752136,lift,-13.562871742248536,7.005189895629883,61.80989262286967,high_energy
19,joint3,19.073641061782837,22.888744115829468,20.9810630440712,place,-13.185897731781006,6.5852861404418945,81.99940693207448,high_energy
20,joint3,20.077636241912842,23.89305543899536,21.985100078582764,place,-12.023738527297974,4.181431770324707,53.14796562738825,high_energy
21,joint3,21.081371307373047,24.89680004119873,22.98913916349411,gripper_opening,-11.359081315994263,3.1800050735473633,19.19260308669159,medium_energy
22,joint3,22.085289239883423,25.900704860687256,23.99318574666977,gripper_opening,-11.862077569961547,4.19911003112793,44.112088907825225,medium_energy
23,joint3,23.089584350585938,26.904555082321167,24.99721267223358,retract,-12.949833250045776,4.351022720336914,68.69841547002991,high_energy
24,joint3,24.093790531158447,27.908501386642456,26.00109269618988,retract,-14.142968654632568,5.122941017150879,51.66509663070883,medium_energy
25,joint3,25.097584009170532,28.912179708480835,27.004948365688325,retract,-15.174015855789184,3.300408363342285,14.089117160456723,medium_energy
26,joint3,26.10149073600769,29.916024446487427,28.008785939216615,return_home,-15.718200731277467,1.292119026184082,3.860853430259296,low_energy
27,joint3,27.10524582862854,30.919635772705078,29.012574779987336,return_home,-15.916535234451294,1.2011976242065447,1.7928462674231498,low_energy
28,joint3,28.109209537506104,31.923232793807983,30.01628782749176,return_home,-15.698132801055909,3.9232559204101562,13.50323241015776,medium_energy
