phase,start_time_ns,end_time_ns
home,1788527801207663662,1788527802260587633
gripper_opening,1788527802260613852,1788527805750549737
pick,1788527805750598288,1788527814668913294
gripper_closing,1788527814668949502,1788527816534795517
lift,1788527816534825463,1788527818750339022
place,1788527818750365903,1788527821622799943
gripper_opening,1788527821622841411,1788527823488880003
retract,1788527823488910410,1788527826821647105
return_home,1788527826821672513,1788527832479584145
