window_id,joint,start_time_sec,end_time_sec,center_time_sec,phase,mean_effort,range_effort,centered_effort_energy,energy_label
0,joint6,0.0,3.8138532638549805,1.906832718849182,gripper_opening,-1.970540506590624e-05,0.0,0.0,low_energy
1,joint6,1.0036022663116455,4.818300247192383,2.9106196045875548,gripper_opening,5.633261735055939e-05,0.0009245365090464063,1.0946151252736037e-06,low_energy
2,joint6,2.0070440769195557,5.822052717208862,3.9144992589950562,gripper_opening,0.0005948801971498859,0.0031790465745871062,1.952047280419888e-05,high_energy
3,joint6,3.010831594467163,6.825984954833984,4.918466830253601,pick,0.0017560707077791126,0.005590163653323506,7.41690854265513e-05,high_energy
4,joint6,4.014695167541504,7.829540014266968,5.922403311729431,pick,0.0034769653289003595,0.007700626289079006,0.00013135252247187045,high_energy
5,joint6,5.019008159637451,8.833565950393677,6.9262276768684385,pick,0.00558953808504151,0.008279604371637099,0.00012970260197506594,high_energy
6,joint6,6.022836685180664,9.837769031524658,7.930147516727447,pick,0.007589774334337505,0.0069122512359172,9.118313772067752e-05,high_energy
7,joint6,7.026736259460449,10.84151554107666,8.934033584594726,pick,0.0091811020392924,0.0051738908514379995,5.224600685630589e-05,high_energy
8,joint6,8.030316829681396,11.845470905303955,9.938023126125335,pick,0.010302869509905527,0.0036482261493802,2.219566770510393e-05,high_energy
9,joint6,9.034639358520508,12.848995685577393,10.94194256067276,pick,0.010934891737997488,0.0020454311743379004,5.421942092628931e-06,medium_energy
10,joint6,10.038470268249512,13.852810144424438,11.94571282863617,pick,0.011216740915551743,0.0009625144302845001,6.525852444595579e-07,low_energy
11,joint6,11.042643070220947,14.856844425201416,12.949531316757202,pick,0.011284855706617197,0.00044058170169589995,1.8440662407579225e-07,low_energy
12,joint6,12.046056985855103,15.86088490486145,13.953324615955353,pick,0.011262826621532402,0.0,6.018531076210112e-35,low_energy
13,joint6,13.049686670303345,16.8644118309021,14.957198393344878,gripper_closing,0.01127948937937613,7.029622793199887e-05,1.6744807041808382e-08,low_energy
14,joint6,14.053515911102295,17.8682541847229,15.961052870750427,lift,0.011132353032007769,0.0032251887023448996,9.64787655684146e-06,medium_energy
15,joint6,15.057572603225708,18.87202286720276,16.964858305454253,lift,0.011138039128854835,0.0032251887023448996,9.679581786437744e-06,medium_energy
16,joint6,16.061643600463867,19.876169681549072,17.968686270713807,lift,0.011148832924663978,0.0032251887023448996,9.740506976278976e-06,medium_energy
17,joint6,17.065078258514404,20.880038499832153,18.972544157505034,place,0.011132170166820252,0.0032231351360677996,9.636678294613618e-06,medium_energy
18,joint6,18.06898307800293,21.88435697555542,19.976502549648284,place,0.011279306514188611,4.708673804999959e-05,6.6227894440644885e-09,low_energy
19,joint6,19.072688817977905,22.888570308685303,20.980591428279876,place,0.011295307939872103,0.0004337504506110989,1.7641681436438457e-07,low_energy
20,joint6,20.076916694641113,23.892433881759644,21.984689950942993,gripper_opening,0.011291298270225483,0.0004337504506110989,1.7564463617342315e-07,low_energy
21,joint6,21.080796718597412,24.896263599395752,22.988750565052033,retract,0.01123039289377625,0.0017095943912863992,1.7994863620975792e-06,medium_energy
22,joint6,22.085190773010254,25.89993953704834,23.99274731874466,retract,0.011230691242963019,0.0017095943912863992,1.8007701054234899e-06,medium_energy
23,joint6,23.089298725128174,26.904906272888184,24.996797800064087,retract,0.01110180942341679,0.0013056313619018,2.451042240553477e-06,medium_energy
24,joint6,24.093153953552246,27.90861749649048,26.000840866565703,return_home,0.010570409428328209,0.0030812714248894986,1.7499764574726965e-05,medium_energy
25,joint6,25.097034215927124,28.91289210319519,27.00493394136429,return_home,0.009401129349134804,0.006278248969465501,8.153005613706482e-05,high_energy
26,joint6,26.10139799118042,29.916434049606323,28.009046220779418,return_home,0.007265203690621952,0.0100227965740487,0.00020208878620687302,high_energy
27,joint6,27.105586767196655,30.920128345489502,29.01295288801193,return_home,0.004570003423941633,0.010053208579847706,0.0002528743006853794,high_energy
