segment_id,joint,signal,start_time_sec,end_time_sec,duration_sec,phase,label,slope,intercept,start_value,end_value,mean_value
0,joint2,effort,0.0,0.8028292655944824,0.8028292655944824,home,constant,3.1645710703529584e-16,-0.6772262454032898,-0.6772262454032898,-0.6772262454032898,-0.6772262454032898
1,joint2,effort,1.0036022663116455,3.8138532638549805,2.810250997543335,gripper_opening,constant,0.0,-0.6772262454032898,-0.6772262454032898,-0.6772262454032898,-0.6772262454032898
2,joint2,effort,4.014695167541504,4.818300247192383,0.8036050796508789,gripper_opening,ramp_down,-3.129484072906595,12.292603962293114,-0.6772262454032898,-2.7072594165802,-1.5289344906806948
3,joint2,effort,5.019008159637451,11.845470905303955,6.826462745666504,pick,ramp_down,-2.8226127102785465,10.281356698703863,-3.885359525680542,-23.1538200378418,-13.519589781761171
4,joint2,effort,12.046056985855103,13.852810144424438,1.806753158569336,pick,constant,0.0,-23.1538200378418,-23.1538200378418,-23.1538200378418,-23.1538200378418
5,joint2,effort,14.053515911102295,15.86088490486145,1.8073689937591553,gripper_closing,constant,0.0,-23.1538200378418,-23.1538200378418,-23.1538200378418,-23.1538200378418
6,joint2,effort,16.061643600463867,16.8644118309021,0.8027682304382324,lift,ramp_down,-2.454855724829996,13.232825681908446,-26.275766372680664,-27.74456596374512,-27.18152618408203
7,joint2,effort,17.065078258514404,18.87202286720276,1.8069446086883545,lift,ramp_up,4.095894443436526,-98.65112513687913,-28.754365921020508,-21.35331153869629,-25.0538387298584
8,joint2,effort,19.072688817977905,19.876169681549072,0.803480863571167,place,ramp_down,-0.952295813749943,-10.99328899865646,-29.018611907958984,-29.89071273803711,-29.5388126373291
9,joint2,effort,20.076916694641113,20.880038499832153,0.80312180519104,place,ramp_up,4.163952084026338,-114.1032778732634,-32.175899505615234,-27.995981216430664,-28.831964874267577
10,joint2,effort,21.080796718597412,21.88435697555542,0.8035602569580078,gripper_opening,constant,1.514875864414819e-14,-27.995981216430994,-27.995981216430664,-27.995981216430664,-27.995981216430664
11,joint2,effort,22.085190773010254,22.888570308685303,0.8033795356750488,gripper_opening,ramp_down,-0.9715068017158196,-6.3450099816726215,-27.995981216430664,-28.971736907958984,-28.19113235473633
12,joint2,effort,23.089298725128174,24.896263599395752,1.8069648742675781,retract,ramp_up,4.268169775272597,-130.6695951991232,-32.120548248291016,-24.40811538696289,-28.264331817626953
13,joint2,effort,25.097034215927124,25.89993953704834,0.8029053211212158,retract,ramp_down,-3.4787353587623704,63.16053376341372,-24.40811538696289,-25.720569610595703,-25.54203681945801
14,joint2,effort,26.10139799118042,27.90861749649048,1.8072195053100586,return_home,ramp_up,5.926230879358231,-179.27128013925915,-24.58836936950684,-13.878369331359863,-19.23336935043335
