phase,start_time_ns,end_time_ns
home,1788527223395050479,1788527224447593466
gripper_opening,1788527224447617371,1788527227935594247
pick,1788527227935620466,1788527236889583225
gripper_closing,1788527236889613853,1788527238753734800
lift,1788527238753768554,1788527240965583841
place,1788527240965614228,1788527243531664338
gripper_opening,1788527243531691099,1788527245395600830
retract,1788527245395621860,1788527248413644264
return_home,1788527248413665965,1788527254105951248
