timestamp,scenario,run_id,example_type,imu_angular_z,imu_accel_x,imu_accel_y,odom_angular_z,lidar_front,lidar_front_right,lidar_left,lidar_right,distance_travelled,cmd_linear_x,pos_x,action_label
2026-07-09 11:44:57.936,pillar_wall_good,pill_good_01,positive,0.1119,0.1916,0.0862,-0.0038,65.533,4.255,0.504,2.991,1.3559,0.1,-4.6871,wall_following
2026-07-09 11:44:58.036,pillar_wall_good,pill_good_01,positive,-0.1427,0.0766,0.594,-0.0021,65.533,4.248,0.501,2.953,1.3615,0.1,-4.6799,wall_following
2026-07-09 11:44:58.136,pillar_wall_good,pill_good_01,positive,0.2152,0.0096,0.0671,-0.0034,65.533,4.248,0.507,2.433,1.3669,0.1,-4.6728,wall_following
2026-07-09 11:44:58.236,pillar_wall_good,pill_good_01,positive,-0.1097,-0.1245,0.4503,-0.0033,65.533,4.248,0.511,2.191,1.3726,0.1,-4.6655,wall_following
2026-07-09 11:44:58.336,pillar_wall_good,pill_good_01,positive,-0.0245,-0.4215,0.5556,-0.0037,65.533,4.246,0.505,2.137,1.3783,0.1,-4.6583,wall_following
2026-07-09 11:44:58.436,pillar_wall_good,pill_good_01,positive,-0.1182,-0.3257,0.0096,-0.0052,65.533,4.246,0.502,2.13,1.384,0.1,-4.6509,wall_following
2026-07-09 11:44:58.536,pillar_wall_good,pill_good_01,positive,-0.0192,-0.2108,0.364,-0.0055,65.533,4.248,0.508,2.084,1.3894,0.1,-4.6439,wall_following
2026-07-09 11:44:58.636,pillar_wall_good,pill_good_01,positive,-0.0149,0.0862,0.4694,-0.0059,65.533,4.249,0.502,2.063,1.3947,0.1,-4.637,wall_following
2026-07-09 11:44:58.736,pillar_wall_good,pill_good_01,positive,0.2056,-0.2012,0.1341,-0.0047,65.533,4.229,0.5,2.056,1.4,0.1,-4.63,wall_following
2026-07-09 11:44:58.836,pillar_wall_good,pill_good_01,positive,-0.0245,-0.0383,0.4694,-0.0048,5.295,4.228,0.515,2.045,1.4053,0.1,-4.6231,wall_following
2026-07-09 11:44:58.936,pillar_wall_good,pill_good_01,positive,0.1449,0.0383,0.4024,-0.0048,5.232,4.23,0.499,2.065,1.4108,0.1,-4.616,wall_following
2026-07-09 11:44:59.036,pillar_wall_good,pill_good_01,positive,0.0383,-0.1437,0.4024,-0.004,65.533,4.224,0.506,2.097,1.4164,0.1,-4.6088,wall_following
2026-07-09 11:44:59.136,pillar_wall_good,pill_good_01,positive,0.2993,-0.0671,0.6035,-0.0025,65.533,4.233,0.507,2.235,1.4221,0.1,-4.6017,wall_following
2026-07-09 11:44:59.236,pillar_wall_good,pill_good_01,positive,0.1278,0.0,0.479,-0.0028,65.533,4.222,0.506,2.98,1.4279,0.1,-4.5945,wall_following
2026-07-09 11:44:59.336,pillar_wall_good,pill_good_01,positive,-0.2589,0.0096,0.9197,-0.005,65.533,4.239,0.346,2.988,1.4339,0.1,-4.5872,wall_following
2026-07-09 11:44:59.436,pillar_wall_good,pill_good_01,positive,-0.2631,-0.2299,-0.1629,-0.0062,65.533,4.248,0.333,2.972,1.4395,0.05,-4.5802,obstacle_detected
2026-07-09 11:44:59.536,pillar_wall_good,pill_good_01,positive,0.066,-0.2012,1.0155,-0.0009,65.533,4.237,0.346,1.803,1.4432,0.05,-4.5754,obstacle_detected
2026-07-09 11:44:59.636,pillar_wall_good,pill_good_01,positive,0.0192,-0.0671,-0.2299,-0.0027,65.533,4.235,0.339,1.779,1.445,0.05,-4.5731,obstacle_detected
2026-07-09 11:44:59.736,pillar_wall_good,pill_good_01,positive,0.0213,-0.1629,0.0575,-0.0028,65.533,4.218,0.341,1.746,1.4479,0.05,-4.5695,obstacle_detected
2026-07-09 11:44:59.836,pillar_wall_good,pill_good_01,positive,0.0011,-0.1341,0.8622,-0.0027,65.533,4.235,0.353,1.699,1.451,0.05,-4.5654,obstacle_detected
2026-07-09 11:44:59.936,pillar_wall_good,pill_good_01,positive,-0.3025,0.0096,2.0022,-0.003,65.533,4.228,0.337,1.714,1.4538,0.08,-4.5619,obstacle_avoidance
2026-07-09 11:45:00.036,pillar_wall_good,pill_good_01,positive,-1.4871,-0.0862,-0.2108,-0.0103,65.533,4.215,0.346,1.694,1.4574,0.08,-4.557,obstacle_avoidance
2026-07-09 11:45:00.136,pillar_wall_good,pill_good_01,positive,-1.2378,-0.1629,-0.0958,-0.0088,65.533,4.205,0.346,1.683,1.4611,0.08,-4.5507,obstacle_avoidance
2026-07-09 11:45:00.236,pillar_wall_good,pill_good_01,positive,-1.1526,-0.1437,-0.1916,-0.0178,65.533,4.19,0.365,1.687,1.4633,0.08,-4.5448,obstacle_avoidance
2026-07-09 11:45:00.336,pillar_wall_good,pill_good_01,positive,-0.7212,-0.3928,-0.182,-0.0243,65.533,4.174,0.373,1.675,1.4628,0.08,-4.5396,obstacle_avoidance
2026-07-09 11:45:00.436,pillar_wall_good,pill_good_01,positive,-0.6328,-0.6227,-0.1916,-0.0295,65.533,4.137,0.39,1.65,1.4593,0.08,-4.5366,obstacle_avoidance
2026-07-09 11:45:00.536,pillar_wall_good,pill_good_01,positive,-0.3963,-0.0287,-0.364,-0.0335,65.533,4.097,0.407,1.613,1.4521,0.08,-4.5362,obstacle_avoidance
2026-07-09 11:45:00.636,pillar_wall_good,pill_good_01,positive,-0.2407,-0.2299,0.2299,-0.0412,65.533,4.044,0.45,1.582,1.4413,0.08,-4.5388,obstacle_avoidance
2026-07-09 11:45:00.736,pillar_wall_good,pill_good_01,positive,-0.1587,-0.5269,0.3161,-0.0398,65.533,3.986,0.481,1.535,1.4285,0.08,-4.5434,obstacle_avoidance
2026-07-09 11:45:00.836,pillar_wall_good,pill_good_01,positive,-0.2003,-0.4598,1.0825,-0.0252,65.533,3.92,0.513,1.506,1.4157,0.08,-4.5491,obstacle_avoidance
2026-07-09 11:45:00.936,pillar_wall_good,pill_good_01,positive,-0.0842,-0.4886,0.0575,-0.043,65.533,3.84,0.552,1.478,1.4013,0.08,-4.5567,obstacle_avoidance
2026-07-09 11:45:01.036,pillar_wall_good,pill_good_01,positive,-0.017,-0.2108,0.1054,-0.0259,65.533,3.772,0.586,1.442,1.386,0.08,-4.5658,obstacle_avoidance
2026-07-09 11:45:01.136,pillar_wall_good,pill_good_01,positive,-0.0373,-0.3066,-0.2587,-0.0371,65.533,3.731,0.621,1.404,1.3696,0.08,-4.5764,obstacle_avoidance
2026-07-09 11:45:01.236,pillar_wall_good,pill_good_01,positive,-0.065,-0.2491,0.0,-0.0247,65.533,3.683,0.654,1.37,1.3532,0.08,-4.5876,obstacle_avoidance
2026-07-09 11:45:01.336,pillar_wall_good,pill_good_01,positive,0.0415,-0.2395,0.2491,-0.0399,65.533,3.629,0.687,1.332,1.3358,0.08,-4.6001,obstacle_avoidance
2026-07-09 11:45:01.436,pillar_wall_good,pill_good_01,positive,0.0192,-0.0671,-1.1209,-0.0381,65.533,3.618,0.723,1.309,1.318,0.08,-4.6135,obstacle_avoidance
2026-07-09 11:45:01.537,pillar_wall_good,pill_good_01,positive,-0.0586,-0.2778,-0.1245,-0.0386,65.533,3.564,0.765,1.263,1.299,0.08,-4.6283,obstacle_avoidance
2026-07-09 11:45:01.636,pillar_wall_good,pill_good_01,positive,0.066,0.2682,1.0251,-0.0226,65.533,3.56,0.804,1.234,1.2816,0.08,-4.6423,obstacle_avoidance
2026-07-09 11:45:01.736,pillar_wall_good,pill_good_01,positive,0.0043,0.1245,1.0634,-0.0395,65.533,3.498,0.835,1.188,1.2626,0.08,-4.6581,obstacle_avoidance
2026-07-09 11:45:01.836,pillar_wall_good,pill_good_01,positive,-0.0245,0.1629,-0.2874,-0.0277,65.533,3.491,0.877,1.151,1.2435,0.08,-4.6744,obstacle_avoidance
2026-07-09 11:45:01.936,pillar_wall_good,pill_good_01,positive,0.0266,-0.1341,-0.5173,-0.0276,65.533,3.533,0.896,1.127,1.224,0.08,-4.6914,obstacle_avoidance
2026-07-09 11:45:02.036,pillar_wall_good,pill_good_01,positive,-0.0415,0.2587,-0.2108,-0.0268,65.533,3.544,0.931,1.087,1.2043,0.08,-4.709,obstacle_avoidance
2026-07-09 11:45:02.136,pillar_wall_good,pill_good_01,positive,-0.0426,-0.182,0.7951,-0.0402,65.533,3.517,0.972,1.049,1.184,0.08,-4.7275,obstacle_avoidance
2026-07-09 11:45:02.236,pillar_wall_good,pill_good_01,positive,-0.049,-0.2299,0.1916,-0.04,65.533,3.564,1.025,1.01,1.1636,0.08,-4.7464,obstacle_avoidance
2026-07-09 11:45:02.336,pillar_wall_good,pill_good_01,positive,-0.0629,0.1341,0.776,-0.042,65.533,3.616,1.058,0.982,1.1427,0.08,-4.7661,obstacle_avoidance
2026-07-09 11:45:02.436,pillar_wall_good,pill_good_01,positive,-0.0064,-0.2491,-1.0634,-0.0403,65.533,3.659,1.097,0.937,1.1221,0.08,-4.7859,wall_reacquired
2026-07-09 11:45:02.536,pillar_wall_good,pill_good_01,positive,0.1662,-0.182,0.7089,-0.0301,5.536,3.682,1.242,0.905,1.103,0.08,-4.8044,wall_reacquired
2026-07-09 11:45:02.636,pillar_wall_good,pill_good_01,positive,0.1449,0.3257,1.3412,-0.0263,5.506,3.671,1.293,0.873,1.0869,0.08,-4.8202,wall_reacquired
2026-07-09 11:45:02.736,pillar_wall_good,pill_good_01,positive,0.245,0.0096,0.594,-0.0227,5.491,3.656,1.347,0.851,1.0738,0.08,-4.8331,wall_reacquired
2026-07-09 11:45:02.836,pillar_wall_good,pill_good_01,positive,0.4282,-0.0383,0.364,-0.0098,5.531,3.656,1.365,0.833,1.0651,0.08,-4.8418,wall_reacquired
2026-07-09 11:45:02.936,pillar_wall_good,pill_good_01,positive,0.7446,0.4215,0.843,-0.008,5.588,3.646,1.387,0.814,1.0584,0.08,-4.8485,wall_reacquired
2026-07-09 11:45:03.036,pillar_wall_good,pill_good_01,positive,1.2549,0.3161,0.1724,-0.0069,5.561,3.646,1.394,0.807,1.0546,0.08,-4.8523,wall_reacquired
2026-07-09 11:45:03.136,pillar_wall_good,pill_good_01,positive,2.024,0.5844,-0.3066,-0.0011,5.589,3.627,1.399,0.804,1.0531,0.08,-4.8539,wall_reacquired
2026-07-09 11:45:03.236,pillar_wall_good,pill_good_01,positive,1.8781,0.2874,0.9293,0.0004,5.643,3.58,1.39,0.803,1.0531,0.08,-4.8539,wall_reacquired
2026-07-09 11:45:03.336,pillar_wall_good,pill_good_01,positive,1.9984,0.5077,-1.4658,0.0031,5.675,3.524,1.397,0.807,1.0553,0.08,-4.8518,wall_reacquired
2026-07-09 11:45:03.436,pillar_wall_good,pill_good_01,positive,1.4051,0.5365,-0.9388,0.0064,65.533,3.433,1.376,0.81,1.0616,0.08,-4.8457,wall_reacquired
2026-07-09 11:45:03.536,pillar_wall_good,pill_good_01,positive,1.0663,0.3257,-0.2203,0.0133,65.533,3.294,1.364,0.823,1.0742,0.08,-4.8333,wall_reacquired
2026-07-09 11:45:03.636,pillar_wall_good,pill_good_01,positive,0.816,0.7089,-0.4119,0.0093,65.533,3.224,1.187,0.847,1.0915,0.08,-4.8162,wall_reacquired
2026-07-09 11:45:03.736,pillar_wall_good,pill_good_01,positive,0.6221,0.1533,0.3449,0.0148,65.533,3.191,1.152,0.926,1.1109,0.08,-4.7968,wall_reacquired
2026-07-09 11:45:03.836,pillar_wall_good,pill_good_01,positive,0.3526,0.5461,0.9388,0.0176,65.533,3.267,1.117,2.199,1.1301,0.08,-4.7776,wall_reacquired
2026-07-09 11:45:03.936,pillar_wall_good,pill_good_01,positive,0.1278,0.6802,0.5652,0.0124,65.533,3.406,1.09,1.373,1.1496,0.1,-4.7581,approaching_wall
2026-07-09 11:45:04.036,pillar_wall_good,pill_good_01,positive,0.1236,0.1724,-0.297,0.0162,65.533,3.527,1.055,2.263,1.1721,0.1,-4.7355,approaching_wall
2026-07-09 11:45:04.136,pillar_wall_good,pill_good_01,positive,0.1502,-0.0958,-0.2778,0.0188,10.148,3.691,1.03,2.311,1.1947,0.1,-4.7129,approaching_wall
2026-07-09 11:45:04.236,pillar_wall_good,pill_good_01,positive,-0.0394,-0.0958,0.3161,0.0204,10.094,3.851,0.997,2.057,1.2199,0.1,-4.6876,approaching_wall
2026-07-09 11:45:04.336,pillar_wall_good,pill_good_01,positive,0.0639,0.3736,0.5461,0.0209,6.245,4.029,0.954,2.394,1.2432,0.1,-4.6643,approaching_wall
2026-07-09 11:45:04.436,pillar_wall_good,pill_good_01,positive,0.0969,-0.0958,0.5365,0.0233,5.669,4.218,0.915,2.44,1.2665,0.1,-4.6409,approaching_wall
2026-07-09 11:45:04.536,pillar_wall_good,pill_good_01,positive,0.0085,0.3832,0.8526,0.0138,5.498,4.264,0.893,2.493,1.2892,0.1,-4.6181,approaching_wall
2026-07-09 11:45:04.636,pillar_wall_good,pill_good_01,positive,0.1609,0.2299,0.2682,0.0258,4.738,4.175,0.853,1.773,1.3126,0.1,-4.5946,approaching_wall
2026-07-09 11:45:04.736,pillar_wall_good,pill_good_01,positive,0.1332,0.1245,0.6514,0.0254,4.152,4.121,0.829,2.582,1.3348,0.1,-4.5723,approaching_wall
2026-07-09 11:45:04.836,pillar_wall_good,pill_good_01,positive,2.6877,0.4982,-1.2837,0.0234,3.775,65.533,0.795,2.636,1.3552,0.1,-4.5518,approaching_wall
2026-07-09 11:45:04.936,pillar_wall_good,pill_good_01,positive,0.0373,-0.3257,0.4886,0.0173,3.527,65.533,0.765,2.668,1.3742,0.1,-4.5327,approaching_wall
2026-07-09 11:45:05.036,pillar_wall_good,pill_good_01,positive,-0.0469,0.297,0.4598,0.0136,3.452,65.533,0.747,2.697,1.3921,0.1,-4.5148,approaching_wall
2026-07-09 11:45:05.136,pillar_wall_good,pill_good_01,positive,-0.2248,0.2203,-0.7281,0.0116,3.466,65.533,0.715,2.705,1.4084,0.1,-4.4985,approaching_wall
2026-07-09 11:45:05.236,pillar_wall_good,pill_good_01,positive,-0.2365,0.0479,0.1916,0.0117,3.46,65.533,0.691,2.726,1.423,0.1,-4.4839,approaching_wall
2026-07-09 11:45:05.336,pillar_wall_good,pill_good_01,positive,-0.3654,-0.2682,0.7951,0.0116,3.38,65.533,0.679,2.75,1.4367,0.1,-4.4702,approaching_wall
2026-07-09 11:45:05.436,pillar_wall_good,pill_good_01,positive,-0.2205,0.1916,0.7568,0.0115,3.276,65.533,0.664,2.774,1.4495,0.1,-4.4574,approaching_wall
2026-07-09 11:45:05.536,pillar_wall_good,pill_good_01,positive,-0.2759,-0.0575,0.1629,0.0082,3.174,65.533,0.645,2.786,1.4615,0.1,-4.4454,approaching_wall
2026-07-09 11:45:05.636,pillar_wall_good,pill_good_01,positive,-0.2855,-0.0862,0.6802,0.0048,3.124,65.533,0.625,2.797,1.4727,0.1,-4.4342,wall_following
2026-07-09 11:45:05.736,pillar_wall_good,pill_good_01,positive,-0.2791,-0.0958,0.3066,0.0049,3.09,65.533,0.62,2.822,1.4835,0.1,-4.4234,wall_following
2026-07-09 11:45:05.836,pillar_wall_good,pill_good_01,positive,-0.3409,-0.0575,0.3257,0.0052,3.058,65.533,0.606,2.827,1.4935,0.1,-4.4134,wall_following
2026-07-09 11:45:05.936,pillar_wall_good,pill_good_01,positive,2.6877,0.4982,-1.2837,0.0042,3.055,65.533,0.608,2.836,1.5034,0.1,-4.4035,wall_following
2026-07-09 11:45:06.036,pillar_wall_good,pill_good_01,positive,-0.0277,-0.182,-0.0383,0.0022,3.044,65.533,0.642,2.849,1.5128,0.1,-4.3941,wall_following
2026-07-09 11:45:06.136,pillar_wall_good,pill_good_01,positive,0.0959,0.1629,-0.3066,0.0029,3.056,65.533,0.684,2.855,1.523,0.1,-4.3839,approaching_wall
2026-07-09 11:45:06.236,pillar_wall_good,pill_good_01,positive,0.3462,0.1341,-0.2203,0.0047,3.024,65.533,0.72,2.866,1.535,0.1,-4.3719,approaching_wall
2026-07-09 11:45:06.336,pillar_wall_good,pill_good_01,positive,0.4357,-0.0096,-0.0862,0.0131,2.943,65.533,0.721,2.879,1.5497,0.1,-4.3572,approaching_wall
2026-07-09 11:45:06.436,pillar_wall_good,pill_good_01,positive,2.6877,0.4982,-1.2837,0.009,2.805,3.952,0.699,2.908,1.5649,0.1,-4.342,approaching_wall
2026-07-09 11:45:06.536,pillar_wall_good,pill_good_01,positive,0.0458,-0.0096,1.1017,0.0079,2.688,3.952,0.675,2.939,1.5794,0.1,-4.3276,approaching_wall
2026-07-09 11:45:06.636,pillar_wall_good,pill_good_01,positive,-0.0607,0.0958,0.297,0.0094,2.591,3.964,0.654,2.961,1.5926,0.1,-4.3144,approaching_wall
2026-07-09 11:45:06.736,pillar_wall_good,pill_good_01,positive,-0.1683,-0.2108,0.7951,0.0058,2.522,3.951,0.642,2.977,1.6042,0.1,-4.3028,wall_following
2026-07-09 11:45:06.836,pillar_wall_good,pill_good_01,positive,-0.115,-0.0862,-0.1341,0.0039,2.488,3.961,0.629,2.994,1.6152,0.1,-4.2918,wall_following
2026-07-09 11:45:06.936,pillar_wall_good,pill_good_01,positive,-0.2184,-0.1916,0.843,0.0054,2.461,3.957,0.61,2.995,1.6262,0.1,-4.2808,wall_following
2026-07-09 11:45:07.036,pillar_wall_good,pill_good_01,positive,-0.3579,-0.1054,0.7185,0.0031,2.428,3.964,0.598,3.008,1.6364,0.1,-4.2706,wall_following
2026-07-09 11:45:07.136,pillar_wall_good,pill_good_01,positive,-0.2067,-0.0958,-0.1533,0.0037,2.395,3.953,0.591,3.018,1.6459,0.1,-4.2611,wall_following
2026-07-09 11:45:07.236,pillar_wall_good,pill_good_01,positive,-0.1704,-0.0287,0.1341,0.0031,2.335,3.947,0.578,3.042,1.6556,0.1,-4.2514,wall_following
2026-07-09 11:45:07.336,pillar_wall_good,pill_good_01,positive,-0.3611,0.0958,0.3928,0.0022,2.284,3.909,0.571,3.046,1.665,0.1,-4.242,wall_following
2026-07-09 11:45:07.436,pillar_wall_good,pill_good_01,positive,-0.327,-0.0766,0.5748,0.0012,2.243,3.915,0.562,3.054,1.6731,0.1,-4.2339,wall_following
2026-07-09 11:45:07.536,pillar_wall_good,pill_good_01,positive,-0.2429,-0.0479,0.1629,-0.001,2.229,3.903,0.552,3.063,1.6809,0.1,-4.2261,wall_following
2026-07-09 11:45:07.636,pillar_wall_good,pill_good_01,positive,-0.4346,-0.0958,0.9772,-0.0006,2.221,3.913,0.545,3.069,1.6889,0.1,-4.2181,wall_following
2026-07-09 11:45:07.736,pillar_wall_good,pill_good_01,positive,-0.3665,-0.0287,0.0862,-0.0012,2.197,3.906,0.531,3.081,1.6962,0.1,-4.2107,wall_following
2026-07-09 11:45:07.836,pillar_wall_good,pill_good_01,positive,-0.2269,-0.1054,0.6419,-0.0009,2.179,3.897,0.532,3.08,1.7031,0.1,-4.2038,wall_following
2026-07-09 11:45:07.936,pillar_wall_good,pill_good_01,positive,-0.1491,-0.1437,0.1533,-0.002,2.159,3.89,0.533,3.082,1.7102,0.1,-4.1967,wall_following
2026-07-09 11:45:08.036,pillar_wall_good,pill_good_01,positive,-0.2141,-0.0479,0.4694,-0.0016,2.122,3.867,0.526,3.093,1.717,0.1,-4.1899,wall_following
2026-07-09 11:45:08.136,pillar_wall_good,pill_good_01,positive,-0.2621,-0.182,0.5077,-0.0031,2.097,3.864,0.515,3.098,1.7234,0.1,-4.1835,wall_following
2026-07-09 11:45:08.236,pillar_wall_good,pill_good_01,positive,-0.0117,-0.0383,0.1437,-0.0032,2.087,3.851,0.514,3.106,1.7296,0.1,-4.1773,wall_following
2026-07-09 11:45:08.336,pillar_wall_good,pill_good_01,positive,-0.277,-0.2395,0.6898,-0.0038,2.075,3.818,0.493,3.109,1.7358,0.1,-4.1711,wall_following
2026-07-09 11:45:08.436,pillar_wall_good,pill_good_01,positive,-0.1545,-0.2587,0.4407,-0.0032,2.07,3.794,0.505,3.098,1.7418,0.1,-4.1652,wall_following
2026-07-09 11:45:08.536,pillar_wall_good,pill_good_01,positive,-0.2109,-0.0766,0.0383,-0.003,2.051,3.814,0.495,3.109,1.7475,0.1,-4.1595,wall_following
2026-07-09 11:45:08.636,pillar_wall_good,pill_good_01,positive,2.6877,0.4982,-1.2837,-0.0028,2.048,3.797,0.499,3.109,1.7532,0.1,-4.1539,wall_following
2026-07-09 11:45:08.736,pillar_wall_good,pill_good_01,positive,-0.2503,-0.297,0.4024,-0.0053,2.026,3.799,0.498,3.116,1.7587,0.1,-4.1484,wall_following
2026-07-09 11:45:08.836,pillar_wall_good,pill_good_01,positive,2.6877,0.4982,-1.2837,-0.0058,2.024,65.533,0.488,3.118,1.7639,0.1,-4.1433,wall_following
2026-07-09 11:45:08.936,pillar_wall_good,pill_good_01,positive,-0.1768,-0.1533,0.115,-0.0059,2.024,65.533,0.486,3.126,1.7691,0.1,-4.1382,wall_following
2026-07-09 11:45:09.036,pillar_wall_good,pill_good_01,positive,-0.1907,-0.1245,1.0155,-0.0063,2.017,65.533,0.489,3.145,1.7741,0.1,-4.1334,wall_following
2026-07-09 11:45:09.136,pillar_wall_good,pill_good_01,positive,2.6877,0.4982,-1.2837,-0.0067,2.015,65.533,0.489,3.158,1.7787,0.1,-4.1289,wall_following
2026-07-09 11:45:09.236,pillar_wall_good,pill_good_01,positive,0.0639,-0.2012,0.3832,-0.0047,2.003,65.533,0.489,3.169,1.7833,0.1,-4.1245,wall_following
2026-07-09 11:45:09.336,pillar_wall_good,pill_good_01,positive,-0.0842,-0.1629,0.4407,-0.0066,2.005,65.533,0.486,3.179,1.7878,0.1,-4.1202,wall_following
2026-07-09 11:45:09.436,pillar_wall_good,pill_good_01,positive,0.0969,0.0096,0.2587,-0.0057,2.005,65.533,0.485,3.149,1.7923,0.1,-4.116,wall_following
2026-07-09 11:45:09.536,pillar_wall_good,pill_good_01,positive,-0.0554,0.0,0.3161,-0.0059,1.986,65.533,0.478,5.893,1.7967,0.1,-4.1118,wall_following
2026-07-09 11:45:09.636,pillar_wall_good,pill_good_01,positive,0.049,-0.1054,0.1245,-0.0063,1.982,65.533,0.487,5.886,1.8014,0.1,-4.1074,wall_following
2026-07-09 11:45:09.736,pillar_wall_good,pill_good_01,positive,2.6877,0.4982,-1.2837,-0.004,1.971,3.628,0.478,5.883,1.8058,0.1,-4.1033,wall_following
2026-07-09 11:45:09.836,pillar_wall_good,pill_good_01,positive,-0.1161,-0.1054,0.7568,-0.0057,1.975,3.624,0.484,5.892,1.8102,0.1,-4.0992,wall_following
2026-07-09 11:45:09.936,pillar_wall_good,pill_good_01,positive,0.0213,-0.1437,0.2491,-0.0048,1.974,3.636,0.479,5.884,1.8146,0.1,-4.0952,wall_following
2026-07-09 11:45:10.036,pillar_wall_good,pill_good_01,positive,-0.1204,0.2108,0.2682,-0.0047,1.975,3.598,0.474,5.886,1.8188,0.1,-4.0913,wall_following
2026-07-09 11:45:10.136,pillar_wall_good,pill_good_01,positive,-0.0735,-0.2012,0.5365,-0.0062,1.979,3.585,0.475,5.879,1.823,0.1,-4.0875,wall_following
2026-07-09 11:45:10.236,pillar_wall_good,pill_good_01,positive,-0.0842,-0.1629,0.4215,-0.0073,1.977,3.575,0.466,5.897,1.8272,0.1,-4.0838,wall_following
2026-07-09 11:45:10.336,pillar_wall_good,pill_good_01,positive,0.0479,-0.0958,0.0575,-0.0072,1.967,3.58,0.475,5.897,1.8311,0.1,-4.0803,wall_following
2026-07-09 11:45:10.436,pillar_wall_good,pill_good_01,positive,0.1875,0.0479,0.5077,-0.0066,1.969,3.559,0.47,5.885,1.8349,0.1,-4.077,wall_following
2026-07-09 11:45:10.536,pillar_wall_good,pill_good_01,positive,-0.0522,-0.2395,0.6131,-0.004,1.985,3.554,0.469,5.888,1.8387,0.1,-4.0737,wall_following
2026-07-09 11:45:10.636,pillar_wall_good,pill_good_01,positive,2.6877,0.4982,-1.2837,-0.0047,1.955,3.538,0.476,5.883,1.8427,0.1,-4.0702,wall_following
2026-07-09 11:45:10.736,pillar_wall_good,pill_good_01,positive,-0.0543,-0.2491,0.1629,-0.0071,1.969,3.519,0.477,5.898,1.8468,0.1,-4.0667,wall_following
2026-07-09 11:45:10.836,pillar_wall_good,pill_good_01,positive,0.0266,-0.182,-0.3928,-0.0043,1.955,3.499,0.475,5.894,1.8507,0.1,-4.0634,wall_following
2026-07-09 11:45:10.936,pillar_wall_good,pill_good_01,positive,0.066,-0.2012,0.2491,-0.0068,1.964,3.485,0.479,5.887,1.8546,0.1,-4.0601,wall_following
2026-07-09 11:45:11.036,pillar_wall_good,pill_good_01,positive,0.1001,-0.182,0.958,-0.006,1.966,3.47,0.478,5.895,1.8584,0.1,-4.0569,wall_following
2026-07-09 11:45:11.136,pillar_wall_good,pill_good_01,positive,0.0032,-0.2395,0.4311,-0.0045,1.952,3.458,0.47,5.9,1.8623,0.1,-4.0536,wall_following
2026-07-09 11:45:11.236,pillar_wall_good,pill_good_01,positive,0.0266,-0.0862,0.3161,-0.0082,1.958,3.454,0.473,5.894,1.8662,0.1,-4.0504,wall_following
2026-07-09 11:45:11.336,pillar_wall_good,pill_good_01,positive,-0.0554,-0.0575,0.7951,-0.0073,1.959,3.441,0.481,5.893,1.87,0.1,-4.0473,wall_following
2026-07-09 11:45:11.436,pillar_wall_good,pill_good_01,positive,-0.1278,-0.115,0.0766,-0.0047,1.958,3.43,0.478,5.889,1.8738,0.1,-4.0443,wall_following
2026-07-09 11:45:11.536,pillar_wall_good,pill_good_01,positive,0.016,-0.2012,0.4407,-0.0054,1.965,3.442,0.467,5.889,1.8776,0.1,-4.0413,wall_following
2026-07-09 11:45:11.636,pillar_wall_good,pill_good_01,positive,0.0298,-0.1533,-0.364,-0.0076,1.953,3.44,0.475,5.91,1.8813,0.1,-4.0384,wall_following
2026-07-09 11:45:11.736,pillar_wall_good,pill_good_01,positive,0.0437,-0.2299,0.9867,-0.0067,1.961,3.429,0.469,5.894,1.8849,0.1,-4.0356,wall_following
2026-07-09 11:45:11.836,pillar_wall_good,pill_good_01,positive,0.114,0.0,0.0862,-0.0072,1.966,3.436,0.473,5.899,1.8884,0.1,-4.0329,wall_following
2026-07-09 11:45:11.936,pillar_wall_good,pill_good_01,positive,0.0096,-0.0192,0.8335,-0.007,1.963,3.417,0.467,5.888,1.8921,0.1,-4.0301,wall_following
2026-07-09 11:45:12.036,pillar_wall_good,pill_good_01,positive,0.0362,-0.0383,0.5077,-0.0068,1.953,3.415,0.465,5.902,1.8958,0.1,-4.0273,wall_following
2026-07-09 11:45:12.136,pillar_wall_good,pill_good_01,positive,-0.0341,-0.2299,0.9676,-0.0072,1.951,3.428,0.467,5.886,1.8994,0.1,-4.0246,wall_following
2026-07-09 11:45:12.236,pillar_wall_good,pill_good_01,positive,-0.0799,-0.1437,0.7089,-0.0054,1.962,3.466,0.472,5.895,1.903,0.1,-4.022,wall_following
2026-07-09 11:45:12.336,pillar_wall_good,pill_good_01,positive,-0.0671,-0.115,0.5461,-0.0083,1.966,3.466,0.461,5.903,1.9064,0.1,-4.0196,wall_following
2026-07-09 11:45:12.436,pillar_wall_good,pill_good_01,positive,-0.017,-0.2299,0.6993,-0.0072,1.955,3.457,0.475,5.898,1.9098,0.1,-4.0172,wall_following
2026-07-09 11:45:12.536,pillar_wall_good,pill_good_01,positive,0.0096,0.1437,0.3449,-0.0048,1.975,3.472,0.471,5.913,1.9131,0.1,-4.015,wall_following
2026-07-09 11:45:12.636,pillar_wall_good,pill_good_01,positive,0.065,0.0192,0.5269,-0.007,1.97,3.459,0.47,5.899,1.9164,0.1,-4.0127,wall_following
2026-07-09 11:45:12.736,pillar_wall_good,pill_good_01,positive,-0.18,-0.0192,0.4215,-0.0076,1.954,3.481,0.474,5.862,1.9198,0.1,-4.0104,wall_following
