timestamp,scenario,run_id,example_type,imu_angular_z,odom_angular_z,imu_accel_x,imu_accel_y,lidar_front,lidar_left,lidar_front_right,distance_travelled,cmd_linear_x,lidar_right,pos_x,action_label
2026-07-09 11:59:25.164,pillar_wall_good,pill_good_04,positive,2.6877,-0.0053,0.4982,-1.2837,3.461,0.488,2.962,2.1916,0.1,3.048,-3.8499,wall_following
2026-07-09 11:59:25.264,pillar_wall_good,pill_good_04,positive,0.4133,-0.0041,-0.0958,0.297,3.425,0.489,2.95,2.1943,0.1,3.046,-3.851,wall_following
2026-07-09 11:59:25.364,pillar_wall_good,pill_good_04,positive,-0.2961,-0.0068,-0.0287,-0.1341,3.419,0.489,2.955,2.1973,0.1,3.048,-3.8519,wall_following
2026-07-09 11:59:25.464,pillar_wall_good,pill_good_04,positive,-0.1949,-0.0048,-0.2587,0.0192,3.428,0.489,2.953,2.2,0.1,3.055,-3.8531,wall_following
2026-07-09 11:59:25.564,pillar_wall_good,pill_good_04,positive,0.1513,-0.0041,-0.2874,0.0192,3.43,0.484,2.942,2.2026,0.1,3.048,-3.8544,wall_following
2026-07-09 11:59:25.664,pillar_wall_good,pill_good_04,positive,0.1033,-0.0056,-0.115,0.2108,3.418,0.484,2.96,2.2054,0.1,3.05,-3.8555,wall_following
2026-07-09 11:59:25.764,pillar_wall_good,pill_good_04,positive,-0.065,-0.0053,-0.1629,-0.2491,3.407,0.471,2.959,2.2083,0.1,3.051,-3.8566,wall_following
2026-07-09 11:59:25.864,pillar_wall_good,pill_good_04,positive,2.6877,-0.0053,0.4982,-1.2837,3.397,0.484,2.974,2.2109,0.1,3.046,-3.8579,wall_following
2026-07-09 11:59:25.964,pillar_wall_good,pill_good_04,positive,0.0149,-0.0057,-0.0575,0.3832,3.407,0.483,2.967,2.2136,0.1,3.053,-3.8592,wall_following
2026-07-09 11:59:26.064,pillar_wall_good,pill_good_04,positive,-0.0671,-0.0064,-0.0383,0.4503,3.417,0.483,2.977,2.2163,0.1,3.046,-3.8606,wall_following
2026-07-09 11:59:26.164,pillar_wall_good,pill_good_04,positive,-0.0138,-0.0065,0.0287,0.776,3.427,0.479,2.948,2.2189,0.1,3.05,-3.8621,wall_following
2026-07-09 11:59:26.264,pillar_wall_good,pill_good_04,positive,-0.032,-0.0049,-0.1054,-0.1245,3.462,0.5,2.957,2.2213,0.1,3.051,-3.8637,wall_following
2026-07-09 11:59:26.364,pillar_wall_good,pill_good_04,positive,-0.0053,-0.0046,-0.2299,0.4407,3.484,0.488,2.959,2.2238,0.1,3.055,-3.8654,wall_following
2026-07-09 11:59:26.464,pillar_wall_good,pill_good_04,positive,-0.0511,-0.0068,-0.0479,-0.0575,3.486,0.487,2.945,2.2263,0.1,3.048,-3.8671,wall_following
2026-07-09 11:59:26.564,pillar_wall_good,pill_good_04,positive,-0.0053,-0.0069,-0.2874,-0.0287,3.482,0.485,2.941,2.2287,0.1,3.045,-3.8688,wall_following
2026-07-09 11:59:26.664,pillar_wall_good,pill_good_04,positive,0.1055,-0.0059,-0.1341,1.0155,3.473,0.487,2.929,2.2311,0.1,3.048,-3.8705,wall_following
2026-07-09 11:59:26.764,pillar_wall_good,pill_good_04,positive,2.6877,-0.004,0.4982,-1.2837,3.465,0.485,2.927,2.2336,0.1,3.043,-3.8722,wall_following
2026-07-09 11:59:26.864,pillar_wall_good,pill_good_04,positive,0.0533,-0.0061,-0.1629,0.6802,3.447,0.481,2.931,2.2362,0.1,3.038,-3.8739,wall_following
2026-07-09 11:59:26.964,pillar_wall_good,pill_good_04,positive,-0.0842,-0.006,-0.2682,0.0862,3.437,0.492,2.918,2.2387,0.1,3.044,-3.8756,wall_following
2026-07-09 11:59:27.064,pillar_wall_good,pill_good_04,positive,-0.0724,-0.0043,-0.3736,0.2012,3.425,0.488,2.914,2.241,0.1,3.039,-3.8776,wall_following
2026-07-09 11:59:27.164,pillar_wall_good,pill_good_04,positive,-0.049,-0.0069,-0.1341,0.0096,3.407,0.48,2.908,2.2431,0.1,3.04,-3.8799,wall_following
2026-07-09 11:59:27.264,pillar_wall_good,pill_good_04,positive,-0.0383,-0.0064,0.3832,0.5556,3.395,0.483,2.907,2.2452,0.1,3.037,-3.8822,wall_following
2026-07-09 11:59:27.364,pillar_wall_good,pill_good_04,positive,0.0064,-0.0056,0.0479,0.9005,3.387,0.479,2.893,2.2472,0.1,3.045,-3.8845,wall_following
2026-07-09 11:59:27.464,pillar_wall_good,pill_good_04,positive,0.0586,-0.0053,0.0383,0.0958,3.396,0.486,2.885,2.2493,0.1,3.044,-3.8867,wall_following
2026-07-09 11:59:27.564,pillar_wall_good,pill_good_04,positive,2.6877,-0.0055,0.4982,-1.2837,3.379,0.477,2.904,2.2514,0.1,3.043,-3.889,wall_following
2026-07-09 11:59:27.664,pillar_wall_good,pill_good_04,positive,-0.0799,-0.0064,-0.3257,0.3161,3.378,0.486,2.925,2.2536,0.1,3.039,-3.8912,wall_following
2026-07-09 11:59:27.764,pillar_wall_good,pill_good_04,positive,-0.0128,-0.0069,-0.0096,0.1054,3.369,0.486,2.923,2.2559,0.1,3.042,-3.8934,wall_following
2026-07-09 11:59:27.864,pillar_wall_good,pill_good_04,positive,-0.1822,-0.005,-0.4311,0.1629,3.353,0.478,2.89,2.2579,0.1,3.033,-3.8958,wall_following
2026-07-09 11:59:27.964,pillar_wall_good,pill_good_04,positive,0.0852,-0.0043,-0.1724,0.4886,3.342,0.483,2.906,2.2599,0.1,3.042,-3.8982,wall_following
2026-07-09 11:59:28.064,pillar_wall_good,pill_good_04,positive,0.1672,-0.005,0.0287,0.5748,3.34,0.483,2.921,2.2619,0.1,3.038,-3.9008,wall_following
2026-07-09 11:59:28.164,pillar_wall_good,pill_good_04,positive,0.1076,-0.0049,0.0096,0.3161,3.326,0.481,2.903,2.264,0.1,3.038,-3.9032,wall_following
2026-07-09 11:59:28.264,pillar_wall_good,pill_good_04,positive,0.0479,-0.004,0.0287,0.7951,3.311,0.483,2.894,2.2662,0.1,3.037,-3.9054,wall_following
2026-07-09 11:59:28.364,pillar_wall_good,pill_good_04,positive,0.0511,-0.0053,0.2299,0.7281,3.303,0.483,2.894,2.2685,0.1,3.042,-3.9078,wall_following
2026-07-09 11:59:28.464,pillar_wall_good,pill_good_04,positive,-0.2802,-0.0041,0.0383,0.479,3.284,0.48,2.904,2.2708,0.1,3.047,-3.91,wall_following
2026-07-09 11:59:28.564,pillar_wall_good,pill_good_04,positive,-0.098,-0.0067,-0.0383,0.7281,3.271,0.471,2.892,2.273,0.1,3.045,-3.9126,wall_following
2026-07-09 11:59:28.664,pillar_wall_good,pill_good_04,positive,-0.1545,-0.0041,-0.0479,0.8814,3.269,0.494,2.91,2.275,0.1,3.04,-3.9152,wall_following
2026-07-09 11:59:28.764,pillar_wall_good,pill_good_04,positive,-0.0256,-0.0066,-0.2491,-0.3449,3.255,0.491,2.89,2.2769,0.1,3.043,-3.918,wall_following
2026-07-09 11:59:28.864,pillar_wall_good,pill_good_04,positive,0.1417,-0.0055,-0.2108,0.1916,3.242,0.486,2.897,2.2788,0.1,3.037,-3.9207,wall_following
2026-07-09 11:59:28.964,pillar_wall_good,pill_good_04,positive,0.0117,-0.0061,-0.182,-0.0192,3.229,0.483,2.895,2.2808,0.1,3.038,-3.9234,wall_following
2026-07-09 11:59:29.064,pillar_wall_good,pill_good_04,positive,0.0756,-0.0057,-0.0671,0.5461,3.223,0.484,2.901,2.2828,0.1,3.041,-3.9262,wall_following
2026-07-09 11:59:29.164,pillar_wall_good,pill_good_04,positive,0.0138,-0.0055,-0.0287,0.4024,3.205,0.484,2.898,2.2848,0.1,3.042,-3.9289,wall_following
2026-07-09 11:59:29.264,pillar_wall_good,pill_good_04,positive,-0.0916,-0.0052,-0.115,0.5269,3.205,0.48,2.885,2.2869,0.1,3.042,-3.9316,wall_following
2026-07-09 11:59:29.364,pillar_wall_good,pill_good_04,positive,0.0309,-0.0042,-0.0958,0.5269,3.184,0.483,2.895,2.2889,0.1,3.036,-3.9344,wall_following
2026-07-09 11:59:29.464,pillar_wall_good,pill_good_04,positive,0.0394,-0.0067,-0.115,0.4311,3.185,0.493,2.879,2.2908,0.1,3.042,-3.9373,wall_following
2026-07-09 11:59:29.564,pillar_wall_good,pill_good_04,positive,0.0064,-0.0047,-0.2395,0.4982,3.174,0.477,2.89,2.2927,0.1,3.04,-3.9403,wall_following
2026-07-09 11:59:29.664,pillar_wall_good,pill_good_04,positive,-0.1033,-0.0066,-0.2299,0.5652,3.161,0.482,2.88,2.2945,0.1,3.041,-3.9434,wall_following
2026-07-09 11:59:29.764,pillar_wall_good,pill_good_04,positive,2.6877,-0.0059,0.4982,-1.2837,3.148,0.495,2.882,2.2962,0.1,3.054,-3.9465,wall_following
2026-07-09 11:59:29.864,pillar_wall_good,pill_good_04,positive,0.0799,-0.0058,-0.0958,0.1724,3.135,0.482,2.882,2.298,0.1,3.037,-3.9495,wall_following
2026-07-09 11:59:29.964,pillar_wall_good,pill_good_04,positive,0.0543,-0.0044,-0.3736,0.115,3.127,0.485,2.884,2.3,0.1,3.037,-3.9525,wall_following
2026-07-09 11:59:30.064,pillar_wall_good,pill_good_04,positive,0.0447,-0.0061,-0.115,0.5748,3.118,0.491,2.891,2.3018,0.1,3.043,-3.9557,wall_following
2026-07-09 11:59:30.164,pillar_wall_good,pill_good_04,positive,0.0011,-0.0069,-0.0287,0.4215,3.107,0.492,2.885,2.3036,0.1,3.038,-3.9588,wall_following
2026-07-09 11:59:30.264,pillar_wall_good,pill_good_04,positive,-0.0085,-0.0076,-0.0862,0.9293,3.093,0.491,2.888,2.3053,0.1,3.034,-3.9621,wall_following
2026-07-09 11:59:30.364,pillar_wall_good,pill_good_04,positive,-0.0128,-0.0042,-0.0383,0.4694,3.086,0.48,2.881,2.307,0.1,3.039,-3.9655,wall_following
2026-07-09 11:59:30.464,pillar_wall_good,pill_good_04,positive,-0.016,-0.0055,-0.115,0.6035,3.073,0.489,2.872,2.3085,0.1,3.039,-3.969,wall_following
2026-07-09 11:59:30.564,pillar_wall_good,pill_good_04,positive,-0.0618,-0.0058,-0.1533,0.6419,3.065,0.487,2.877,2.3101,0.1,3.038,-3.9724,wall_following
2026-07-09 11:59:30.664,pillar_wall_good,pill_good_04,positive,0.1087,-0.004,-0.115,0.2395,3.045,0.495,2.883,2.3115,0.1,3.025,-3.976,wall_following
2026-07-09 11:59:30.764,pillar_wall_good,pill_good_04,positive,0.1076,-0.0056,-0.115,-0.0671,3.04,0.492,2.892,2.3131,0.1,3.037,-3.9795,wall_following
2026-07-09 11:59:30.864,pillar_wall_good,pill_good_04,positive,0.2237,-0.0054,-0.0671,0.5461,3.033,0.486,2.889,2.3148,0.1,3.035,-3.9829,wall_following
2026-07-09 11:59:30.964,pillar_wall_good,pill_good_04,positive,0.1182,-0.0057,-0.1533,0.9388,3.022,0.495,2.887,2.3167,0.1,3.034,-3.9861,wall_following
2026-07-09 11:59:31.064,pillar_wall_good,pill_good_04,positive,0.0096,-0.0061,0.0192,0.661,3.014,0.483,2.903,2.3187,0.1,3.035,-3.9893,wall_following
2026-07-09 11:59:31.164,pillar_wall_good,pill_good_04,positive,-0.0937,-0.0064,0.0383,-0.4598,3.0,0.491,2.894,2.3206,0.1,3.04,-3.9926,wall_following
2026-07-09 11:59:31.264,pillar_wall_good,pill_good_04,positive,2.6877,-0.0064,0.4982,-1.2837,2.989,0.485,2.899,2.3223,0.1,3.039,-3.9961,wall_following
2026-07-09 11:59:31.364,pillar_wall_good,pill_good_04,positive,-0.0032,-0.0058,0.115,0.4982,2.973,0.488,2.892,2.324,0.1,3.031,-3.9996,wall_following
2026-07-09 11:59:31.464,pillar_wall_good,pill_good_04,positive,0.017,-0.0058,-0.1724,0.297,2.964,0.491,2.896,2.3258,0.1,3.033,-4.003,wall_following
2026-07-09 11:59:31.564,pillar_wall_good,pill_good_04,positive,0.3601,-0.0042,0.0,1.0251,2.956,0.483,2.908,2.3276,0.1,3.034,-4.0063,wall_following
2026-07-09 11:59:31.664,pillar_wall_good,pill_good_04,positive,-0.1012,-0.0037,-0.1341,0.479,2.947,0.485,2.905,2.3297,0.1,3.034,-4.0094,wall_following
2026-07-09 11:59:31.764,pillar_wall_good,pill_good_04,positive,-0.2738,-0.0066,-0.1533,0.4694,2.939,0.474,2.901,2.3318,0.1,3.037,-4.0128,wall_following
2026-07-09 11:59:31.864,pillar_wall_good,pill_good_04,positive,-0.147,-0.0044,-0.1054,0.4311,2.93,0.482,2.89,2.3335,0.1,3.041,-4.0163,wall_following
2026-07-09 11:59:31.964,pillar_wall_good,pill_good_04,positive,-0.0874,-0.0068,-0.2108,0.0671,2.919,0.477,2.89,2.3352,0.1,3.039,-4.02,wall_following
2026-07-09 11:59:32.064,pillar_wall_good,pill_good_04,positive,0.1641,-0.0058,-0.0383,0.1054,2.914,0.498,2.898,2.3367,0.1,3.043,-4.0238,wall_following
2026-07-09 11:59:32.164,pillar_wall_good,pill_good_04,positive,0.2067,-0.0055,0.0862,0.0862,2.896,0.48,2.899,2.3384,0.1,3.038,-4.0274,wall_following
2026-07-09 11:59:32.264,pillar_wall_good,pill_good_04,positive,-0.0096,-0.0063,-0.2778,0.1341,2.88,0.482,2.907,2.3403,0.1,3.043,-4.031,wall_following
2026-07-09 11:59:32.364,pillar_wall_good,pill_good_04,positive,0.0788,-0.0039,0.1437,0.5844,2.89,0.486,2.898,2.342,0.1,3.046,-4.0347,wall_following
2026-07-09 11:59:32.464,pillar_wall_good,pill_good_04,positive,-0.0927,-0.0058,-0.0479,0.4024,2.867,0.48,2.905,2.3437,0.1,3.04,-4.0384,wall_following
2026-07-09 11:59:32.564,pillar_wall_good,pill_good_04,positive,0.1406,-0.0038,-0.1341,0.0383,2.853,0.485,2.909,2.3454,0.1,3.041,-4.0422,wall_following
2026-07-09 11:59:32.664,pillar_wall_good,pill_good_04,positive,2.6877,-0.0064,0.4982,-1.2837,2.844,0.493,2.909,2.3471,0.1,3.043,-4.046,wall_following
2026-07-09 11:59:32.764,pillar_wall_good,pill_good_04,positive,-0.2429,-0.0068,-0.1629,0.4407,2.829,0.478,2.913,2.3486,0.1,3.045,-4.05,wall_following
2026-07-09 11:59:32.864,pillar_wall_good,pill_good_04,positive,-0.0533,-0.0067,-0.0958,0.7472,2.827,0.487,2.907,2.3499,0.1,3.044,-4.0542,wall_following
2026-07-09 11:59:32.964,pillar_wall_good,pill_good_04,positive,0.0181,-0.0044,0.0766,-0.0096,2.817,0.479,2.902,2.3511,0.1,3.041,-4.0584,wall_following
2026-07-09 11:59:33.064,pillar_wall_good,pill_good_04,positive,2.6877,-0.0064,0.4982,-1.2837,2.817,0.48,2.88,2.3524,0.1,3.039,-4.0627,wall_following
2026-07-09 11:59:33.164,pillar_wall_good,pill_good_04,positive,-0.0224,-0.0065,-0.0766,0.8622,2.796,0.482,2.882,2.3537,0.1,3.043,-4.067,wall_following
2026-07-09 11:59:33.264,pillar_wall_good,pill_good_04,positive,0.0586,-0.006,-0.1245,-0.5748,2.797,0.486,2.876,2.3548,0.1,3.037,-4.0714,wall_following
2026-07-09 11:59:33.364,pillar_wall_good,pill_good_04,positive,2.6877,-0.0041,0.4982,-1.2837,2.801,0.491,2.865,2.356,0.1,3.028,-4.0757,wall_following
2026-07-09 11:59:33.464,pillar_wall_good,pill_good_04,positive,0.0714,-0.0037,-0.115,0.6227,2.799,0.489,2.868,2.3573,0.1,3.047,-4.08,wall_following
2026-07-09 11:59:33.564,pillar_wall_good,pill_good_04,positive,0.0458,-0.0037,-0.0479,0.479,2.809,0.482,2.881,2.3587,0.1,3.036,-4.0842,wall_following
2026-07-09 11:59:33.664,pillar_wall_good,pill_good_04,positive,-0.0682,-0.0061,-0.2299,0.4407,2.794,0.484,2.873,2.3601,0.1,3.042,-4.0885,wall_following
2026-07-09 11:59:33.764,pillar_wall_good,pill_good_04,positive,-0.0192,-0.0061,-0.1054,0.3449,2.795,0.479,2.858,2.3613,0.1,3.029,-4.0929,wall_following
2026-07-09 11:59:33.864,pillar_wall_good,pill_good_04,positive,-0.2695,-0.0077,-0.3545,-0.0671,2.825,0.486,2.858,2.3625,0.1,3.039,-4.0974,wall_following
2026-07-09 11:59:33.964,pillar_wall_good,pill_good_04,positive,0.0298,-0.0065,0.0575,0.479,2.922,0.485,2.865,2.3636,0.1,3.038,-4.102,wall_following
2026-07-09 11:59:34.064,pillar_wall_good,pill_good_04,positive,-0.0927,-0.0069,0.0,0.5173,2.966,0.482,2.85,2.3646,0.1,3.036,-4.1066,wall_following
2026-07-09 11:59:34.164,pillar_wall_good,pill_good_04,positive,-0.0298,-0.0067,-0.297,0.2108,3.012,0.486,2.854,2.3657,0.1,3.037,-4.1112,wall_following
2026-07-09 11:59:34.264,pillar_wall_good,pill_good_04,positive,0.0905,-0.0059,-0.0287,0.0575,3.041,0.481,2.845,2.3668,0.1,3.028,-4.1158,wall_following
2026-07-09 11:59:34.364,pillar_wall_good,pill_good_04,positive,0.1896,-0.0038,0.3545,0.7185,3.05,0.485,2.835,2.368,0.1,3.033,-4.1202,wall_following
2026-07-09 11:59:34.464,pillar_wall_good,pill_good_04,positive,0.0309,-0.0057,0.1629,0.6898,3.024,0.497,2.848,2.3693,0.1,3.03,-4.1246,wall_following
2026-07-09 11:59:34.564,pillar_wall_good,pill_good_04,positive,-0.1278,-0.0042,-0.0192,0.4694,3.023,0.484,2.844,2.3706,0.1,3.037,-4.1291,wall_following
2026-07-09 11:59:34.664,pillar_wall_good,pill_good_04,positive,-0.0245,-0.004,-0.0479,0.7472,3.063,0.484,2.831,2.3718,0.1,3.029,-4.1337,wall_following
2026-07-09 11:59:34.764,pillar_wall_good,pill_good_04,positive,-0.0011,-0.0047,-0.1629,0.4024,3.093,0.488,2.841,2.3728,0.1,3.032,-4.1385,wall_following
2026-07-09 11:59:34.864,pillar_wall_good,pill_good_04,positive,2.6877,-0.0031,0.4982,-1.2837,3.134,0.492,2.828,2.3739,0.1,3.025,-4.1432,wall_following
2026-07-09 11:59:34.964,pillar_wall_good,pill_good_04,positive,0.0138,-0.0069,0.0383,-0.2203,3.147,0.485,2.837,2.3749,0.1,3.033,-4.1481,wall_following
2026-07-09 11:59:35.064,pillar_wall_good,pill_good_04,positive,-0.0692,-0.0041,-0.4119,-0.1054,3.44,0.485,2.81,2.376,0.1,3.025,-4.1527,wall_following
2026-07-09 11:59:35.164,pillar_wall_good,pill_good_04,positive,0.0043,-0.0062,-0.0287,-0.0958,3.984,0.494,2.818,2.3771,0.1,3.03,-4.1576,wall_following
2026-07-09 11:59:35.264,pillar_wall_good,pill_good_04,positive,-0.1896,-0.0051,-0.2299,0.0671,3.976,0.49,2.789,2.3781,0.1,3.03,-4.1625,wall_following
2026-07-09 11:59:35.364,pillar_wall_good,pill_good_04,positive,0.1406,-0.0061,-0.0958,0.3736,3.976,0.495,2.813,2.3791,0.1,3.033,-4.1674,wall_following
2026-07-09 11:59:35.464,pillar_wall_good,pill_good_04,positive,0.1065,-0.0054,-0.2203,0.6323,3.97,0.492,2.793,2.3801,0.1,3.026,-4.1723,wall_following
2026-07-09 11:59:35.564,pillar_wall_good,pill_good_04,positive,0.1119,-0.0051,-0.0862,0.4886,3.969,0.487,2.793,2.3811,0.1,3.031,-4.1771,wall_following
2026-07-09 11:59:35.664,pillar_wall_good,pill_good_04,positive,0.1364,-0.0046,-0.2203,0.9772,3.948,0.487,2.781,2.3823,0.1,3.027,-4.182,wall_following
2026-07-09 11:59:35.764,pillar_wall_good,pill_good_04,positive,-0.1704,-0.0042,-0.1245,-0.3928,3.941,0.487,2.779,2.3834,0.1,3.028,-4.1868,wall_following
2026-07-09 11:59:35.864,pillar_wall_good,pill_good_04,positive,-0.0597,-0.0039,0.2203,0.5748,3.942,0.486,2.77,2.3845,0.1,3.032,-4.1916,wall_following
2026-07-09 11:59:35.964,pillar_wall_good,pill_good_04,positive,-0.0671,-0.0044,-0.1533,0.0766,3.92,0.485,2.766,2.3855,0.1,3.02,-4.1967,wall_following
2026-07-09 11:59:36.064,pillar_wall_good,pill_good_04,positive,0.0447,-0.0037,-0.1629,0.6419,3.921,0.494,2.756,2.3866,0.1,3.018,-4.2017,wall_following
2026-07-09 11:59:36.164,pillar_wall_good,pill_good_04,positive,-0.0298,-0.0061,-0.0671,-0.0862,3.901,0.485,2.758,2.3876,0.1,3.026,-4.2067,wall_following
2026-07-09 11:59:36.264,pillar_wall_good,pill_good_04,positive,-0.033,-0.0059,-0.0862,0.0958,3.896,0.491,2.747,2.3887,0.1,3.03,-4.2117,wall_following
2026-07-09 11:59:36.364,pillar_wall_good,pill_good_04,positive,-0.0085,-0.0061,-0.0383,0.3449,3.877,0.49,2.754,2.3897,0.1,3.021,-4.2167,wall_following
2026-07-09 11:59:36.464,pillar_wall_good,pill_good_04,positive,2.6877,-0.0043,0.4982,-1.2837,3.873,0.49,2.748,2.3908,0.1,3.021,-4.2217,wall_following
2026-07-09 11:59:36.564,pillar_wall_good,pill_good_04,positive,-0.0128,-0.0057,0.297,-0.1437,3.86,0.493,2.749,2.392,0.1,3.018,-4.2266,wall_following
2026-07-09 11:59:36.664,pillar_wall_good,pill_good_04,positive,0.0277,-0.0034,-0.0479,0.843,3.851,0.496,2.747,2.3932,0.1,3.017,-4.2315,wall_following
2026-07-09 11:59:36.764,pillar_wall_good,pill_good_04,positive,-0.0288,-0.0065,-0.0192,0.6993,3.841,0.487,2.754,2.3943,0.1,3.019,-4.2366,wall_following
2026-07-09 11:59:36.864,pillar_wall_good,pill_good_04,positive,2.6877,-0.0062,0.4982,-1.2837,3.828,0.492,2.759,2.3952,0.1,3.019,-4.2418,wall_following
2026-07-09 11:59:36.964,pillar_wall_good,pill_good_04,positive,0.0597,-0.005,-0.0671,0.2395,3.83,0.486,2.739,2.3963,0.1,3.021,-4.2469,wall_following
2026-07-09 11:59:37.064,pillar_wall_good,pill_good_04,positive,2.6877,-0.0063,0.4982,-1.2837,3.815,0.488,2.744,2.3974,0.1,3.026,-4.2519,wall_following
2026-07-09 11:59:37.164,pillar_wall_good,pill_good_04,positive,2.6877,-0.0038,0.4982,-1.2837,3.807,0.49,2.752,2.3985,0.1,3.029,-4.2569,wall_following
2026-07-09 11:59:37.264,pillar_wall_good,pill_good_04,positive,-0.0447,-0.0064,-0.1437,0.2587,3.79,0.49,2.753,2.3996,0.1,3.018,-4.2622,wall_following
2026-07-09 11:59:37.364,pillar_wall_good,pill_good_04,positive,-0.0298,-0.0036,-0.2108,0.4215,3.78,0.486,2.745,2.4006,0.1,3.002,-4.2673,wall_following
2026-07-09 11:59:37.464,pillar_wall_good,pill_good_04,positive,0.0522,-0.0065,0.1054,-0.1629,3.765,0.488,2.744,2.4015,0.1,2.998,-4.2726,wall_following
2026-07-09 11:59:37.564,pillar_wall_good,pill_good_04,positive,-0.0383,-0.004,0.1724,0.364,3.753,0.49,2.75,2.4025,0.1,2.932,-4.2779,wall_following
2026-07-09 11:59:37.664,pillar_wall_good,pill_good_04,positive,-0.0234,-0.0041,0.115,0.5556,3.742,0.488,2.75,2.4033,0.1,2.822,-4.2833,wall_following
2026-07-09 11:59:37.764,pillar_wall_good,pill_good_04,positive,0.0288,-0.0054,0.0766,0.2108,3.73,0.478,2.755,2.4042,0.1,2.678,-4.2887,wall_following
2026-07-09 11:59:37.864,pillar_wall_good,pill_good_04,positive,-0.0309,-0.0065,-0.3736,0.5365,3.722,0.485,2.748,2.4051,0.1,2.574,-4.2941,wall_following
2026-07-09 11:59:37.964,pillar_wall_good,pill_good_04,positive,0.474,-0.0043,0.2587,0.5748,3.714,0.502,2.738,2.406,0.1,2.494,-4.2994,wall_following
2026-07-09 11:59:38.064,pillar_wall_good,pill_good_04,positive,-0.3164,-0.0046,-0.1724,0.1341,3.697,0.491,2.747,2.4069,0.1,2.332,-4.3047,wall_following
2026-07-09 11:59:38.164,pillar_wall_good,pill_good_04,positive,0.1481,-0.0034,0.182,0.4886,3.684,0.486,2.751,2.4079,0.1,2.214,-4.3101,wall_following
2026-07-09 11:59:38.264,pillar_wall_good,pill_good_04,positive,0.0831,-0.0036,-0.182,0.0192,3.692,0.487,2.765,2.4089,0.1,1.767,-4.3155,wall_following
2026-07-09 11:59:38.364,pillar_wall_good,pill_good_04,positive,-0.0064,-0.0034,0.0862,0.2587,3.679,0.491,2.749,2.4099,0.1,1.752,-4.3208,wall_following
2026-07-09 11:59:38.464,pillar_wall_good,pill_good_04,positive,-0.0352,-0.0052,-0.182,0.4694,3.656,0.482,2.761,2.4109,0.1,1.721,-4.3262,wall_following
2026-07-09 11:59:38.564,pillar_wall_good,pill_good_04,positive,0.0362,-0.0055,0.1533,0.1916,3.646,0.484,2.762,2.4119,0.1,1.726,-4.3316,wall_following
2026-07-09 11:59:38.664,pillar_wall_good,pill_good_04,positive,-0.0309,-0.0064,-0.1629,0.0096,3.635,0.488,2.765,2.4127,0.1,1.74,-4.3372,wall_following
2026-07-09 11:59:38.764,pillar_wall_good,pill_good_04,positive,0.0905,-0.0055,-0.1054,0.9293,3.643,0.479,2.756,2.4135,0.1,1.742,-4.3428,wall_following
2026-07-09 11:59:38.864,pillar_wall_good,pill_good_04,positive,2.6877,-0.0042,0.4982,-1.2837,3.623,0.5,2.78,2.4142,0.1,1.743,-4.3483,wall_following
2026-07-09 11:59:38.964,pillar_wall_good,pill_good_04,positive,0.0224,-0.0064,-0.2012,0.776,3.617,0.489,2.728,2.415,0.1,1.742,-4.354,wall_following
2026-07-09 11:59:39.064,pillar_wall_good,pill_good_04,positive,-0.0543,-0.0063,-0.2587,0.4886,3.615,0.478,2.747,2.4158,0.1,1.733,-4.3596,wall_following
2026-07-09 11:59:39.164,pillar_wall_good,pill_good_04,positive,-0.0373,-0.006,-0.2012,0.6419,3.598,0.486,2.758,2.4166,0.1,1.747,-4.3653,wall_following
2026-07-09 11:59:39.264,pillar_wall_good,pill_good_04,positive,-0.1097,-0.0072,-0.3161,0.1533,3.59,0.485,2.746,2.4173,0.1,1.74,-4.371,wall_following
2026-07-09 11:59:39.364,pillar_wall_good,pill_good_04,positive,-0.1001,-0.0041,-0.1245,0.4503,3.595,0.484,2.755,2.4179,0.1,1.751,-4.3768,wall_following
2026-07-09 11:59:39.464,pillar_wall_good,pill_good_04,positive,0.0149,-0.0035,-0.297,0.3161,3.574,0.486,2.758,2.4185,0.1,1.76,-4.3826,wall_following
2026-07-09 11:59:39.564,pillar_wall_good,pill_good_04,positive,0.0682,-0.005,0.2587,0.2778,3.577,0.487,2.751,2.4192,0.1,1.763,-4.3885,wall_following
2026-07-09 11:59:39.664,pillar_wall_good,pill_good_04,positive,0.0874,-0.0054,-0.1437,0.1054,3.541,0.488,2.751,2.4198,0.1,1.766,-4.3944,wall_following
2026-07-09 11:59:39.764,pillar_wall_good,pill_good_04,positive,0.3292,-0.0048,-0.0287,0.0575,3.541,0.486,2.751,2.4206,0.1,1.758,-4.4,wall_following
2026-07-09 11:59:39.864,pillar_wall_good,pill_good_04,positive,-0.1939,-0.0035,-0.0766,0.3928,3.532,0.487,2.736,2.4215,0.1,1.764,-4.4056,wall_following
2026-07-09 11:59:39.964,pillar_wall_good,pill_good_04,positive,2.6877,-0.0042,0.4982,-1.2837,3.524,0.492,2.72,2.4223,0.1,1.756,-4.4114,wall_following
2026-07-09 11:59:40.064,pillar_wall_good,pill_good_04,positive,0.0011,-0.006,-0.3257,0.8622,3.512,0.488,2.719,2.4229,0.1,1.76,-4.4173,wall_following
2026-07-09 11:59:40.164,pillar_wall_good,pill_good_04,positive,-0.0895,-0.0058,-0.1916,0.5556,3.514,0.486,2.719,2.4234,0.1,1.758,-4.4233,wall_following
