timestamp,scenario,run_id,example_type,imu_angular_z,imu_accel_x,imu_accel_y,odom_angular_z,lidar_left,lidar_right,lidar_front,distance_travelled,cmd_linear_x,lidar_front_right,pos_x,action_label
2026-07-09 11:57:45.463,pillar_wall_good,pill_good_03,positive,0.0415,-0.1245,-0.1724,-0.0046,0.494,2.477,6.686,2.6742,0.1,2.597,-3.7356,wall_following
2026-07-09 11:57:45.563,pillar_wall_good,pill_good_03,positive,0.1332,0.1054,0.6035,-0.0044,0.499,2.22,6.657,2.6753,0.1,2.602,-3.7399,wall_following
2026-07-09 11:57:45.663,pillar_wall_good,pill_good_03,positive,0.1268,-0.1341,0.3928,-0.0028,0.5,1.752,6.652,2.6765,0.1,2.599,-3.7443,wall_following
2026-07-09 11:57:45.764,pillar_wall_good,pill_good_03,positive,0.0064,0.4215,0.6898,-0.0048,0.492,1.741,6.655,2.6777,0.1,2.609,-3.7486,wall_following
2026-07-09 11:57:45.864,pillar_wall_good,pill_good_03,positive,0.0234,-0.297,0.3257,-0.0052,0.493,1.702,6.66,2.6789,0.1,2.594,-3.7529,wall_following
2026-07-09 11:57:45.964,pillar_wall_good,pill_good_03,positive,-0.0064,-0.2682,0.6514,-0.005,0.496,1.703,6.648,2.6801,0.1,2.605,-3.7571,wall_following
2026-07-09 11:57:46.064,pillar_wall_good,pill_good_03,positive,-0.0426,-0.1054,0.5461,-0.0054,0.488,1.722,6.616,2.6812,0.1,2.606,-3.7612,wall_following
2026-07-09 11:57:46.164,pillar_wall_good,pill_good_03,positive,0.0117,-0.1437,0.1724,-0.0063,0.499,1.721,6.603,2.6822,0.1,2.579,-3.7657,wall_following
2026-07-09 11:57:46.264,pillar_wall_good,pill_good_03,positive,0.0075,-0.1245,0.3066,-0.0059,0.497,1.729,4.972,2.6831,0.1,2.581,-3.7703,wall_following
2026-07-09 11:57:46.364,pillar_wall_good,pill_good_03,positive,0.0554,-0.0958,0.1724,-0.0034,0.5,1.712,5.072,2.6841,0.1,2.588,-3.7744,wall_following
2026-07-09 11:57:46.464,pillar_wall_good,pill_good_03,positive,-0.0192,-0.1054,-0.2012,-0.0057,0.492,1.711,5.027,2.6853,0.1,2.58,-3.7791,wall_following
2026-07-09 11:57:46.563,pillar_wall_good,pill_good_03,positive,0.1609,-0.0479,0.1629,-0.0047,0.497,1.717,5.054,2.6865,0.1,2.583,-3.7834,wall_following
2026-07-09 11:57:46.663,pillar_wall_good,pill_good_03,positive,-0.0202,0.1245,0.5077,-0.0045,0.494,1.727,5.031,2.6879,0.1,2.596,-3.788,wall_following
2026-07-09 11:57:46.763,pillar_wall_good,pill_good_03,positive,-0.1385,-0.2108,0.6993,-0.0036,0.49,1.754,5.027,2.6891,0.1,2.596,-3.7923,wall_following
2026-07-09 11:57:46.864,pillar_wall_good,pill_good_03,positive,-0.0991,-0.0958,0.1629,-0.0052,0.49,1.748,6.572,2.6902,0.1,2.591,-3.7968,wall_following
2026-07-09 11:57:46.964,pillar_wall_good,pill_good_03,positive,0.0266,-0.2108,0.3257,-0.0053,0.493,1.744,6.502,2.6912,0.1,2.592,-3.8012,wall_following
2026-07-09 11:57:47.064,pillar_wall_good,pill_good_03,positive,-0.0394,-0.1054,0.9293,-0.0049,0.487,1.736,6.528,2.6922,0.1,2.585,-3.8058,wall_following
2026-07-09 11:57:47.164,pillar_wall_good,pill_good_03,positive,-0.1193,-0.0958,0.182,-0.0036,0.486,1.743,6.487,2.6931,0.1,2.593,-3.8106,wall_following
2026-07-09 11:57:47.264,pillar_wall_good,pill_good_03,positive,0.0181,-0.1437,0.0766,-0.0034,0.499,1.75,6.511,2.6941,0.1,2.594,-3.8153,wall_following
2026-07-09 11:57:47.363,pillar_wall_good,pill_good_03,positive,-0.0629,-0.297,-0.0479,-0.005,0.493,1.741,65.533,2.6949,0.1,2.599,-3.8199,wall_following
2026-07-09 11:57:47.464,pillar_wall_good,pill_good_03,positive,-0.0479,-0.3161,0.661,-0.0055,0.494,1.749,65.533,2.6956,0.1,2.579,-3.8248,wall_following
2026-07-09 11:57:47.563,pillar_wall_good,pill_good_03,positive,0.0266,-0.3353,0.2587,-0.0038,0.495,1.734,5.166,2.6963,0.1,2.588,-3.8296,wall_following
2026-07-09 11:57:47.664,pillar_wall_good,pill_good_03,positive,-0.0437,-0.115,0.0,-0.0044,0.498,1.741,6.449,2.6972,0.1,2.615,-3.8347,wall_following
2026-07-09 11:57:47.764,pillar_wall_good,pill_good_03,positive,0.0831,-0.1533,-0.4024,-0.0042,0.501,1.746,6.435,2.6979,0.1,2.63,-3.8396,wall_following
2026-07-09 11:57:47.864,pillar_wall_good,pill_good_03,positive,0.1779,0.0383,0.7377,-0.0041,0.501,1.739,65.533,2.6987,0.1,2.596,-3.8446,wall_following
2026-07-09 11:57:47.964,pillar_wall_good,pill_good_03,positive,0.081,-0.2682,0.6514,-0.0063,0.501,1.744,65.533,2.6994,0.1,2.614,-3.8493,wall_following
2026-07-09 11:57:48.064,pillar_wall_good,pill_good_03,positive,-0.0746,-0.0671,0.5077,-0.0053,0.493,1.744,65.533,2.7003,0.1,2.605,-3.8541,wall_following
2026-07-09 11:57:48.163,pillar_wall_good,pill_good_03,positive,-0.0415,-0.2587,0.5173,-0.0058,0.504,1.753,6.248,2.7012,0.1,2.585,-3.8592,wall_following
2026-07-09 11:57:48.263,pillar_wall_good,pill_good_03,positive,-0.0522,-0.2682,0.5844,-0.004,0.497,1.753,5.98,2.7019,0.1,2.575,-3.8639,wall_following
2026-07-09 11:57:48.364,pillar_wall_good,pill_good_03,positive,-0.0277,-0.2108,0.364,-0.0054,0.49,1.754,6.022,2.7028,0.1,2.574,-3.869,wall_following
2026-07-09 11:57:48.464,pillar_wall_good,pill_good_03,positive,-0.0277,-0.2587,0.3066,-0.0036,0.502,1.757,6.213,2.7034,0.1,2.58,-3.8737,wall_following
2026-07-09 11:57:48.563,pillar_wall_good,pill_good_03,positive,-0.0522,-0.2203,0.4407,-0.005,0.505,1.745,6.245,2.7043,0.1,2.566,-3.8793,wall_following
2026-07-09 11:57:48.663,pillar_wall_good,pill_good_03,positive,-0.0383,-0.0096,0.0479,-0.0034,0.496,1.75,6.246,2.7049,0.1,2.565,-3.8844,wall_following
2026-07-09 11:57:48.763,pillar_wall_good,pill_good_03,positive,0.016,-0.1533,0.1629,-0.0057,0.504,1.75,6.241,2.7056,0.1,2.555,-3.8893,wall_following
2026-07-09 11:57:48.864,pillar_wall_good,pill_good_03,positive,0.0341,-0.2299,0.7568,-0.0035,0.498,1.759,6.027,2.7063,0.1,2.559,-3.8944,wall_following
2026-07-09 11:57:48.964,pillar_wall_good,pill_good_03,positive,0.0927,-0.1054,0.7377,-0.0043,0.492,1.754,6.151,2.7071,0.1,2.541,-3.8996,wall_following
2026-07-09 11:57:49.064,pillar_wall_good,pill_good_03,positive,0.0884,-0.0192,0.8335,-0.005,0.505,1.755,6.197,2.7078,0.1,2.548,-3.9048,wall_following
2026-07-09 11:57:49.164,pillar_wall_good,pill_good_03,positive,-0.0117,-0.2682,0.4886,-0.0051,0.499,1.75,6.227,2.7086,0.1,2.551,-3.9097,wall_following
2026-07-09 11:57:49.263,pillar_wall_good,pill_good_03,positive,-0.0565,-0.182,0.3928,-0.0035,0.499,1.756,6.332,2.7093,0.1,2.549,-3.9147,wall_following
2026-07-09 11:57:49.364,pillar_wall_good,pill_good_03,positive,0.017,-0.2778,0.1916,-0.0031,0.497,1.755,6.436,2.71,0.1,2.547,-3.9199,wall_following
2026-07-09 11:57:49.464,pillar_wall_good,pill_good_03,positive,-0.0415,-0.3257,0.5077,-0.0033,0.492,1.749,6.494,2.7107,0.1,2.554,-3.9251,wall_following
2026-07-09 11:57:49.564,pillar_wall_good,pill_good_03,positive,0.0479,-0.3257,0.3928,-0.0036,0.496,1.753,6.562,2.7114,0.1,2.543,-3.9304,wall_following
2026-07-09 11:57:49.664,pillar_wall_good,pill_good_03,positive,0.0234,-0.2778,0.5556,-0.0034,0.501,1.748,6.635,2.7121,0.1,2.547,-3.9356,wall_following
2026-07-09 11:57:49.764,pillar_wall_good,pill_good_03,positive,-0.0469,-0.3449,-0.0479,-0.0038,0.5,1.753,6.636,2.7129,0.1,2.548,-3.9412,wall_following
2026-07-09 11:57:49.863,pillar_wall_good,pill_good_03,positive,-0.0202,-0.2395,-0.1245,-0.0041,0.496,1.754,6.662,2.7135,0.1,2.548,-3.9462,wall_following
2026-07-09 11:57:49.963,pillar_wall_good,pill_good_03,positive,0.016,0.1245,-0.0287,-0.0042,0.5,1.749,6.654,2.7141,0.1,2.55,-3.9518,wall_following
2026-07-09 11:57:50.064,pillar_wall_good,pill_good_03,positive,0.0692,-0.1437,0.5652,-0.0049,0.499,1.74,6.622,2.7148,0.1,2.549,-3.9569,wall_following
2026-07-09 11:57:50.164,pillar_wall_good,pill_good_03,positive,-0.0181,-0.0958,0.7856,-0.0034,0.486,1.76,6.584,2.7155,0.1,2.548,-3.9621,wall_following
2026-07-09 11:57:50.264,pillar_wall_good,pill_good_03,positive,-0.0767,-0.0671,0.4982,-0.0054,0.497,1.753,6.549,2.7161,0.1,2.55,-3.9675,wall_following
2026-07-09 11:57:50.364,pillar_wall_good,pill_good_03,positive,-0.032,0.0766,0.4886,-0.0038,0.492,1.74,6.511,2.7166,0.1,2.548,-3.9729,wall_following
2026-07-09 11:57:50.463,pillar_wall_good,pill_good_03,positive,0.0959,-0.182,0.4982,-0.005,0.494,1.763,6.51,2.7172,0.1,2.555,-3.9784,wall_following
2026-07-09 11:57:50.563,pillar_wall_good,pill_good_03,positive,0.065,-0.1245,0.2395,-0.0055,0.484,1.757,6.414,2.7178,0.1,2.552,-3.9838,wall_following
2026-07-09 11:57:50.664,pillar_wall_good,pill_good_03,positive,-0.0362,-0.1533,0.1245,-0.0058,0.497,1.734,6.375,2.7183,0.1,2.555,-3.9893,wall_following
2026-07-09 11:57:50.763,pillar_wall_good,pill_good_03,positive,0.0533,-0.115,-0.0479,-0.0052,0.493,1.752,6.288,2.719,0.1,2.546,-3.9951,wall_following
2026-07-09 11:57:50.864,pillar_wall_good,pill_good_03,positive,-0.1395,-0.182,-0.0575,-0.0044,0.494,1.747,6.309,2.7193,0.1,2.551,-4.0005,wall_following
2026-07-09 11:57:50.964,pillar_wall_good,pill_good_03,positive,-0.0224,0.0958,0.0192,-0.0058,0.496,1.765,6.405,2.7196,0.1,2.55,-4.0065,wall_following
2026-07-09 11:57:51.064,pillar_wall_good,pill_good_03,positive,0.0277,-0.0958,-0.2778,-0.0035,0.49,1.752,6.405,2.7199,0.1,2.545,-4.0121,wall_following
2026-07-09 11:57:51.164,pillar_wall_good,pill_good_03,positive,0.1033,0.1437,0.3353,-0.0051,0.491,1.752,6.391,2.7202,0.1,2.557,-4.0175,wall_following
2026-07-09 11:57:51.264,pillar_wall_good,pill_good_03,positive,-0.0309,-0.1341,0.7951,-0.0047,0.498,1.761,6.403,2.7207,0.1,2.549,-4.0232,wall_following
2026-07-09 11:57:51.363,pillar_wall_good,pill_good_03,positive,-0.0948,-0.2587,0.4886,-0.0058,0.488,1.751,6.404,2.721,0.1,2.551,-4.0292,wall_following
2026-07-09 11:57:51.464,pillar_wall_good,pill_good_03,positive,0.0373,-0.115,-0.3736,-0.004,0.498,1.747,6.462,2.7212,0.1,2.558,-4.0346,wall_following
2026-07-09 11:57:51.563,pillar_wall_good,pill_good_03,positive,0.0373,0.0671,0.2874,-0.0052,0.492,1.744,6.429,2.7212,0.1,2.542,-4.0407,wall_following
2026-07-09 11:57:51.663,pillar_wall_good,pill_good_03,positive,-0.0107,-0.0671,0.594,-0.0037,0.492,1.753,6.414,2.7213,0.1,2.54,-4.0466,wall_following
2026-07-09 11:57:51.763,pillar_wall_good,pill_good_03,positive,0.0884,-0.0192,0.0287,-0.0055,0.493,1.74,6.388,2.7213,0.1,2.543,-4.0525,wall_following
2026-07-09 11:57:51.863,pillar_wall_good,pill_good_03,positive,0.1875,-0.0958,0.4503,-0.003,0.497,1.747,6.292,2.7213,0.1,2.544,-4.0585,wall_following
2026-07-09 11:57:51.964,pillar_wall_good,pill_good_03,positive,-0.049,-0.1437,0.4886,-0.0047,0.506,1.744,6.228,2.7216,0.1,2.543,-4.0645,wall_following
2026-07-09 11:57:52.063,pillar_wall_good,pill_good_03,positive,-0.1044,-0.2491,0.182,-0.0052,0.507,1.75,6.178,2.7219,0.1,2.556,-4.0702,wall_following
2026-07-09 11:57:52.163,pillar_wall_good,pill_good_03,positive,0.1385,0.2874,0.0575,-0.0041,0.497,1.746,6.123,2.7222,0.1,2.571,-4.0763,wall_following
2026-07-09 11:57:52.263,pillar_wall_good,pill_good_03,positive,0.0778,0.2682,0.0479,-0.0033,0.502,1.756,6.067,2.7225,0.1,2.612,-4.0822,wall_following
2026-07-09 11:57:52.364,pillar_wall_good,pill_good_03,positive,0.0085,0.0192,0.4982,-0.0032,0.493,1.759,6.013,2.7229,0.1,2.61,-4.088,wall_following
2026-07-09 11:57:52.463,pillar_wall_good,pill_good_03,positive,-0.0352,-0.115,0.9101,-0.0045,0.504,1.746,5.949,2.7231,0.1,2.599,-4.0937,wall_following
2026-07-09 11:57:52.563,pillar_wall_good,pill_good_03,positive,-0.0778,-0.1437,0.4598,-0.0035,0.486,1.752,5.929,2.7234,0.1,2.601,-4.0995,wall_following
2026-07-09 11:57:52.663,pillar_wall_good,pill_good_03,positive,-0.0586,-0.0862,0.0958,-0.004,0.483,1.765,5.885,2.7236,0.1,2.601,-4.1055,wall_following
2026-07-09 11:57:52.764,pillar_wall_good,pill_good_03,positive,-0.0181,0.0383,0.6035,-0.0041,0.5,1.755,5.827,2.7237,0.1,2.611,-4.1116,wall_following
2026-07-09 11:57:52.864,pillar_wall_good,pill_good_03,positive,-0.0884,-0.1245,0.1533,-0.0042,0.493,1.77,5.78,2.7237,0.1,2.593,-4.118,wall_following
2026-07-09 11:57:52.963,pillar_wall_good,pill_good_03,positive,0.0234,0.0862,0.2682,-0.003,0.498,1.761,5.729,2.7238,0.1,2.601,-4.1238,wall_following
2026-07-09 11:57:53.063,pillar_wall_good,pill_good_03,positive,-0.1044,-0.1054,-0.1341,-0.0051,0.488,1.768,5.776,2.7238,0.1,2.596,-4.1301,wall_following
2026-07-09 11:57:53.164,pillar_wall_good,pill_good_03,positive,0.0032,-0.1341,0.6227,-0.0025,0.502,1.762,5.842,2.7238,0.1,2.585,-4.1362,wall_following
2026-07-09 11:57:53.263,pillar_wall_good,pill_good_03,positive,0.082,-0.1629,0.4694,-0.0034,0.493,1.76,5.677,2.7239,0.1,2.592,-4.1422,wall_following
2026-07-09 11:57:53.363,pillar_wall_good,pill_good_03,positive,0.0373,-0.0479,0.7281,-0.0033,0.489,1.76,5.754,2.724,0.1,2.597,-4.1483,wall_following
2026-07-09 11:57:53.464,pillar_wall_good,pill_good_03,positive,0.1395,-0.2108,0.4407,-0.0054,0.492,1.759,65.533,2.7241,0.1,2.597,-4.1546,wall_following
2026-07-09 11:57:53.564,pillar_wall_good,pill_good_03,positive,-0.0075,0.1629,0.4694,-0.0048,0.494,1.764,5.641,2.7243,0.1,2.594,-4.161,wall_following
2026-07-09 11:57:53.663,pillar_wall_good,pill_good_03,positive,-0.1566,0.115,0.2012,-0.0053,0.492,1.766,5.708,2.7243,0.1,2.587,-4.1671,wall_following
2026-07-09 11:57:53.763,pillar_wall_good,pill_good_03,positive,0.0586,0.0096,0.3161,-0.0034,0.488,1.758,5.67,2.7244,0.1,2.58,-4.1729,wall_following
2026-07-09 11:57:53.864,pillar_wall_good,pill_good_03,positive,2.6877,0.4982,-1.2837,-0.0048,0.502,1.759,5.65,2.7246,0.1,2.579,-4.1778,wall_following
2026-07-09 11:57:53.963,pillar_wall_good,pill_good_03,positive,0.0405,-0.1724,0.3066,-0.0046,0.501,1.771,5.597,2.7248,0.1,2.58,-4.1851,wall_following
2026-07-09 11:57:54.063,pillar_wall_good,pill_good_03,positive,-0.0852,-0.1629,0.7089,-0.0032,0.494,1.757,5.599,2.725,0.1,2.584,-4.1913,wall_following
2026-07-09 11:57:54.163,pillar_wall_good,pill_good_03,positive,-0.1161,0.0383,0.0575,-0.0051,0.488,1.774,5.559,2.725,0.1,2.583,-4.1977,wall_following
2026-07-09 11:57:54.263,pillar_wall_good,pill_good_03,positive,-0.1076,0.0671,0.5652,-0.0044,0.488,1.768,5.601,2.7251,0.1,2.575,-4.2038,wall_following
2026-07-09 11:57:54.364,pillar_wall_good,pill_good_03,positive,-0.049,0.1437,-0.2108,-0.0051,0.502,1.763,5.567,2.725,0.1,2.585,-4.2104,wall_following
2026-07-09 11:57:54.464,pillar_wall_good,pill_good_03,positive,-0.0767,-0.0383,0.1245,-0.0036,0.499,1.756,5.617,2.7249,0.1,2.564,-4.2165,wall_following
2026-07-09 11:57:54.563,pillar_wall_good,pill_good_03,positive,-0.0511,-0.3449,0.3832,-0.0038,0.499,1.768,65.533,2.7249,0.1,2.548,-4.2229,wall_following
2026-07-09 11:57:54.663,pillar_wall_good,pill_good_03,positive,-0.0107,0.1629,0.3928,-0.0057,0.501,1.763,65.533,2.7247,0.1,2.548,-4.2297,wall_following
2026-07-09 11:57:54.763,pillar_wall_good,pill_good_03,positive,0.0927,-0.0671,0.2299,-0.0048,0.501,1.775,5.759,2.7245,0.1,2.55,-4.2357,wall_following
2026-07-09 11:57:54.864,pillar_wall_good,pill_good_03,positive,0.0256,0.115,0.5461,-0.0036,0.494,1.764,5.773,2.7244,0.1,2.54,-4.2421,wall_following
2026-07-09 11:57:54.963,pillar_wall_good,pill_good_03,positive,0.081,0.2587,0.4886,-0.0046,0.485,1.763,5.796,2.7243,0.1,2.54,-4.249,wall_following
2026-07-09 11:57:55.063,pillar_wall_good,pill_good_03,positive,0.016,0.0862,0.4311,-0.0028,0.492,1.756,5.75,2.7242,0.1,2.53,-4.2546,wall_following
2026-07-09 11:57:55.164,pillar_wall_good,pill_good_03,positive,0.032,0.0,0.2778,-0.0052,0.496,1.764,65.533,2.724,0.1,2.526,-4.2614,wall_following
2026-07-09 11:57:55.264,pillar_wall_good,pill_good_03,positive,-0.049,-0.0766,0.1724,-0.0058,0.5,1.763,65.533,2.7239,0.1,2.519,-4.2683,wall_following
2026-07-09 11:57:55.364,pillar_wall_good,pill_good_03,positive,0.0629,0.2874,0.6706,-0.0036,0.499,1.768,65.533,2.7236,0.1,2.511,-4.2748,wall_following
2026-07-09 11:57:55.463,pillar_wall_good,pill_good_03,positive,0.0362,0.0862,0.4024,-0.0044,0.5,1.762,65.533,2.7235,0.1,2.513,-4.2813,wall_following
2026-07-09 11:57:55.564,pillar_wall_good,pill_good_03,positive,0.0075,-0.0287,0.2587,-0.0041,0.493,1.761,65.533,2.7235,0.1,2.521,-4.2874,wall_following
2026-07-09 11:57:55.664,pillar_wall_good,pill_good_03,positive,-0.0831,-0.1341,-0.1533,-0.0051,0.498,1.769,5.885,2.7235,0.1,2.509,-4.2938,wall_following
2026-07-09 11:57:55.764,pillar_wall_good,pill_good_03,positive,-0.0586,-0.1245,0.2108,-0.0042,0.493,1.765,5.922,2.7234,0.1,2.515,-4.3002,wall_following
2026-07-09 11:57:55.863,pillar_wall_good,pill_good_03,positive,-0.0842,0.0096,0.0766,-0.0039,0.494,1.76,5.852,2.7233,0.1,2.519,-4.3067,wall_following
2026-07-09 11:57:55.964,pillar_wall_good,pill_good_03,positive,0.0543,-0.0479,0.4407,-0.0047,0.491,1.759,5.862,2.723,0.1,2.498,-4.3133,wall_following
2026-07-09 11:57:56.064,pillar_wall_good,pill_good_03,positive,0.0053,-0.1916,0.3161,-0.0035,0.5,1.778,5.917,2.7228,0.1,2.5,-4.3199,wall_following
2026-07-09 11:57:56.163,pillar_wall_good,pill_good_03,positive,0.0309,-0.1245,0.0862,-0.0049,0.499,1.756,5.828,2.7226,0.1,2.489,-4.3264,wall_following
2026-07-09 11:57:56.263,pillar_wall_good,pill_good_03,positive,0.2344,0.0096,0.3066,-0.0045,0.506,1.766,5.896,2.7224,0.1,2.49,-4.3334,wall_following
2026-07-09 11:57:56.363,pillar_wall_good,pill_good_03,positive,0.049,0.1245,0.6227,-0.0039,0.493,1.756,5.949,2.7223,0.1,2.486,-4.3397,wall_following
2026-07-09 11:57:56.464,pillar_wall_good,pill_good_03,positive,0.0565,-0.1629,0.2395,-0.0029,0.5,1.754,6.012,2.7223,0.1,2.49,-4.3461,wall_following
2026-07-09 11:57:56.564,pillar_wall_good,pill_good_03,positive,-0.098,0.0862,0.2778,-0.0049,0.494,1.734,5.952,2.7224,0.1,2.477,-4.3526,wall_following
2026-07-09 11:57:56.664,pillar_wall_good,pill_good_03,positive,-0.2525,-0.1437,0.4311,-0.0051,0.495,1.724,5.942,2.7224,0.1,2.495,-4.3591,wall_following
2026-07-09 11:57:56.764,pillar_wall_good,pill_good_03,positive,-0.1182,-0.1245,-0.3066,-0.0059,0.491,1.713,6.071,2.7223,0.1,2.483,-4.3658,wall_following
2026-07-09 11:57:56.863,pillar_wall_good,pill_good_03,positive,0.082,-0.1341,1.1113,-0.0046,0.498,1.721,6.128,2.7222,0.1,2.477,-4.3727,wall_following
2026-07-09 11:57:56.964,pillar_wall_good,pill_good_03,positive,-0.0756,0.182,0.0671,-0.0047,0.497,1.716,6.104,2.7222,0.1,2.478,-4.3792,wall_following
2026-07-09 11:57:57.063,pillar_wall_good,pill_good_03,positive,-0.0373,-0.1437,0.2203,-0.0048,0.501,1.712,6.094,2.7223,0.1,2.482,-4.3857,wall_following
2026-07-09 11:57:57.164,pillar_wall_good,pill_good_03,positive,-0.0405,-0.3928,0.115,-0.0049,0.494,1.72,65.533,2.7222,0.1,2.479,-4.392,wall_following
2026-07-09 11:57:57.264,pillar_wall_good,pill_good_03,positive,0.1385,0.0,0.5173,-0.0052,0.501,1.726,65.533,2.722,0.1,2.48,-4.3986,wall_following
2026-07-09 11:57:57.364,pillar_wall_good,pill_good_03,positive,0.032,0.1054,0.8718,-0.003,0.498,1.739,65.533,2.7219,0.1,2.482,-4.4052,wall_following
2026-07-09 11:57:57.463,pillar_wall_good,pill_good_03,positive,0.0575,-0.0383,0.5652,-0.0047,0.494,1.749,65.533,2.7219,0.1,2.501,-4.412,wall_following
2026-07-09 11:57:57.563,pillar_wall_good,pill_good_03,positive,-0.0405,0.115,0.3161,-0.0045,0.5,1.749,65.533,2.7218,0.1,2.487,-4.419,wall_following
2026-07-09 11:57:57.663,pillar_wall_good,pill_good_03,positive,-0.114,0.0383,0.8814,-0.0052,0.508,1.756,65.533,2.7217,0.1,2.496,-4.4253,wall_following
2026-07-09 11:57:57.764,pillar_wall_good,pill_good_03,positive,0.0863,-0.1245,-0.0671,-0.0051,0.501,1.753,65.533,2.7216,0.1,2.49,-4.432,wall_following
2026-07-09 11:57:57.863,pillar_wall_good,pill_good_03,positive,-0.0128,-0.0671,0.5173,-0.0038,0.495,1.757,65.533,2.7216,0.1,2.497,-4.4386,wall_following
2026-07-09 11:57:57.963,pillar_wall_good,pill_good_03,positive,0.0053,0.0479,-0.2778,-0.003,0.497,1.76,65.533,2.7215,0.1,2.501,-4.4453,wall_following
2026-07-09 11:57:58.063,pillar_wall_good,pill_good_03,positive,-0.0096,-0.1724,0.4598,-0.0025,0.501,1.753,65.533,2.7215,0.1,2.484,-4.4519,wall_following
2026-07-09 11:57:58.163,pillar_wall_good,pill_good_03,positive,0.0064,-0.1437,0.5077,-0.0031,0.502,1.758,65.533,2.7215,0.1,2.515,-4.459,wall_following
2026-07-09 11:57:58.264,pillar_wall_good,pill_good_03,positive,0.049,-0.0479,0.843,-0.0031,0.502,1.753,65.533,2.7214,0.1,2.508,-4.4654,wall_following
2026-07-09 11:57:58.364,pillar_wall_good,pill_good_03,positive,-0.0117,0.0383,0.0671,-0.0049,0.5,1.76,65.533,2.7213,0.1,2.506,-4.4724,wall_following
2026-07-09 11:57:58.463,pillar_wall_good,pill_good_03,positive,-0.0021,0.1533,0.8047,-0.0052,0.498,1.762,65.533,2.7212,0.1,2.509,-4.4789,wall_following
2026-07-09 11:57:58.563,pillar_wall_good,pill_good_03,positive,-0.0884,0.0575,0.3736,-0.0037,0.501,1.75,65.533,2.721,0.1,2.503,-4.4857,wall_following
2026-07-09 11:57:58.664,pillar_wall_good,pill_good_03,positive,0.0234,0.1724,0.4886,-0.0053,0.503,1.75,65.533,2.7206,0.1,2.496,-4.4923,wall_following
2026-07-09 11:57:58.764,pillar_wall_good,pill_good_03,positive,0.0682,0.1054,0.5269,-0.005,0.502,1.754,65.533,2.7202,0.1,2.504,-4.4989,wall_following
2026-07-09 11:57:58.864,pillar_wall_good,pill_good_03,positive,0.0352,0.0766,0.2874,-0.0031,0.496,1.749,65.533,2.7199,0.1,2.506,-4.5064,wall_following
2026-07-09 11:57:58.963,pillar_wall_good,pill_good_03,positive,0.0469,-0.1437,0.2203,-0.0038,0.494,1.754,65.533,2.7195,0.1,2.5,-4.5132,wall_following
2026-07-09 11:57:59.063,pillar_wall_good,pill_good_03,positive,0.0309,-0.0479,0.4119,-0.0048,0.502,1.755,65.533,2.7192,0.1,2.497,-4.5202,wall_following
2026-07-09 11:57:59.163,pillar_wall_good,pill_good_03,positive,0.032,-0.182,0.0862,-0.0048,0.501,1.757,65.533,2.7189,0.1,2.507,-4.5271,wall_following
2026-07-09 11:57:59.263,pillar_wall_good,pill_good_03,positive,-0.0213,-0.1245,0.5844,-0.0031,0.503,1.757,65.533,2.7188,0.1,2.514,-4.5338,wall_following
2026-07-09 11:57:59.363,pillar_wall_good,pill_good_03,positive,0.0266,0.0766,0.1916,-0.0047,0.493,1.756,65.533,2.7185,0.1,2.512,-4.5409,wall_following
2026-07-09 11:57:59.463,pillar_wall_good,pill_good_03,positive,0.115,0.1629,0.4598,-0.0048,0.504,1.755,65.533,2.7183,0.1,2.512,-4.5477,wall_following
2026-07-09 11:57:59.563,pillar_wall_good,pill_good_03,positive,-0.0032,0.1533,0.7377,-0.0048,0.498,1.756,65.533,2.7181,0.1,2.522,-4.5546,wall_following
2026-07-09 11:57:59.664,pillar_wall_good,pill_good_03,positive,-0.1161,-0.1054,0.8718,-0.0053,0.499,1.762,65.533,2.7179,0.1,2.504,-4.5615,wall_following
2026-07-09 11:57:59.763,pillar_wall_good,pill_good_03,positive,-0.065,-0.1629,-0.0096,-0.0034,0.511,1.766,65.533,2.7177,0.1,2.517,-4.5683,wall_following
2026-07-09 11:57:59.864,pillar_wall_good,pill_good_03,positive,0.0288,0.2778,1.5328,-0.005,0.492,1.76,65.533,2.7174,0.1,2.512,-4.5756,wall_following
2026-07-09 11:57:59.963,pillar_wall_good,pill_good_03,positive,-0.1257,-0.115,0.0,-0.0054,0.496,1.768,65.533,2.717,0.1,2.516,-4.5823,wall_following
2026-07-09 11:58:00.063,pillar_wall_good,pill_good_03,positive,0.0032,-0.0862,0.1245,-0.0033,0.511,1.756,65.533,2.7165,0.1,2.516,-4.5896,wall_following
2026-07-09 11:58:00.163,pillar_wall_good,pill_good_03,positive,0.0,-0.115,0.5077,-0.0033,0.498,1.763,65.533,2.716,0.1,2.514,-4.5963,wall_following
2026-07-09 11:58:00.263,pillar_wall_good,pill_good_03,positive,-0.0362,-0.1437,0.0,-0.0031,0.496,1.748,65.533,2.7155,0.1,2.512,-4.6033,wall_following
2026-07-09 11:58:00.364,pillar_wall_good,pill_good_03,positive,0.0266,-0.1533,0.8909,-0.0044,0.495,1.769,65.533,2.7151,0.1,2.53,-4.6107,wall_following
2026-07-09 11:58:00.463,pillar_wall_good,pill_good_03,positive,0.0884,-0.1437,0.4503,-0.0032,0.504,1.752,65.533,2.7146,0.1,2.518,-4.6178,wall_following
