segment_id,joint,start_time_sec,end_time_sec,duration_sec,phase,label,slope,intercept,start_position,end_position,mean_position
0,joint1,0.0,3.813824415206909,3.813824415206909,gripper_opening,constant,0.0,0.0,0.0,0.0,0.0
1,joint1,4.01453709602356,12.84874701499939,8.83420991897583,pick,constant,0.0,0.0,0.0,0.0,0.0
2,joint1,13.049410820007324,14.8562490940094,1.8068382740020752,gripper_closing,constant,0.0,0.0,0.0,0.0,0.0
3,joint1,15.05696988105774,16.864092350006104,1.8071224689483643,lift,ramp_down,-0.21010800885319664,3.1593084285865567,-0.004281532485038,-0.3839724361896515,-0.19412698433734474
4,joint1,17.064728021621704,17.867724418640137,0.8029963970184326,lift,constant,-1.2846251494823967e-16,-0.38397243618964916,-0.3839724361896515,-0.3839724361896515,-0.3839724361896515
5,joint1,18.068423748016357,19.874956369400024,1.806532621383667,place,constant,0.00832985027214072,-0.5320745638405652,-0.3815672993659973,-0.3665191531181335,-0.37404322624206543
6,joint1,20.075626850128174,21.883177280426025,1.8075504302978516,gripper_opening,constant,0.0,-0.3665191531181335,-0.3665191531181335,-0.3665191531181335,-0.3665191531181335
7,joint1,22.083977937698364,23.89073896408081,1.8067610263824463,retract,constant,0.0,-0.3665191531181335,-0.3665191531181335,-0.3665191531181335,-0.3665191531181335
8,joint1,24.09147310256958,24.895187616348267,0.8037145137786865,retract,ramp_up,0.02039824476083955,-0.861765207936478,-0.3665191531181335,-0.3474059104919433,-0.36214650273323057
9,joint1,25.09580421447754,27.90674901008606,2.8109447956085205,return_home,ramp_up,0.08025803497417336,-2.345500242666631,-0.3313603103160858,-0.1057594045996666,-0.2185598574578762
