segment_id,joint,start_time_sec,end_time_sec,duration_sec,phase,label,slope,intercept,start_velocity,end_velocity,mean_velocity
0,joint1,0.0,2.8103227615356445,2.8103227615356445,home,constant,0.0,0.0,0.0,0.0,0.0
1,joint1,3.0110435485839844,5.821102857589722,2.8100593090057373,gripper_opening,constant,0.0,0.0,0.0,0.0,0.0
2,joint1,6.0219221115112305,15.860801458358765,9.838879346847534,pick,constant,0.0,0.0,0.0,0.0,0.0
3,joint1,16.061646938323975,16.865135669708252,0.8034887313842773,gripper_closing,constant,0.0,0.0,0.0,0.0,0.0
4,joint1,17.065918922424316,17.868939638137817,0.803020715713501,gripper_closing,ramp_down,-0.32817642979479594,5.644559464677063,0.0,-0.2195989787578582,-0.08783959150314327
5,joint1,18.069742441177368,18.87285351753235,0.8031110763549805,lift,constant,-9.491564006306062e-17,-0.2195989787578564,-0.2195989787578582,-0.2195989787578582,-0.2195989787578582
6,joint1,19.073641061782837,19.87681245803833,0.8031713962554932,lift,ramp_up,0.32235394756929603,-6.363445992523945,-0.2195989787578582,0.0,-0.08553143441677091
7,joint1,20.077636241912842,20.880648374557495,0.8030121326446533,place,ramp_up,0.023701604455690015,-0.475872322667506,0.0,0.0158606469631195,0.0095163881778717
8,joint1,21.081371307373047,21.884483098983765,0.8031117916107178,place,ramp_down,-0.02369906956327153,0.5186416461269193,0.0158606469631195,0.0,0.0095163881778717
9,joint1,22.085289239883423,22.888744115829468,0.8034548759460449,place,constant,0.0,0.0,0.0,0.0,0.0
10,joint1,23.089584350585938,23.89305543899536,0.8034710884094238,gripper_opening,constant,0.0,0.0,0.0,0.0,0.0
11,joint1,24.093790531158447,26.904555082321167,2.8107645511627197,retract,constant,0.0,0.0,0.0,0.0,0.0
12,joint1,27.10524582862854,30.919635772705078,3.814389944076538,return_home,constant,0.00019218540481166421,0.07428562365587515,0.0794948562979698,0.0802279263734817,0.07986139133572576
13,joint1,31.120301485061646,31.923232793807983,0.8029313087463379,return_home,ramp_down,-0.11990277259643872,3.827681019906704,0.0802279263734817,0.0,0.048136755824089016
