segment_id,joint,start_time_sec,end_time_sec,duration_sec,phase,label,slope,intercept,start_velocity,end_velocity,mean_velocity
0,joint3,0.0,2.8103227615356445,2.8103227615356445,home,constant,0.0,0.0,0.0,0.0,0.0
1,joint3,3.0110435485839844,5.821102857589722,2.8100593090057373,gripper_opening,constant,0.0,0.0,0.0,0.0,0.0
2,joint3,6.0219221115112305,6.825075149536133,0.8031530380249023,pick,ramp_down,-0.14849361866977995,0.8700425750893,0.0,-0.1195307970046997,-0.08380158394575118
3,joint3,7.02576756477356,11.844674110412598,4.818906545639038,pick,constant,0.0,-0.1195307970046997,-0.1195307970046997,-0.1195307970046997,-0.1195307970046997
4,joint3,12.045390844345093,12.84871792793274,0.8033270835876465,pick,ramp_up,0.11908449646341056,-1.5778678010277358,-0.1195307970046997,0.0,-0.09562463760375975
5,joint3,13.049798250198364,15.860801458358765,2.8110032081604004,pick,constant,0.0,0.0,0.0,0.0,0.0
6,joint3,16.061646938323975,16.865135669708252,0.8034887313842773,gripper_closing,constant,0.0,0.0,0.0,0.0,0.0
7,joint3,17.065918922424316,17.868939638137817,0.803020715713501,gripper_closing,ramp_down,-0.47734758688236634,8.210269217574213,0.0,-0.319416731595993,-0.12776669263839718
8,joint3,18.069742441177368,18.87285351753235,0.8031110763549805,lift,constant,-4.4883160619119855e-17,-0.319416731595992,-0.319416731595993,-0.319416731595993,-0.319416731595993
9,joint3,19.073641061782837,19.87681245803833,0.8031713962554932,lift,ramp_up,0.4688785177675262,-9.255922402158898,-0.319416731595993,0.0,-0.12440937161445616
10,joint3,20.077636241912842,20.880648374557495,0.8030121326446533,place,ramp_up,0.11850806681401405,-2.3793625075066283,0.0,0.0793032646179199,0.047581958770751935
11,joint3,21.081371307373047,21.884483098983765,0.8031117916107178,place,ramp_down,-0.11849539234715852,2.5932092051677014,0.0793032646179199,0.0,0.047581958770751935
12,joint3,22.085289239883423,22.888744115829468,0.8034548759460449,place,constant,0.0,0.0,0.0,0.0,0.0
13,joint3,23.089584350585938,23.89305543899536,0.8034710884094238,gripper_opening,constant,0.0,0.0,0.0,0.0,0.0
14,joint3,24.093790531158447,26.904555082321167,2.8107645511627197,retract,constant,0.0,0.0,0.0,0.0,0.0
15,joint3,27.10524582862854,30.919635772705078,3.814389944076538,return_home,constant,0.0006525135056192965,0.2522174188674693,0.2699039578437805,0.2723928987979889,0.2711484283208847
16,joint3,31.120301485061646,31.923232793807983,0.8029313087463379,return_home,ramp_down,-0.4070984416251292,12.995887788906614,0.2723928987979889,0.0,0.16343573927879335
