window_id,joint,start_time_sec,end_time_sec,center_time_sec,phase,mean_effort,range_effort,centered_effort_energy,energy_label
0,joint3,0.0,3.813824415206909,1.9067387938499452,gripper_opening,-15.138699531555176,2.20574951171875,7.842582868699537,low_energy
1,joint3,1.0033619403839111,4.817552804946899,2.9104215621948244,gripper_opening,-15.2625018119812,2.20574951171875,8.898336589028803,low_energy
2,joint3,2.006887197494507,5.8216328620910645,3.914219152927399,pick,-15.245544147491454,2.7693004608154297,9.733410051887585,low_energy
3,joint3,3.0108444690704346,6.825489521026611,4.918082177639008,pick,-14.906521558761597,4.1768999099731445,21.652046970275247,medium_energy
4,joint3,4.01453709602356,7.8292741775512695,5.92192530632019,pick,-14.053929042816161,4.329898834228516,31.303663441978827,medium_energy
5,joint3,5.01828145980835,8.833398818969727,6.925842332839966,pick,-12.813864088058471,5.2173004150390625,55.174781033105816,medium_energy
6,joint3,6.022382020950317,9.837061882019043,7.929763293266296,pick,-11.227254104614257,6.47189998626709,77.86939179910878,medium_energy
7,joint3,7.026260137557983,10.840810060501099,8.933620893955231,pick,-9.82206039428711,5.4653401374816895,71.18069003119511,medium_energy
8,joint3,8.03008484840393,11.844553232192993,9.937439811229705,pick,-8.568945384025573,3.8588395118713397,38.01117727619454,medium_energy
9,joint3,9.034159183502197,12.84874701499939,10.941241943836213,pick,-7.7878354549407955,3.0631260871887207,14.557829761556652,medium_energy
10,joint3,10.037870407104492,13.8524010181427,11.945054829120636,pick,-7.494030499458313,3.0631260871887207,8.913604354715279,low_energy
11,joint3,11.041536569595337,14.8562490940094,12.948887634277344,pick,-7.340874195098877,0.0,0.0,low_energy
12,joint3,12.045233726501465,15.860055685043335,13.952751731872558,gripper_closing,-8.361130023002625,6.061066150665283,70.8936624761684,medium_energy
13,joint3,13.049410820007324,16.864092350006104,14.956614482402802,gripper_closing,-10.61848955154419,10.391826152801514,292.43643625694466,high_energy
14,joint3,14.053192615509033,17.867724418640137,15.96045080423355,lift,-13.965381026268005,13.742526531219482,526.1824086374638,high_energy
15,joint3,15.05696988105774,18.87139391899109,16.964260351657867,lift,-15.906920051574707,11.078060150146483,245.51647330908116,high_energy
16,joint3,16.060828685760498,19.874956369400024,17.968009638786317,place,-14.223072719573974,19.737000703811646,807.9247407846883,high_energy
17,joint3,17.064728021621704,20.879253149032593,18.971750092506408,place,-11.45659304857254,19.737000703811646,1124.6269421290701,high_energy
18,joint3,18.068423748016357,21.883177280426025,19.97557920217514,place,-8.839000046253204,15.517070055007935,564.4997163674991,high_energy
19,joint3,19.072100162506104,22.88696575164795,20.979459726810454,gripper_opening,-8.115658009052277,12.19427227973938,411.67565538824215,high_energy
20,joint3,20.075626850128174,23.89073896408081,21.983394849300385,retract,-10.641668808460235,13.73893678188324,350.23075684550804,high_energy
21,joint3,21.08005404472351,24.895187616348267,22.987372648715972,retract,-13.142286586761475,5.423089981079102,88.75007627004032,high_energy
22,joint3,22.083977937698364,25.89938235282898,23.99137340784073,retract,-14.51913332939148,5.255744934082031,43.77991472576446,medium_energy
23,joint3,23.0877788066864,26.903079986572266,24.995421290397644,return_home,-15.500411462783813,2.595414161682129,6.762024710284956,low_energy
24,joint3,24.09147310256958,27.90674901008606,25.999439215660097,return_home,-15.79998230934143,1.5369176864624023,2.9082465885182955,low_energy
25,joint3,25.09580421447754,28.910712957382202,27.003399515151976,return_home,-15.901624917984009,1.4228992462158203,1.898889537583954,low_energy
26,joint3,26.100149393081665,29.914960384368896,28.00729457139969,return_home,-15.616153573989868,3.953854560852051,13.028289647122211,low_energy
