phase,start_time_ns,end_time_ns
home,1785500992563450245,1785500993615719838
gripper_opening,1785500993615746851,1785500997104678555
pick,1785500997104753300,1785501006671754683
gripper_closing,1785501006671784932,1785501008434721828
lift,1785501008434745494,1785501011304371493
place,1785501011304397584,1785501013567717548
gripper_opening,1785501013567737396,1785501015330726596
retract,1785501015330747095,1785501018048855432
return_home,1785501018048889368,1785501023746730294
