window_id,joint,start_time_sec,end_time_sec,center_time_sec,phase,mean_effort,range_effort,centered_effort_energy,energy_label
0,joint4,0.0,3.8147411346435547,1.9073813080787658,gripper_opening,-0.1364886611700058,0.0,0.0,low_energy
1,joint4,1.003826379776001,4.8184638023376465,2.9112371802330017,gripper_opening,-0.1364886611700058,0.0,0.0,low_energy
2,joint4,2.0077500343322754,5.822126150131226,3.9150686621665955,gripper_opening,-0.13576094135642053,0.009267553687095698,8.944738102622081e-05,low_energy
3,joint4,3.0119972229003906,6.825782537460327,4.918863129615784,gripper_opening,-0.13141081742942334,0.024945445358753288,0.0011990926919368931,low_energy
4,joint4,4.015461683273315,7.829499006271362,5.92252779006958,pick,-0.1229040168225765,0.042174667119979886,0.003934439798425116,medium_energy
5,joint4,5.019251346588135,8.833178520202637,6.926209032535553,pick,-0.10989141203463074,0.06071930378675469,0.0071631977219806416,medium_energy
6,joint4,6.022904396057129,9.836907386779785,7.929884266853333,pick,-0.09280619025230404,0.0680685751140118,0.00858823155669134,medium_energy
7,joint4,7.026618003845215,10.840698480606079,8.933583009243012,pick,-0.07432201672345395,0.0724607817828655,0.009722776686437189,medium_energy
8,joint4,8.030283212661743,11.844787359237671,9.937352526187897,pick,-0.05494991745799775,0.0730394329875707,0.01044860317614199,high_energy
9,joint4,9.033888101577759,12.84846568107605,10.94118790626526,pick,-0.03854498183354732,0.0542626287788153,0.007105806058712766,medium_energy
10,joint4,10.037744522094727,13.85272479057312,11.945079350471497,pick,-0.026940383017063113,0.0344774816185236,0.0026399574692682858,medium_energy
11,joint4,11.041480779647827,14.856439590454102,12.949020421504974,pick,-0.02035714006051419,0.0139561500400305,0.0002772360193164744,low_energy
12,joint4,12.045592546463013,15.86039137840271,13.95294098854065,pick,-0.018818499520421007,0.0,9.62964972193618e-34,low_energy
13,joint4,13.049171209335327,16.86403727531433,14.956815433502197,pick,-0.015582909155637,0.10152000188827509,0.00721132481240961,medium_energy
14,joint4,14.053409814834595,17.86785864830017,15.960654103755951,gripper_closing,-0.030466790311038466,0.1706883236765861,0.02428384644376341,high_energy
15,joint4,15.0571129322052,18.87157654762268,16.96444836854935,lift,-0.07074804874137042,0.4526674598455429,0.15666181850546898,high_energy
16,joint4,16.061048984527588,19.875125408172607,17.96816498041153,lift,-0.09614356644451616,0.4526674598455429,0.14331506889572412,high_energy
17,joint4,17.064788103103638,20.878697633743286,18.971848845481873,lift,-0.1116064809262752,0.3363994620740414,0.0959085749718239,high_energy
18,joint4,18.06861138343811,21.882439374923706,19.97550114393234,place,-0.1066711705178022,0.3284893743693829,0.10208005930630021,high_energy
19,joint4,19.072229862213135,22.88628125190735,20.97915815114975,place,-0.0763384828343987,0.0730545036494732,0.014590970376837969,high_energy
20,joint4,20.075878381729126,23.889968156814575,21.982857978343965,gripper_opening,-0.06418473366647956,0.0323695279657841,0.0021304686766601935,medium_energy
21,joint4,21.079426050186157,24.893540859222412,22.986569786071776,gripper_opening,-0.07528097443282603,0.0725050382316113,0.011386703047607668,high_energy
22,joint4,22.083205223083496,25.897258281707764,23.990288984775543,retract,-0.09384108465164895,0.08129858598113059,0.020677173603570024,high_energy
23,joint4,23.087023496627808,26.90110445022583,24.993990933895113,retract,-0.11368609555065627,0.08129858598113059,0.01634732115331219,high_energy
24,joint4,24.090698719024658,27.904892444610596,25.997708559036255,retract,-0.12989479899406428,0.04787711799144739,0.004138842427887269,medium_energy
25,joint4,25.094290494918823,28.908770084381104,27.00147557258606,return_home,-0.13592726700007912,0.03529072552919389,0.0010729624203988362,low_energy
26,joint4,26.097974061965942,29.91240930557251,28.00525082349777,return_home,-0.13683020472526547,0.003693759441375677,1.458476557454314e-05,low_energy
27,joint4,27.101794719696045,30.91606330871582,29.00902565717697,return_home,-0.1365432813763618,0.0008787065744400024,1.4781036423715997e-06,low_energy
