timestep,joint1_position,joint1_velocity,joint2_position,joint2_velocity,joint3_position,joint3_velocity,joint4_position,joint4_velocity,joint5_position,joint5_velocity,joint6_position,joint6_velocity,joint7_position,joint7_velocity,finger1_position,finger2_position,finger1_velocity,finger2_velocity,gripper_width,phase
0,0.0,0.0,-0.569,0.0,0.0,0.0,-2.81,0.0,0.0,0.0,3.037,0.0,0.741,0.0,0.04,0.04,0.0,0.0,0.08,approach
1,-0.0044318815,-0.12079562,-0.5955354,-0.9929938,0.0025118852,0.06731452,-2.8174798,-0.1925628,-0.0011789872,-0.038846016,3.0058172,-0.8598882,0.7422045,0.03327755,0.03999755,0.039999604,0.00010608616,-3.181998e-05,0.07999715,approach
2,0.00093852513,0.1458426,-0.6331252,-1.1049577,-0.003649653,-0.17789957,-2.8282704,-0.31726438,0.0007679406,0.05092674,2.978181,-0.7711689,0.73778015,-0.12120123,0.039999653,0.039998606,2.1602027e-06,5.544454e-05,0.079998255,approach
3,0.001480437,0.038876824,-0.6543114,-0.47690502,-0.001508417,0.08995079,-2.8272848,0.08866326,0.0017825639,0.024438066,2.959774,-0.50722426,0.74096644,0.08714639,0.039999954,0.03999181,-2.661918e-06,9.8914024e-05,0.079991765,approach
4,0.0006556391,-0.029953424,-0.6816072,-0.8718914,0.0012495436,0.06691301,-2.8298352,-0.081021026,0.002200008,0.01045952,2.9329076,-0.74293697,0.7437875,0.077487916,0.039995182,0.03999999,5.172624e-05,-6.5890083e-07,0.07999517,approach
5,0.0059435084,0.12563217,-0.70278734,-0.5292998,-0.0049964422,-0.204838,-2.8339438,-0.14372484,0.0038561411,0.049142163,2.9241164,-0.24834165,0.7387698,-0.1389989,0.03999166,0.04,8.270301e-05,4.413522e-06,0.07999165,approach
6,0.0043731974,-0.0238988,-0.7230798,-0.602049,-0.003575876,0.07206535,-2.8364906,-0.04836098,0.0033292521,-0.019098088,2.9042068,-0.55001163,0.7401504,0.038175352,0.04,0.03999356,7.1873166e-07,2.7953649e-05,0.07999356,approach
7,0.0011543703,-0.09330592,-0.7429582,-0.54599726,-4.6092806e-05,0.09961705,-2.8448288,-0.29627186,0.001584651,-0.044013962,2.8951151,-0.25881878,0.7425738,0.06805587,0.03999849,0.039998334,5.0658848e-05,2.9372928e-05,0.079996824,approach
8,-0.0014296512,-0.08983567,-0.7606766,-0.49638695,-0.00024538825,-0.02710472,-2.8538477,-0.24560452,-0.00041968664,-0.052649897,2.8841887,-0.30421984,0.7408614,-0.04633231,0.039993063,0.04,0.00010477298,8.2098995e-06,0.07999306,approach
9,-0.0047781835,-0.029380644,-0.77338666,-0.32910198,0.009940052,0.35739246,-2.8599725,-0.1667169,0.0008638805,0.029254632,2.8771508,-0.19593872,0.7527679,0.3287112,0.04,0.039979164,1.7082102e-05,0.00028378557,0.07997917,approach
10,-0.0033031295,-0.019346239,-0.7838359,-0.2919849,0.008388671,-0.12568668,-2.861542,-0.0031114458,0.00028457015,-0.008126241,2.8614872,-0.43125215,0.7492485,-0.09688936,0.039975908,0.04,0.00022538414,1.8673973e-05,0.0799759,approach
11,-0.00791858,-0.14455366,-0.7919332,-0.19747862,0.0056164428,-0.07803761,-2.8683462,-0.2541925,-0.0033653474,-0.097731836,2.861687,0.00056433986,0.74508023,-0.11291814,0.039985035,0.039999444,0.00040679338,-4.1199528e-05,0.07998448,approach
12,-0.011967465,-0.13000228,-0.78401905,0.33838382,0.0008087901,-0.15177602,-2.8665423,0.10976535,-0.006428116,-0.08263665,2.868971,0.20332626,0.73922634,-0.15963446,0.03998933,0.04,0.00026094695,1.1135377e-05,0.07998933,approach
13,-0.01666648,-0.12960407,-0.7748051,0.26651818,-0.0033171687,-0.108620614,-2.87134,-0.2095722,-0.008673898,-0.05692787,2.8850532,0.43992215,0.73593056,-0.089278586,0.03999823,0.039997235,0.00018612297,-4.8232774e-05,0.07999547,approach
14,-0.018499438,-0.059204303,-0.7660869,0.2541208,-0.010700202,-0.22110014,-2.877714,-0.17565191,-0.011552242,-0.07705773,2.8962102,0.3091518,0.7270467,-0.24432512,0.039998006,0.04,9.525799e-05,-3.297277e-05,0.079998,approach
15,-0.017979736,0.055734187,-0.75458914,0.34943902,-0.012571935,-0.00909888,-2.8791611,-0.011327662,-0.011597162,-0.0063200574,2.904379,0.22786549,0.72547257,-0.04378713,0.03999996,0.039985184,-3.0772724e-06,0.00017385946,0.07998514,approach
16,-0.019825732,-0.0567285,-0.73770773,0.52265304,-0.009228869,0.100456536,-2.873158,0.21092018,-0.012240655,-0.017638039,2.9076889,0.09179258,0.72825164,0.07791269,0.039998617,0.039993864,1.1187279e-05,0.000141435,0.07999248,approach
17,-0.019769602,-0.01128403,-0.7243284,0.37160707,-0.01071134,-0.060663372,-2.8752635,-0.12946005,-0.013119394,-0.018193373,2.9185832,0.29684547,0.72598845,-0.06175965,0.03999508,0.04,6.863654e-05,7.97832e-06,0.07999508,approach
18,-0.021662546,-0.04683476,-0.711021,0.3915441,-0.009907849,0.034973692,-2.8790345,-0.10214142,-0.013584285,-0.013712626,2.9310598,0.3461965,0.72705984,0.030333463,0.04,0.039997403,5.4765287e-06,9.215039e-06,0.079997405,approach
19,-0.022668267,-0.02648838,-0.6949618,0.4927507,-0.008867096,0.032204676,-2.8819997,-0.088678874,-0.01445664,-0.02255215,2.9455903,0.40082568,0.72727996,0.0070960904,0.03999994,0.039997637,-3.6771867e-06,4.8335296e-05,0.07999758,approach
20,-0.020339033,0.04446797,-0.67433476,0.64664435,-0.0145604275,-0.18903412,-2.8890388,-0.24342944,-0.015840024,-0.030842876,2.9716494,0.71776825,0.7203421,-0.19210279,0.03999379,0.04,8.242583e-05,2.2414551e-05,0.079993784,approach
