timestep,joint1_position,joint1_velocity,joint2_position,joint2_velocity,joint3_position,joint3_velocity,joint4_position,joint4_velocity,joint5_position,joint5_velocity,joint6_position,joint6_velocity,joint7_position,joint7_velocity,finger1_position,finger2_position,finger1_velocity,finger2_velocity,gripper_width,phase
0,0.0,0.0,-0.569,0.0,0.0,0.0,-2.81,0.0,0.0,0.0,3.037,0.0,0.741,0.0,0.04,0.04,0.0,0.0,0.08,unknown
1,0.002328125,0.057959553,-0.5916409,-0.84025615,-0.0036231293,-0.109755754,-2.819978,-0.29762253,0.0016761898,0.042776342,3.0156024,-0.59234333,0.73922193,-0.049370676,0.039997663,0.039999817,6.0234044e-05,-1.06829e-05,0.07999748,unknown
2,-0.0019172488,-0.09862509,-0.6189236,-0.7800359,0.00032642888,0.12866423,-2.8232849,-0.029687997,0.0010599113,-0.021947948,2.9873793,-0.7782949,0.74298733,0.1033351,0.04,0.039995763,1.3888646e-05,-1.9962567e-06,0.07999577,unknown
3,-0.004496716,-0.07814396,-0.645179,-0.7420704,0.002584168,0.05329174,-2.8289168,-0.19110358,0.0005256266,-0.01359924,2.9705334,-0.4698243,0.7452073,0.061295703,0.039997313,0.04,3.54944e-05,8.227831e-06,0.079997316,unknown
4,-0.0031749154,0.03971196,-0.67364144,-0.8438826,0.0008667312,-0.05133624,-2.8350759,-0.15629531,0.0004326043,-0.0047237263,2.9467845,-0.6586508,0.7429181,-0.06301462,0.03999964,0.039999202,7.6060414e-06,2.1552467e-05,0.07999884,unknown
5,-0.0073917327,-0.09415428,-0.7035052,-0.866082,0.0067611844,0.1928006,-2.8422513,-0.2105147,-0.0012408391,-0.05011273,2.9284174,-0.5109825,0.74733955,0.122115985,0.04,0.039993986,9.934826e-06,3.0648636e-05,0.079993986,unknown
6,-0.0076727457,-0.019802123,-0.72610563,-0.5779512,0.008569752,0.03061683,-2.8488479,-0.20208886,-0.001846278,-0.01018886,2.9147098,-0.38557935,0.7482829,0.026576048,0.03999561,0.039999988,1.3536361e-05,-6.6086045e-07,0.0799956,unknown
7,-0.004836211,0.06227108,-0.74256974,-0.44787684,0.0039801365,-0.15326715,-2.853493,-0.11276554,-0.0010583285,0.022991247,2.9040163,-0.2963193,0.74430513,-0.11032732,0.03999236,0.04,8.9507244e-05,2.5103138e-06,0.079992354,unknown
8,-0.00418752,-0.015782954,-0.7606816,-0.5349397,-0.005096375,-0.2823032,-2.8612401,-0.24286829,-0.0033776008,-0.06185252,2.8948684,-0.25681892,0.7338604,-0.28764063,0.03998665,0.04,0.00027833672,6.663532e-06,0.07998665,unknown
9,-0.007771551,-0.08165067,-0.76287913,0.07095382,-0.0064865784,-0.0017524053,-2.8631656,-0.04466405,-0.004348131,-0.026985385,2.900266,0.14685845,0.734214,0.010516429,0.04,0.039990492,1.2742314e-06,7.5686476e-05,0.07999049,unknown
10,-0.009521226,-0.038583126,-0.7670581,-0.17730258,-0.006014868,0.019980548,-2.8632176,0.02643417,-0.004492179,-0.006149117,2.88936,-0.29851162,0.73492104,0.019741647,0.04,0.039991967,9.843957e-06,0.000119522505,0.07999197,unknown
11,-0.009440374,0.0012902858,-0.7753232,-0.23620823,-0.0074942,-0.044818778,-2.8693378,-0.22897117,-0.005863599,-0.034783844,2.8849645,-0.12625906,0.7319536,-0.08104131,0.03999999,0.039996013,-4.706576e-08,7.832622e-05,0.079996005,unknown
12,-0.011041619,-0.08228411,-0.7749149,0.07233067,-0.012932219,-0.18682913,-2.867007,0.14008062,-0.009535204,-0.09984523,2.8779576,-0.18906759,0.7231625,-0.2405678,0.039987765,0.04,0.00019106742,4.8831473e-05,0.079987764,unknown
13,-0.014492281,-0.06266448,-0.7753867,-0.03794961,-0.011930166,0.07163168,-2.861868,0.15741916,-0.010390222,-0.028584057,2.8660796,-0.32546416,0.7247096,0.04377227,0.04,0.039987348,1.43358475e-05,0.000101758684,0.07998735,unknown
14,-0.014782806,-0.002078737,-0.77243257,0.13765529,-0.010591451,0.042757865,-2.8635118,-0.117535375,-0.011679695,-0.032437403,2.874364,0.22295737,0.72454196,-0.0034452665,0.04,0.03999059,1.4054747e-05,0.00015626248,0.07999059,unknown
