timestep,joint1_position,joint1_velocity,joint2_position,joint2_velocity,joint3_position,joint3_velocity,joint4_position,joint4_velocity,joint5_position,joint5_velocity,joint6_position,joint6_velocity,joint7_position,joint7_velocity,finger1_position,finger2_position,finger1_velocity,finger2_velocity,gripper_width,phase
0,0.0,0.0,-0.569,0.0,0.0,0.0,-2.81,0.0,0.0,0.0,3.037,0.0,0.741,0.0,0.04,0.04,0.0,0.0,0.08,approach
1,-0.004669881,-0.09300981,-0.5931918,-0.9140291,0.006669615,0.20519105,-2.8127675,-0.02441711,0.0006010672,0.007650158,3.0024302,-0.9499966,0.7475847,0.18060617,0.04,0.03999366,5.8176225e-05,-2.9271385e-05,0.07999366,approach
2,-0.00118005,0.07535716,-0.62678784,-0.98423034,0.00443215,-0.08824485,-2.8172457,-0.13260366,0.0012738459,0.016656544,2.9762256,-0.7264352,0.7450039,-0.070974104,0.039993327,0.03999999,1.8705592e-05,5.7998113e-07,0.07999332,approach
3,-0.0019278678,-0.012458564,-0.6556898,-0.77978677,0.0053093573,0.037925072,-2.8230026,-0.18629894,-0.00027853288,-0.04293918,2.9581063,-0.50674284,0.7443239,-0.018236924,0.039999705,0.039997295,9.024123e-05,-8.7723365e-06,0.079997,approach
4,-0.0062940638,-0.101743005,-0.6806575,-0.69873893,0.0122642815,0.21362123,-2.8281353,-0.13838401,-0.0017893956,-0.04188775,2.9385753,-0.542836,0.7498753,0.1534234,0.04,0.039994363,6.3311886e-06,6.0459453e-05,0.079994366,approach
5,-0.0053943717,0.016284192,-0.71275884,-0.98366815,0.0131461825,0.0019123461,-2.8363917,-0.23255569,-0.0011264912,0.020110125,2.909226,-0.8154491,0.7507257,0.023533296,0.03999491,0.03999999,2.298483e-05,-1.4655656e-06,0.0799949,approach
6,-0.004724872,0.014843197,-0.741596,-0.779892,0.012559868,-0.019109301,-2.8455572,-0.2758239,-0.0007601327,0.010654845,2.8919952,-0.48258746,0.75080496,0.0022486441,0.03999643,0.04,6.127901e-05,1.2271189e-06,0.07999643,approach
7,-0.002376997,0.058155745,-0.75906986,-0.43035334,0.009878441,-0.08534139,-2.846321,0.03491057,0.00034106706,0.030152658,2.873775,-0.5021099,0.74904495,-0.049128734,0.03999658,0.04,2.5726487e-05,2.2681525e-06,0.07999658,approach
8,-0.00097236974,0.03532072,-0.7715104,-0.33190265,0.006945023,-0.08219469,-2.848285,-0.08436879,-0.00013275129,-0.013173544,2.866871,-0.19359888,0.74559444,-0.0951353,0.03999787,0.039999817,7.1023715e-05,-1.4744624e-05,0.07999769,approach
9,0.0049315565,0.18537693,-0.7759991,-0.079105355,0.004080358,-0.069933586,-2.8446534,0.14385499,0.004342739,0.12284998,2.8582363,-0.23641512,0.7463968,0.018990664,0.04,0.039993305,3.7173322e-05,0.00018726109,0.07999331,approach
10,0.009105772,0.1117458,-0.77630705,0.020040566,0.0028720642,-0.03417142,-2.8429701,0.012721398,0.0071423003,0.07905294,2.8587244,0.010560707,0.7474573,0.027061222,0.039998583,0.03999902,-2.4669962e-06,8.304132e-05,0.0799976,approach
11,0.010925142,0.08797263,-0.769837,0.23515171,0.0103179645,0.2586622,-2.8390892,0.11818924,0.010165341,0.079066254,2.8600526,0.036136888,0.7570248,0.262063,0.04,0.039987057,1.4353358e-05,0.00022931206,0.07998706,approach
12,0.018774102,0.22606605,-0.76591945,0.09240737,0.013833613,0.085099,-2.8411992,-0.10196729,0.01451589,0.12369541,2.8635166,0.093889855,0.76115274,0.11065416,0.039998442,0.039995756,-6.427554e-05,0.00027942983,0.0799942,approach
