timestep,joint1_position,joint1_velocity,joint2_position,joint2_velocity,joint3_position,joint3_velocity,joint4_position,joint4_velocity,joint5_position,joint5_velocity,joint6_position,joint6_velocity,joint7_position,joint7_velocity,finger1_position,finger2_position,finger1_velocity,finger2_velocity,gripper_width,phase
0,0.0,0.0,-0.569,0.0,0.0,0.0,-2.81,0.0,0.0,0.0,3.037,0.0,0.741,0.0,0.04,0.04,0.0,0.0,0.08,unknown
1,-0.0029442154,-0.048136465,-0.5857843,-0.6250941,0.005188451,0.16881187,-2.8161397,-0.17712994,-0.000523467,-0.020645699,3.0193515,-0.48692495,0.7446047,0.099649005,0.04,0.039992858,9.515623e-08,1.908431e-05,0.07999286,unknown
2,0.001459256,0.07597997,-0.61648375,-0.9679814,-0.00022745709,-0.193773,-2.822159,-0.12673862,-0.00017055984,0.008982326,2.9884408,-0.85411423,0.7387464,-0.16103043,0.039985664,0.04,6.377537e-05,2.2264956e-05,0.07998566,unknown
3,-0.003536031,-0.11769999,-0.6416938,-0.65813905,0.0032105707,0.12502709,-2.8232036,-0.01599548,-0.0010173352,-0.02647362,2.968954,-0.5389456,0.74290234,0.11467942,0.03999965,0.03999395,0.00016260396,1.6696562e-05,0.0799936,unknown
4,-0.0005872124,0.08753195,-0.6670831,-0.74629456,0.0014911691,-0.053874508,-2.826849,-0.116383135,0.00012464554,0.031638175,2.9471254,-0.60665804,0.7416043,-0.035931252,0.039999783,0.039995305,-7.691271e-06,0.00011562539,0.07999509,unknown
5,0.00035383395,0.01980378,-0.6924206,-0.72464186,0.0008165716,-0.021508347,-2.8306253,-0.09782572,0.0016959982,0.042768974,2.9261858,-0.58005494,0.7429373,0.03638632,0.039997745,0.039999947,3.0235411e-05,3.5191566e-05,0.07999769,unknown
6,0.0014095398,0.047297694,-0.70941806,-0.42115372,0.0024667492,0.06405975,-2.8307173,0.0065649385,0.0025462806,0.02150331,2.911832,-0.3979334,0.74510723,0.05926089,0.04,0.039994255,1.1286153e-07,8.173376e-05,0.079994254,unknown
7,0.003981392,0.05029879,-0.7150762,-0.08604639,0.00076939387,-0.07167815,-2.8278728,0.08248268,0.0029287636,0.014635537,2.9060788,-0.1606216,0.74317396,-0.0538344,0.039992813,0.03999999,4.5723784e-05,5.821688e-07,0.0799928,unknown
8,0.0024686619,-0.037995007,-0.7278166,-0.44238213,0.0016289369,0.032271,-2.828869,-0.033525072,0.0041068275,0.031815205,2.8881872,-0.49377355,0.7463448,0.087133475,0.039997857,0.039999016,0.00013870711,-2.798905e-05,0.07999687,unknown
9,0.0037584298,0.030527143,-0.7313756,0.005435404,-0.00037086062,-0.064794056,-2.8316154,-0.11914976,0.0037072552,-0.00850388,2.8948193,0.17845775,0.7438714,-0.068451695,0.03999842,0.039999872,3.355284e-05,-8.7638555e-06,0.07999829,unknown
10,0.004707781,0.015748069,-0.73216766,-0.029834688,-0.003928152,-0.11129829,-2.83431,-0.06443341,0.0037584612,0.003606831,2.8942008,-0.016996326,0.74065185,-0.08917398,0.03999589,0.039999995,6.325342e-05,3.9139474e-07,0.079995885,unknown
11,0.0053282296,0.015191438,-0.7310998,0.052919134,-0.00780256,-0.1095558,-2.8375623,-0.10620403,0.0036175917,-0.0028859936,2.89971,0.15101464,0.7372894,-0.09317006,0.039998163,0.039999668,6.792283e-05,-2.2834347e-05,0.07999783,unknown
12,0.009814546,0.10441485,-0.72952926,0.053250443,-0.018265052,-0.32623273,-2.8416116,-0.119094096,0.0046337037,0.03439602,2.9006517,0.023816135,0.72821605,-0.25246093,0.039992817,0.04,0.00010396555,8.7802755e-06,0.079992816,unknown
13,0.0062796366,-0.069424026,-0.72777903,0.04386836,-0.017134288,0.084815376,-2.8430202,-0.01707723,0.0041842307,-0.020272695,2.900465,-0.0021610165,0.7307331,0.07012915,0.04,0.039988577,1.8160297e-05,5.6319535e-05,0.07998858,unknown
14,0.003438311,-0.09117312,-0.71693134,0.38614833,-0.01496864,0.05167456,-2.8384569,0.15033352,0.0033966936,-0.019782834,2.907571,0.19555211,0.7330296,0.06464178,0.03999664,0.03999754,4.5182176e-05,8.570812e-05,0.07999418,unknown
15,0.003392142,0.020515885,-0.7110262,0.12744816,-0.013391087,0.059112787,-2.8425703,-0.1827238,0.0045216233,0.03279692,2.9159172,0.22709706,0.73592097,0.079534866,0.04,0.03999177,8.155611e-06,0.000102657155,0.07999177,unknown
16,0.0040329667,0.05114803,-0.69679606,0.49849394,-0.005771808,0.25431928,-2.8461044,-0.10698215,0.0059374375,0.036542617,2.935657,0.543865,0.7438105,0.21804775,0.04,0.039984684,1.6573007e-07,0.0002608385,0.07998468,unknown
17,0.003639007,-0.029108511,-0.6826264,0.4040493,0.0013792516,0.18774122,-2.854947,-0.2933015,0.006293416,0.014767381,2.9564054,0.57210845,0.74987906,0.16914982,0.039992318,0.03999954,2.530549e-05,0.00013262944,0.07999186,unknown
18,0.0044557485,-0.01760985,-0.67054945,0.34076583,-0.00051516347,-0.09789562,-2.863666,-0.23148526,0.0046100393,-0.041613612,2.9697807,0.3716868,0.74530995,-0.12534086,0.03998163,0.04,0.0001857405,4.2675438e-05,0.079981625,unknown
19,0.0057543586,0.049061008,-0.6540123,0.51797134,-0.003132269,-0.06496396,-2.8689897,-0.13872942,0.0054102335,0.022427937,2.9896724,0.5512293,0.74402213,-0.036733035,0.039995305,0.039995536,0.00014370497,4.5267687e-05,0.07999084,unknown
20,0.0012437492,-0.13122973,-0.63600695,0.5390164,7.511871e-06,0.10386317,-2.8763535,-0.23946416,0.0026581641,-0.075174175,3.011795,0.61077267,0.74453926,0.018054929,0.039997604,0.039998095,0.00010404194,1.681915e-05,0.0799957,unknown
21,-0.0009303949,-0.048542418,-0.60713565,0.9203767,0.0045138528,0.14131589,-2.8796349,-0.07730275,0.0030404965,0.012228755,3.043594,0.8783193,0.7491255,0.12782465,0.04,0.039993875,3.8412395e-06,0.00010405044,0.079993874,unknown
22,-0.0012977268,0.0034101498,-0.580549,0.72750664,0.009772897,0.15864833,-2.8822715,-0.06777754,0.0042446847,0.031347524,3.0665674,0.63571405,0.754074,0.13653538,0.04,0.039993204,8.655188e-06,0.00013356471,0.0799932,unknown
23,0.00683311,0.17567696,-0.56130457,0.5333988,-0.00096464204,-0.36907628,-2.89407,-0.39962685,0.0047554644,0.022123886,3.0955362,0.8008758,0.7453784,-0.24365082,0.039982244,0.04,0.0001280189,2.0192077e-05,0.07998224,unknown
24,0.0011774247,-0.110809185,-0.5369539,0.7478085,0.004991451,0.23129654,-2.8992972,-0.09849157,0.0043632844,-0.016430004,3.1199453,0.67721367,0.7500274,0.13090232,0.04,0.039984956,1.3607755e-05,7.15457e-05,0.079984955,unknown
25,0.0060325777,0.13190173,-0.5053001,0.9683611,0.0040675374,-0.046373192,-2.9014707,-0.06651134,0.0064017507,0.060610253,3.1519215,0.88171,0.751322,0.0331287,0.03999792,0.039994214,-6.1583276e-05,0.0002358963,0.07999213,unknown
26,0.008786562,0.05848234,-0.47978455,0.6688105,0.0011366328,-0.09998759,-2.901812,0.022302123,0.0069162278,0.015102534,3.1674013,0.42835784,0.7498591,-0.041844837,0.03999211,0.03999999,6.479703e-05,-2.5758965e-07,0.0799921,unknown
27,0.017532196,0.22532596,-0.45240158,0.8321865,-0.011937554,-0.40100294,-2.9035816,-0.081287324,0.0056310757,-0.034518212,3.1980271,0.8442235,0.7410833,-0.24309596,0.03999009,0.04,0.000118928285,1.0949793e-05,0.07999009,unknown
28,0.02112866,0.11643064,-0.4279362,0.68498,-0.020389019,-0.23002669,-2.9105217,-0.22858799,0.0044445936,-0.03543835,3.2280967,0.8324904,0.7361063,-0.13632329,0.039998446,0.039996877,0.00014586112,-4.300515e-05,0.07999532,unknown
29,0.015120911,-0.1340684,-0.39246896,1.0979613,-0.0128383245,0.25564298,-2.9053826,0.22214818,0.0056891176,0.03701698,3.2582064,0.8288685,0.7403169,0.116323866,0.04,0.03998875,6.6658977e-06,5.868929e-05,0.07998875,unknown
30,0.020460324,0.1386729,-0.3587404,0.92760205,-0.015394458,-0.09028333,-2.897272,0.23694068,0.0055514984,-0.0059912303,3.282576,0.6688603,0.73987764,-0.012000632,0.03999765,0.039996926,-7.0134716e-05,0.0001911067,0.079994574,unknown
31,0.015596238,-0.094556265,-0.32884184,0.8629102,-0.0049580517,0.33239782,-2.896735,-0.053920284,0.008641474,0.08970085,3.3148134,0.8875021,0.74488974,0.13470766,0.03999999,0.039989185,-1.7214267e-06,1.28699285e-05,0.07998918,unknown
32,0.0008169745,-0.43445227,-0.30535096,0.6216776,0.016274603,0.6091952,-2.8974934,-0.001526032,0.014104086,0.1679636,3.3347824,0.55150837,0.74756444,0.06415243,0.039994102,0.04,5.11198e-05,8.706698e-06,0.0799941,unknown
33,0.0012796681,-0.015878983,-0.2969052,0.12796216,0.018559713,0.044163488,-2.8987486,-0.014221536,0.014351274,0.0048195813,3.3366795,0.054011192,0.74716586,-0.012001068,0.039991446,0.04,-3.4655473e-05,2.0488751e-05,0.079991445,unknown
34,7.2537194e-05,-0.040502343,-0.29029927,0.20577109,0.020275014,0.046253614,-2.898138,0.021947453,0.014597806,0.008310057,3.342665,0.16540553,0.7467958,-0.010561417,0.039993983,0.039999995,8.452588e-05,5.6240566e-07,0.07999398,unknown
35,-0.0016571158,-0.050404947,-0.2804095,0.30885133,0.022226162,0.05547786,-2.8968916,0.029685896,0.01502384,0.013977266,3.3521962,0.2622683,0.74643123,-0.010569613,0.03999679,0.04,5.8483423e-05,-1.9784455e-08,0.079996794,unknown
36,-0.0036936926,-0.057986006,-0.26702085,0.4095091,0.024575852,0.06739529,-2.8953857,0.03605128,0.015706541,0.021713937,3.364916,0.3500183,0.7460092,-0.01263875,0.03999854,0.039999835,2.841834e-05,4.4895514e-06,0.079998374,unknown
