timestep,joint1_position,joint1_velocity,joint2_position,joint2_velocity,joint3_position,joint3_velocity,joint4_position,joint4_velocity,joint5_position,joint5_velocity,joint6_position,joint6_velocity,joint7_position,joint7_velocity,finger1_position,finger2_position,finger1_velocity,finger2_velocity,gripper_width,phase
0,0.0,0.0,-0.569,0.0,0.0,0.0,-2.81,0.0,0.0,0.0,3.037,0.0,0.741,0.0,0.04,0.04,0.0,0.0,0.08,approach
1,-0.00016873516,0.012334705,-0.592906,-0.89901495,0.00093341345,0.03392542,-2.8150685,-0.11047695,0.00087203336,0.016780715,3.0062876,-0.8454254,0.7420777,0.029329028,0.04,0.039997317,1.58937e-05,-1.4062108e-05,0.079997316,approach
2,-0.004086241,-0.113174975,-0.62153095,-0.8035275,0.004753296,0.10288157,-2.8180988,-0.07364226,-0.0007930551,-0.047214177,2.981957,-0.6733322,0.74441594,0.06435186,0.039997015,0.04,5.9095913e-05,5.1271213e-06,0.07999702,approach
3,-0.0052528623,-0.012089961,-0.64689416,-0.7132182,0.008147812,0.10520328,-2.818491,0.010496842,-0.00062075275,0.0023747166,2.9587784,-0.6401751,0.74767095,0.089380376,0.04,0.039994784,-8.625504e-07,6.3546846e-05,0.07999478,approach
4,-0.0044128904,-0.005905924,-0.67307776,-0.75599676,0.006044155,-0.088240996,-2.8233159,-0.16990283,-0.0017379613,-0.027722344,2.9402535,-0.5168774,0.74421096,-0.09474609,0.039990384,0.039999988,0.00010450919,-5.080971e-07,0.07999037,approach
5,-0.0013002779,0.09928975,-0.6862973,-0.27127856,0.002814955,-0.080369666,-2.8266702,-0.106456734,-0.00011295324,0.045699526,2.9395833,-0.021881187,0.74293226,-0.03614165,0.039999943,0.039994404,-4.5573124e-06,8.625891e-05,0.07999435,approach
6,0.00048572628,0.015525564,-0.70808184,-0.7340261,-0.0035112647,-0.20658526,-2.8320715,-0.13026536,0.00017524364,0.0076020537,2.9185133,-0.5818128,0.7372659,-0.15619807,0.039988738,0.039999988,0.00014701617,-6.751851e-07,0.079988725,approach
7,-0.0039665955,-0.12575321,-0.73571306,-0.82221097,-0.005782348,-0.052788805,-2.8341045,-0.019201744,-0.002046682,-0.067335635,2.8930593,-0.7008223,0.7347126,-0.06994053,0.039995287,0.03999868,0.00021279552,-5.422644e-05,0.07999396,approach
8,-0.0066136513,-0.031973593,-0.7676279,-0.9473873,-0.0027612902,0.122123495,-2.8349347,-0.0067456174,-0.0011084607,0.020855589,2.8610857,-0.8835398,0.73976666,0.13864285,0.04,0.039986122,1.8588858e-05,0.00015774404,0.079986125,approach
9,-0.013539056,-0.19707623,-0.7881886,-0.4869969,0.006097401,0.256388,-2.8324237,0.06729908,-0.0036437686,-0.06952852,2.8449156,-0.44931564,0.7477829,0.22188607,0.039998733,0.03999516,7.097304e-05,0.00013693982,0.07999389,approach
10,-0.01983922,-0.16246925,-0.8138537,-0.80943966,0.014449486,0.23406361,-2.833179,-0.018118992,-0.005812172,-0.060456906,2.8174093,-0.7602498,0.7547188,0.1915626,0.04,0.03999733,2.820652e-05,6.421638e-05,0.07999733,approach
11,-0.022856785,-0.087966055,-0.83696914,-0.61754996,0.018613458,0.1011529,-2.8371449,-0.14551966,-0.0063353037,-0.01041721,2.8050694,-0.3468131,0.7593626,0.12871088,0.039997716,0.04,1.6794937e-05,2.3769924e-05,0.07999772,approach
12,-0.026955375,-0.11086144,-0.84753144,-0.2213665,0.024308067,0.16833572,-2.833228,0.15968126,-0.0077888602,-0.0420557,2.7916894,-0.36794546,0.7645207,0.14312592,0.04,0.039998554,1.2985835e-05,4.3906097e-05,0.07999855,approach
13,-0.03143438,-0.113837734,-0.859463,-0.38375127,0.031794064,0.22113669,-2.8293915,0.11307068,-0.008770582,-0.030536149,2.7772932,-0.39570138,0.7717979,0.20160395,0.04,0.0399974,1.6408869e-05,5.8633203e-05,0.0799974,approach
14,-0.036891587,-0.14728996,-0.87601066,-0.49589536,0.040306624,0.24562824,-2.8301928,-0.05432959,-0.011467932,-0.07316566,2.763985,-0.37142813,0.77860624,0.18981709,0.04,0.039999507,4.6551802e-05,3.5728986e-05,0.07999951,approach
