timestep,joint1_position,joint1_velocity,joint2_position,joint2_velocity,joint3_position,joint3_velocity,joint4_position,joint4_velocity,joint5_position,joint5_velocity,joint6_position,joint6_velocity,joint7_position,joint7_velocity,finger1_position,finger2_position,finger1_velocity,finger2_velocity,gripper_width,phase
0,0.0,0.0,-0.569,0.0,0.0,0.0,-2.81,0.0,0.0,0.0,3.037,0.0,0.741,0.0,0.04,0.04,0.0,0.0,0.08,approach
1,0.001087969,0.045075506,-0.5946237,-0.9513615,-0.0005871506,-0.008877445,-2.82146,-0.3446771,0.00089085416,0.018614898,3.0134864,-0.65140885,0.7406574,-0.009505459,0.04,0.03999739,6.4785277e-06,-1.0411804e-05,0.07999739,approach
2,0.00896062,0.15517214,-0.6398191,-1.414812,-0.012881641,-0.3820691,-2.8323512,-0.24267925,0.002297506,0.033692386,2.9702058,-1.2006546,0.7295406,-0.30403686,0.039984968,0.04,9.673532e-05,3.737587e-05,0.07998496,approach
3,0.0073772673,-0.050539676,-0.66695464,-0.6075102,-0.018854007,-0.15275295,-2.8297994,0.11798125,-0.0013571532,-0.10470256,2.9503305,-0.5476883,0.72137046,-0.22429812,0.03999466,0.03999817,0.00030915186,-8.786078e-05,0.07999283,approach
4,0.0024783046,-0.09381596,-0.6929448,-0.77204764,-0.01619117,0.12234969,-2.8349125,-0.21539517,-0.008124613,-0.18979381,2.9327044,-0.49408722,0.7166081,-0.1291915,0.04,0.039986115,0.00014052658,0.00015161054,0.07998611,approach
5,0.00363386,0.041791067,-0.7234808,-0.9139459,-0.016162543,0.0008469038,-2.8399017,-0.10305882,-0.017024057,-0.2483984,2.9026058,-0.8325828,0.7026922,-0.38091835,0.04,0.04,0.00033447146,0.00065593194,0.08,approach
6,0.005950629,0.04034671,-0.7466336,-0.59188634,-0.021688571,-0.17393829,-2.8401494,0.006229674,-0.03265963,-0.43061048,2.880102,-0.62296015,0.67471874,-0.7655764,0.04,0.04,0.0012736028,0.0011734581,0.08,approach
7,0.0084786005,0.083561756,-0.75733286,-0.22629525,-0.027008913,-0.12166551,-2.8363373,0.115063876,-0.053265005,-0.5724355,2.8674178,-0.34988457,0.63983023,-0.9530191,0.04,0.04,0.00220643,0.0019359112,0.08,approach
8,0.014937885,0.15424252,-0.7647446,-0.19552979,-0.03959263,-0.36557448,-2.835219,0.004366917,-0.08008406,-0.73778224,2.8554795,-0.33223927,0.58766145,-1.4243788,0.04,0.04,0.0036704012,0.00398386,0.08,approach
9,0.02387882,0.22386433,-0.7716084,-0.17943734,-0.059671342,-0.564732,-2.8414416,-0.23124668,-0.112242915,-0.8885885,2.853636,-0.05564515,0.5209159,-1.8233781,0.04,0.04,0.0054764897,0.005470036,0.08,approach
10,0.039350446,0.38866764,-0.7827324,-0.37608075,-0.09038384,-0.8691595,-2.837383,0.2407865,-0.14541557,-0.91591644,2.8206255,-0.9052091,0.43749896,-2.3081477,0.04,0.04,0.0058954484,0.008368582,0.08,approach
11,0.053508263,0.3863972,-0.7913174,-0.19269316,-0.12108299,-0.82793504,-2.8320248,0.118570946,-0.1843183,-1.0780135,2.8004084,-0.5612483,0.3510035,-2.5035028,0.04,0.04,0.00761201,0.008439098,0.08,approach
