bag_time_ns,bag_time_sec,header_stamp_sec,joint1_position,joint1_velocity,joint1_effort,joint2_position,joint2_velocity,joint2_effort,joint3_position,joint3_velocity,joint3_effort,joint4_position,joint4_velocity,joint4_effort,joint5_position,joint5_velocity,joint5_effort,joint6_position,joint6_velocity,joint6_effort,phase
1782909376279232940,1782909376.2792332,1782909376.2790952,-0.38311266899108887,0.015860646963119507,0.003368675010278821,0.4535275399684906,0.31721314787864685,-24.044513702392578,-1.2523382902145386,0.07930326461791992,-14.581716537475586,0.0,0.0,-0.12848688662052155,-0.8043129444122314,-0.34893447160720825,-1.3035359382629395,0.0,0.0,0.011292673647403717,place
1782909376479975593,1782909376.4799757,1782909376.4798124,-0.37994053959846497,0.015860646963119507,0.09273397922515869,0.516970157623291,0.31721314787864685,-28.313213348388672,-1.2364776134490967,0.07930326461791992,-14.976945877075195,0.0,0.0,-0.11805186420679092,-0.8740997910499573,-0.34893447160720825,-1.540893793106079,0.0,0.0,0.011300436221063137,place
1782909376680765556,1782909376.6807656,1782909376.6805313,-0.37676841020584106,0.015860646963119507,1.7910339832305908,0.5804128050804138,0.31721314787864685,-28.573312759399414,-1.2206169366836548,0.07930326461791992,-13.508146286010742,0.0,0.0,-0.1068725511431694,-0.9438866972923279,-0.34893447160720825,-1.761297345161438,0.0,0.0,0.011307061649858952,place
1782909376881488271,1782909376.8814886,1782909376.8812623,-0.37359628081321716,0.015860646963119507,1.8216339349746704,0.6438553929328918,0.31721314787864685,-28.7263126373291,-1.2047563791275024,0.07930326461791992,-13.645846366882324,0.0,0.0,-0.09477712213993073,-1.0136735439300537,-0.34893447160720825,-1.523939609527588,0.0,0.0,0.011312628164887428,place
1782909377082210755,1782909377.082211,1782909377.0819814,-0.37036070227622986,0.015860646963119507,2.4489340782165527,0.7085669040679932,0.31721314787864685,-29.368913650512695,-1.188578486442566,0.07930326461791992,-12.636046409606934,0.0,0.0,-0.08231689780950546,-1.0848562717437744,-0.34893447160720825,-1.6426185369491577,0.0,0.0,0.011316896416246891,place
1782909377282998842,1782909377.2829988,1782909377.2827656,-0.36718857288360596,0.015860646963119507,1.9287339448928833,0.772009551525116,0.31721314787864685,-29.33831214904785,-1.172717809677124,0.07930326461791992,-11.993446350097656,0.0,0.0,-0.06934060156345367,-1.154643177986145,-0.34893447160720825,-1.6765267848968506,0.0,0.0,0.011319969780743122,place
1782909377483896396,1782909377.4838965,1782909377.4835284,-0.36651915311813354,0.0,1.211483828235938e-16,0.7853981852531433,0.0,-29.406600952148438,-1.1693706512451172,0.0,-10.893600463867188,0.0,0.0,-0.06744128465652466,-1.1693706512451172,0.0,-4.340256214141846,0.0,0.0,0.011288609355688095,place
1782909377684600323,1782909377.6846004,1782909377.6843562,-0.36651915311813354,0.0,1.211483828235938e-16,0.7853981852531433,0.0,-27.93817138671875,-1.1693706512451172,0.0,-10.795514106750488,0.0,0.0,-0.06744128465652466,-1.1693706512451172,0.0,-1.7439417839050293,0.0,0.0,0.011288609355688095,place
1782909377885406154,1782909377.8854063,1782909377.8851478,-0.36651915311813354,0.0,1.211483828235938e-16,0.7853981852531433,0.0,-27.93817138671875,-1.1693706512451172,0.0,-10.795514106750488,0.0,0.0,-0.06744128465652466,-1.1693706512451172,0.0,-1.7439417839050293,0.0,0.0,0.011288609355688095,place
1782909378086153973,1782909378.086154,1782909378.085921,-0.36651915311813354,0.0,1.211483828235938e-16,0.7853981852531433,0.0,-27.93817138671875,-1.1693706512451172,0.0,-10.795514106750488,0.0,0.0,-0.06744128465652466,-1.1693706512451172,0.0,-1.7439417839050293,0.0,0.0,0.011288609355688095,place
1782909378286906880,1782909378.286907,1782909378.286674,-0.36651915311813354,0.0,1.211483828235938e-16,0.7853981852531433,0.0,-27.93817138671875,-1.1693706512451172,0.0,-10.795514106750488,0.0,0.0,-0.06744128465652466,-1.1693706512451172,0.0,-1.7439417839050293,0.0,0.0,0.011288609355688095,place
