segment_id,joint,start_time_sec,end_time_sec,duration_sec,phase,label,slope,intercept,start_position,end_position,mean_position
0,joint5,0.0,0.8030829429626465,0.8030829429626465,home,constant,-6.94813848727164e-16,0.8621926307678225,0.8621926307678223,0.8621926307678223,0.8621926307678223
1,joint5,1.003821611404419,3.8138327598571777,2.810011148452759,gripper_opening,constant,0.0,0.8621926307678223,0.8621926307678223,0.8621926307678223,0.8621926307678223
2,joint5,4.0144805908203125,4.817320823669434,0.8028402328491211,gripper_opening,ramp_down,-0.0787435951281624,1.1935452973202134,0.8621926307678223,0.7859969735145569,0.8458203673362732
3,joint5,5.017989158630371,10.839656114578247,5.821666955947876,pick,ramp_down,-0.34904867305835924,2.4676896687737564,0.7161672115325928,-1.315877914428711,-0.2998553514480591
4,joint5,11.040285110473633,13.851038694381714,2.810753583908081,pick,constant,-0.003773680132291076,-1.3439939714445897,-1.385656476020813,-1.3962633609771729,-1.390959918498993
5,joint5,14.051691770553589,15.85822868347168,1.8065369129180908,gripper_closing,constant,0.0,-1.3962633609771729,-1.3962633609771729,-1.3962633609771729,-1.3962633609771729
6,joint5,16.058974266052246,17.865933179855347,1.8069589138031006,lift,ramp_up,0.3349219250461971,-6.7747659364307315,-1.3962633609771729,-0.791073203086853,-1.093668282032013
7,joint5,18.066513538360596,18.869560956954956,0.8030474185943604,lift,constant,5.626229216146813e-17,-0.7853981852531445,-0.7853981852531433,-0.7853981852531433,-0.7853981852531433
8,joint5,19.070232152938843,20.876702308654785,1.8064701557159424,place,ramp_down,-0.20028887201006745,3.0120005054453207,-0.8075547814369202,-1.1693706512451172,-0.9884627163410187
9,joint5,21.077555894851685,22.884627103805542,1.8070712089538574,gripper_opening,constant,0.0,-1.1693706512451172,-1.1693706512451172,-1.1693706512451172,-1.1693706512451172
10,joint5,23.085352420806885,25.897034406661987,2.8116819858551025,retract,ramp_up,0.16858676666229402,-5.046475528572848,-1.1545906066894531,-0.6805782318115234,-0.9175844192504883
11,joint5,26.098057508468628,27.905517101287842,1.8074595928192139,return_home,ramp_up,0.3492868707488489,-9.726450574261207,-0.6107417345046997,0.0205801706761121,-0.2950807819142938
