segment_id,joint,signal,start_time_sec,end_time_sec,duration_sec,phase,label,slope,intercept,start_value,end_value,mean_value
0,joint1,effort,0.0,0.8030829429626465,0.8030829429626465,home,constant,-1.8877370119844432e-32,6.955415678590116e-17,6.955415678590118e-17,6.955415678590118e-17,6.955415678590118e-17
1,joint1,effort,1.003821611404419,3.8138327598571777,2.810011148452759,gripper_opening,constant,0.0,6.955415678590118e-17,6.955415678590118e-17,6.955415678590118e-17,6.955415678590118e-17
2,joint1,effort,4.0144805908203125,4.817320823669434,0.8028402328491211,gripper_opening,ramp_down,-0.041728911279726284,0.16770980564617144,6.955415678590118e-17,-0.0009306343854404,-0.01656147037865588
3,joint1,effort,5.017989158630371,13.851038694381714,8.833049535751343,pick,constant,9.882550375232031e-05,-0.0013688358764651284,-0.0008729305700398,2.552733467950705e-17,-0.0004364652850198873
4,joint1,effort,14.051691770553589,15.85822868347168,1.8065369129180908,gripper_closing,constant,0.0,2.552733467950705e-17,2.552733467950705e-17,2.552733467950705e-17,2.552733467950705e-17
5,joint1,effort,16.058974266052246,17.865933179855347,1.8069589138031006,lift,ramp_down,-2.5492357435444424,40.93811120368076,2.552733467950705e-17,-4.6063642501831055,-2.3031821250915527
6,joint1,effort,18.066513538360596,18.869560956954956,0.8030474185943604,lift,ramp_up,4.176931979032522,-77.97826353992876,-4.192200183868408,-8.729206564025559e-17,-0.8384400367736816
7,joint1,effort,19.070232152938843,19.873223543167114,0.8029913902282715,place,ramp_up,2.7156447042899963,-51.66700396521886,0.0039448156021535,2.3009467124938965,1.2111862781457603
8,joint1,effort,20.07380747795105,20.876702308654785,0.8028948307037354,place,ramp_down,-1.8047329664816356,37.31461105919892,1.811346650123596,1.1760860566723848e-16,0.3622693300247194
9,joint1,effort,21.077555894851685,22.884627103805542,1.8070712089538574,gripper_opening,constant,0.0,1.1760860566723848e-16,1.1760860566723848e-16,1.1760860566723848e-16,1.1760860566723848e-16
10,joint1,effort,23.085352420806885,24.892961263656616,1.8076088428497314,retract,constant,-0.0013480176561079082,0.03355615129621932,0.0024366886354982,-2.3520470436361522e-17,0.0012183443177490882
11,joint1,effort,25.093671798706055,25.897034406661987,0.8033626079559326,retract,ramp_up,2.9012650408961167,-73.38605664458339,-2.3520470436361522e-17,2.912149906158448,0.5824299812316897
12,joint1,effort,26.098057508468628,26.901668310165405,0.8036108016967773,return_home,ramp_down,-0.4874004278413913,15.295825039839828,2.590850114822388,2.2083499431610107,2.379710006713867
13,joint1,effort,27.1024067401886,27.905517101287842,0.8031103610992432,return_home,ramp_up,0.10664044522511014,-0.2993483290762567,2.8662500381469727,2.590850114822388,2.633690023422241
