segment_id,joint,start_time_sec,end_time_sec,duration_sec,phase,label,slope,intercept,start_velocity,end_velocity,mean_velocity
0,joint1,0.0,1.8069241046905518,1.8069241046905518,home,constant,0.0,0.0,0.0,0.0,0.0
1,joint1,2.0077500343322754,4.8184638023376465,2.810713768005371,gripper_opening,constant,0.0,0.0,0.0,0.0,0.0
2,joint1,5.019251346588135,14.856439590454102,9.837188243865967,pick,constant,0.0,0.0,0.0,0.0,0.0
3,joint1,15.0571129322052,15.86039137840271,0.8032784461975098,gripper_closing,constant,0.0,0.0,0.0,0.0,0.0
4,joint1,16.061048984527588,16.86403727531433,0.8029882907867432,lift,ramp_down,-0.328160997949386,5.312036696978477,0.0,-0.2195989787578582,-0.09032667260617014
5,joint1,17.064788103103638,17.86785864830017,0.8030705451965332,lift,constant,-3.1880799953238764e-17,-0.2195989787578576,-0.2195989787578582,-0.2195989787578582,-0.2195989787578582
6,joint1,18.06861138343811,18.87157654762268,0.8029651641845703,lift,ramp_up,0.2219660144792358,-4.144935276325929,-0.2195989787578582,0.0,-0.04519694549962876
7,joint1,19.072229862213135,19.875125408172607,0.8028955459594727,place,ramp_up,0.022711966985475906,-0.4331679693948468,0.0,0.0151959145441651,0.00911754872649906
8,joint1,20.075878381729126,20.878697633743286,0.8028192520141602,place,ramp_down,-0.022713791259145993,0.4740750535400664,0.0151959145441651,0.0,0.00895850602537392
9,joint1,21.079426050186157,21.882439374923706,0.8030133247375488,place,constant,0.0,0.0,0.0,0.0,0.0
10,joint1,22.083205223083496,22.88628125190735,0.8030760288238525,gripper_opening,constant,0.0,0.0,0.0,0.0,0.0
11,joint1,23.087023496627808,25.897258281707764,2.810234785079956,retract,constant,0.0,0.0,0.0,0.0,0.0
12,joint1,26.097974061965942,26.90110445022583,0.8031303882598877,return_home,ramp_up,0.07993186836059318,-2.0539764533730795,0.0,0.0802279263734817,0.06418234109878536
13,joint1,27.101794719696045,27.904892444610596,0.8030977249145508,return_home,constant,-5.6380952519126854e-18,0.08022792637348182,0.0802279263734817,0.0802279263734817,0.0802279263734817
