segment_id,joint,signal,start_time_sec,end_time_sec,duration_sec,phase,label,slope,intercept,start_value,end_value,mean_value
0,joint3,velocity,0.0,0.8036856651306152,0.8036856651306152,home,constant,0.0,0.0,0.0,0.0,0.0
1,joint3,velocity,1.0044751167297363,3.81492280960083,2.8104476928710938,gripper_opening,constant,0.0,0.0,0.0,0.0,0.0
2,joint3,velocity,4.015646696090698,4.818563222885132,0.8029165267944336,gripper_opening,ramp_down,-0.14539834833939438,0.6104711472097832,0.0,-0.1330218613147735,-0.03176917992532252
3,joint3,velocity,5.019279956817627,10.842822074890137,5.82354211807251,pick,constant,0.0,-0.1330218613147735,-0.1330218613147735,-0.1330218613147735,-0.1330218613147735
4,joint3,velocity,11.043519258499146,11.846640586853027,0.8031213283538818,pick_delay,ramp_up,0.13252062883457258,-1.543312325298572,-0.1330218613147735,0.0,-0.0266043722629547
5,joint3,velocity,12.047438621520996,13.854499101638794,1.8070604801177979,pick_delay,constant,0.0,0.0,0.0,0.0,0.0
6,joint3,velocity,14.055221557617188,15.862085819244385,1.8068642616271973,gripper_closing,constant,0.0,0.0,0.0,0.0,0.0
7,joint3,velocity,16.062829732894897,16.86573362350464,0.8029038906097412,lift,constant,-1.4683505954425287e-17,-0.26950782537460294,-0.2695078253746032,-0.2695078253746032,-0.2695078253746032
8,joint3,velocity,17.066529512405396,18.87359595298767,1.8070664405822754,lift,ramp_up,0.19081225296481796,-3.526010771927233,-0.2695078253746032,0.0753025934100151,-0.09710261598229405
9,joint3,velocity,19.074421882629395,20.881457328796387,1.8070354461669922,place,constant,-0.04204654536672196,0.877993142898506,0.0759795978665351,0.0,0.03798979893326755
10,joint3,velocity,21.082071781158447,22.889031410217285,1.806959629058838,gripper_opening,constant,0.0,0.0,0.0,0.0,0.0
11,joint3,velocity,23.089760303497314,24.89636468887329,1.8066043853759766,retract,constant,0.0,0.0,0.0,0.0,0.0
12,joint3,velocity,25.09709072113037,25.900123834609985,0.8030331134796143,retract,ramp_up,0.388906262782839,-9.814889546741805,0.0,0.2723928987979889,0.10169948041439056
13,joint3,velocity,26.10079288482666,27.907280206680298,1.8064873218536377,return_home,constant,0.0,0.2723928987979889,0.2723928987979889,0.2723928987979889,0.2723928987979889
