segment_id,joint,signal,start_time_sec,end_time_sec,duration_sec,phase,label,slope,intercept,start_value,end_value,mean_value
0,joint2,effort,0.0,0.8036856651306152,0.8036856651306152,home,constant,1.7342075069913925e-16,-0.6772262454032898,-0.6772262454032898,-0.6772262454032898,-0.6772262454032898
1,joint2,effort,1.0044751167297363,3.81492280960083,2.8104476928710938,gripper_opening,constant,0.0,-0.6772262454032898,-0.6772262454032898,-0.6772262454032898,-0.6772262454032898
2,joint2,effort,4.015646696090698,4.818563222885132,0.8029165267944336,gripper_opening,ramp_down,-1.6547045445634956,6.348934528849553,-0.6772262454032898,-2.584859609603882,-0.9600755125284195
3,joint2,effort,5.019279956817627,10.842822074890137,5.82354211807251,pick,ramp_down,-3.5546921755301573,14.124935577020793,-3.71705961227417,-24.41795921325684,-14.067509412765505
4,joint2,effort,11.043519258499146,11.846640586853027,0.8031213283538818,pick_delay,ramp_up,2.003620645947051,-46.588163916983206,-24.66275978088379,-23.1538200378418,-23.656584167480467
5,joint2,effort,12.047438621520996,13.854499101638794,1.8070604801177979,pick_delay,constant,0.0,-23.1538200378418,-23.1538200378418,-23.1538200378418,-23.1538200378418
6,joint2,effort,14.055221557617188,15.862085819244385,1.8068642616271973,gripper_closing,constant,0.0,-23.1538200378418,-23.1538200378418,-23.1538200378418,-23.1538200378418
7,joint2,effort,16.062829732894897,17.869515657424927,1.8066859245300293,lift,ramp_down,-1.3433626426702245,-4.850560851866806,-26.42876625061035,-28.85580062866211,-27.64228343963623
8,joint2,effort,18.07011651992798,18.87359595298767,0.8034794330596924,lift,ramp_up,0.6116059456089425,-37.98406175087122,-26.80943298339844,-26.195209503173828,-26.686588287353516
9,joint2,effort,19.074421882629395,20.881457328796387,1.8070354461669922,place,ramp_down,0.6336516407415187,-41.22755091389651,-29.14101219177246,-27.995981216430664,-28.568496704101562
10,joint2,effort,21.082071781158447,22.889031410217285,1.806959629058838,gripper_opening,constant,0.0,-27.995981216430664,-27.995981216430664,-27.995981216430664,-27.995981216430664
11,joint2,effort,23.089760303497314,24.89636468887329,1.8066043853759766,retract,ramp_up,3.456003657167954,-110.4500428018961,-30.65174674987793,-24.40811538696289,-27.52993106842041
12,joint2,effort,25.09709072113037,25.900123834609985,0.8030331134796143,retract,ramp_down,-2.466496567495372,37.777648143886005,-24.40811538696289,-25.82766914367676,-25.114712142944335
13,joint2,effort,26.10079288482666,27.907280206680298,1.8064873218536377,return_home,ramp_up,6.013328041851102,-181.23499938252334,-24.28236961364746,-13.419368743896484,-18.850869178771973
