phase,start_time_ns,end_time_ns
home,1788526706459697174,1788526707512972591
gripper_opening,1788526707513001646,1788526711004408031
pick,1788526711004440262,1788526719927193400
gripper_closing,1788526719927248414,1788526721793115467
lift,1788526721793146766,1788526724007397897
place,1788526724007441219,1788526726278008978
gripper_opening,1788526726278034306,1788526728042031189
retract,1788526728042055585,1788526730763615568
return_home,1788526730763639363,1788526736459675092
