phase,start_time_ns,end_time_ns
home,1788527603107561620,1788527604161098029
gripper_opening,1788527604161129839,1788527607651614354
pick,1788527607651641334,1788527616610880390
gripper_closing,1788527616610903895,1788527618475376259
lift,1788527618475402358,1788527620688677223
place,1788527620688712559,1788527625479129672
gripper_opening,1788527625479192380,1788527627344416619
retract,1788527627344458688,1788527632397427983
return_home,1788527632397454913,1788527638089647274
