timestamp,joint1_pos,joint1_vel,joint1_eff,joint2_pos,joint2_vel,joint2_eff,joint3_pos,joint3_vel,joint3_eff,joint4_pos,joint4_vel,joint4_eff,joint5_pos,joint5_vel,joint5_eff,joint6_pos,joint6_vel,joint6_eff,t_sec
1782909359011792494,0.0,0.0,6.955415678590118e-17,-0.93549644947052,0.0,-0.6772262454032898,0.07504915446043015,0.0,-14.930364608764648,0.0,0.0,-0.1364886611700058,0.8621926307678223,0.0,-1.5899393558502197,0.0,0.0,-1.9705405065906234e-05,3.211675273
1782909359212497751,0.0,0.0,6.955415678590118e-17,-0.93549644947052,0.0,-0.6772262454032898,0.07504915446043015,0.0,-14.930364608764648,0.0,0.0,-0.1364886611700058,0.8621926307678223,0.0,-1.5899393558502197,0.0,0.0,-1.9705405065906234e-05,3.41238053
1782909359413302156,0.0,0.0,6.955415678590118e-17,-0.93549644947052,0.0,-0.6772262454032898,0.07504915446043015,0.0,-14.930364608764648,0.0,0.0,-0.1364886611700058,0.8621926307678223,0.0,-1.5899393558502197,0.0,0.0,-1.9705405065906234e-05,3.613184935
1782909359614104517,0.0,0.0,6.955415678590118e-17,-0.93549644947052,0.0,-0.6772262454032898,0.07504915446043015,0.0,-14.930364608764648,0.0,0.0,-0.1364886611700058,0.8621926307678223,0.0,-1.5899393558502197,0.0,0.0,-1.9705405065906234e-05,3.813987296
1782909359814812599,0.0,0.0,6.955415678590118e-17,-0.93549644947052,0.0,-0.6772262454032898,0.07504915446043015,0.0,-14.930364608764648,0.0,0.0,-0.1364886611700058,0.8621926307678223,0.0,-1.5899393558502197,0.0,0.0,-1.9705405065906234e-05,4.014695378
1782909360015522986,0.0,0.0,6.955415678590118e-17,-0.93549644947052,0.0,-0.6772262454032898,0.07504915446043015,0.0,-14.930364608764648,0.0,0.0,-0.1364886611700058,0.8621926307678223,0.0,-1.5899393558502197,0.0,0.0,-1.9705405065906234e-05,4.215405765
1782909360216308282,0.0,0.0,6.955415678590118e-17,-0.93549644947052,0.0,-0.6772262454032898,0.07504915446043015,0.0,-14.930364608764648,0.0,0.0,-0.1364886611700058,0.8621926307678223,0.0,-1.5899393558502197,0.0,0.0,-1.9705405065906234e-05,4.416191061
1782909360417058782,0.0,0.0,6.955415678590118e-17,-0.93549644947052,0.0,-0.6772262454032898,0.07504915446043015,0.0,-14.930364608764648,0.0,0.0,-0.1364886611700058,0.8621926307678223,0.0,-1.5899393558502197,0.0,0.0,-1.9705405065906234e-05,4.616941561
1782909360617832586,0.0,0.0,6.955415678590118e-17,-0.93549644947052,0.0,-0.6772262454032898,0.07504915446043015,0.0,-14.930364608764648,0.0,0.0,-0.1364886611700058,0.8621926307678223,0.0,-1.5899393558502197,0.0,0.0,-1.9705405065906234e-05,4.817715365000001
1782909360818479290,0.0,0.0,6.955415678590118e-17,-0.93549644947052,0.0,-0.6772262454032898,0.07504915446043015,0.0,-14.930364608764648,0.0,0.0,-0.1364886611700058,0.8621926307678223,0.0,-1.5899393558502197,0.0,0.0,-1.9705405065906234e-05,5.018362069
1782909361019195124,0.0,0.0,6.955415678590118e-17,-0.93549644947052,0.0,-0.6772262454032898,0.07504915446043015,0.0,-14.930364608764648,0.0,0.0,-0.1364886611700058,0.8621926307678223,0.0,-1.5899393558502197,0.0,0.0,-1.9705405065906234e-05,5.2190779030000005
1782909361219864317,0.0,0.0,6.955415678590118e-17,-0.93549644947052,0.0,-0.6772262454032898,0.07504915446043015,0.0,-14.930364608764648,0.0,0.0,-0.1364886611700058,0.8621926307678223,0.0,-1.5899393558502197,0.0,0.0,-1.9705405065906234e-05,5.419747096
1782909361420513122,0.0,0.0,6.955415678590118e-17,-0.93549644947052,0.0,-0.6772262454032898,0.07504915446043015,0.0,-14.930364608764648,0.0,0.0,-0.1364886611700058,0.8621926307678223,0.0,-1.5899393558502197,0.0,0.0,-1.9705405065906234e-05,5.620395901
1782909361621219796,0.0,0.0,6.955415678590118e-17,-0.93549644947052,0.0,-0.6772262454032898,0.07504915446043015,0.0,-14.930364608764648,0.0,0.0,-0.1364886611700058,0.8621926307678223,0.0,-1.5899393558502197,0.0,0.0,-1.9705405065906234e-05,5.821102575
1782909361822039234,0.0,0.0,6.955415678590118e-17,-0.93549644947052,0.0,-0.6772262454032898,0.07504915446043015,0.0,-14.930364608764648,0.0,0.0,-0.1364886611700058,0.8621926307678223,0.0,-1.5899393558502197,0.0,0.0,-1.9705405065906234e-05,6.021922013
1782909362022807595,0.0,0.0,-0.08708449453115463,-0.9335952997207642,0.1181034967303276,0.14212457835674286,0.07407663017511368,-0.06041552871465683,-16.42925453186035,0.0,0.0,-0.14517377316951752,0.8593518733978271,-0.17647334933280945,-1.8994723558425903,0.0,0.0,0.0014979346888139844,6.222690374000001
1782909362223512243,0.0,0.0,-0.0008159906137734652,-0.888241708278656,0.23366516828536987,-2.0482337474823,0.050876110792160034,-0.11953079700469971,-16.514606475830078,0.0,0.0,-0.13374900817871094,0.7915833592414856,-0.3491486608982086,-1.6249969005584717,0.0,0.0,0.0005079397233203053,6.423395022
1782909362424379278,0.0,0.0,-0.0007688640034757555,-0.841508686542511,0.23366516828536987,-3.8077337741851807,0.026969950646162033,-0.11953079700469971,-16.055606842041016,0.0,0.0,-0.13096077740192413,0.7217535972595215,-0.3491486608982086,-1.5910886526107788,0.0,0.0,0.0010361387394368649,6.624262057
1782909362625192161,0.0,0.0,-0.0007200657855719328,-0.7947756052017212,0.23366516828536987,-3.7771337032318115,0.003063791897147894,-0.11953079700469971,-16.13210678100586,0.0,0.0,-0.12810423970222473,0.6519238948822021,-0.3491486608982086,-1.9471251964569092,0.0,0.0,0.0015619859332218766,6.82507494
1782909362825884606,0.0,0.0,-0.0006686790729872882,-0.7480425834655762,0.23366516828536987,-4.848133563995361,-0.02084236778318882,-0.11953079700469971,-15.688406944274902,0.0,0.0,-0.12512175738811493,0.582094132900238,-0.3491486608982086,-1.6758592128753662,0.0,0.0,0.0020947318989783525,7.025767385000001
1782909363026813708,0.0,0.0,-0.0006168302497826517,-0.7003749012947083,0.23366516828536987,-5.521333694458008,-0.045226648449897766,-0.11953079700469971,-15.321206092834473,0.0,0.0,-0.1221318244934082,0.5108678340911865,-0.3491486608982086,-1.8454004526138306,0.0,0.0,0.002612321637570858,7.226696487000001
1782909363227422773,0.0,0.0,-0.0005636393907479942,-0.6536418795585632,0.23366516828536987,-6.271033763885498,-0.06913281232118607,-0.11953079700469971,-15.581306457519531,0.0,0.0,-0.1190781518816948,0.4410381019115448,-0.3491486608982086,-1.9640793800354004,0.0,0.0,0.003124106442555785,7.427305552000001
1782909363428088033,0.0,0.0,-0.0005092218052595854,-0.6069087982177734,0.23366516828536987,-7.372633934020996,-0.09303896874189377,-0.11953079700469971,-15.382406234741211,0.0,0.0,-0.11596233397722244,0.3712083697319031,-0.3491486608982086,-2.2353453636169434,0.0,0.0,0.003628966398537159,7.627970812
1782909363629033434,0.0,0.0,-0.00045369562576524913,-0.5601757764816284,0.23366516828536987,-7.877533912658691,-0.11694512516260147,-0.11953079700469971,-15.688406944274902,0.0,0.0,-0.11278598755598068,0.30137863755226135,-0.3491486608982086,-2.4048867225646973,0.0,0.0,0.0041257962584495544,7.828916213
1782909363830135512,0.0,0.0,-0.00039604169433005154,-0.5125080943107605,0.23366516828536987,-8.397733688354492,-0.14132940769195557,-0.11953079700469971,-15.122306823730469,0.0,0.0,-0.1094854474067688,0.23015230894088745,-0.3491486608982086,-2.1675288677215576,0.0,0.0,0.004623163025826216,8.030018291000001
1782909364030863901,0.0,0.0,-0.00033864565193653107,-0.4657750725746155,0.23366516828536987,-9.2698335647583,-0.16523556411266327,-0.11953079700469971,-14.969306945800781,0.0,0.0,-0.10619186609983444,0.16032257676124573,-0.3491486608982086,-2.3201160430908203,0.0,0.0,0.005100477486848831,8.230746680000001
1782909364231730270,0.0,0.0,-0.00028051104163751006,-0.41904202103614807,0.23366516828536987,-10.264333724975586,-0.18914172053337097,-0.11953079700469971,-14.969306945800781,0.0,0.0,-0.10284281522035599,0.0904928520321846,-0.3491486608982086,-2.370978355407715,0.0,0.0,0.0055665429681539536,8.431613049000001
1782909364432527227,0.0,0.0,-0.00022176398488227278,-0.37230899930000305,0.23366516828536987,-10.218433380126953,-0.21304789185523987,-0.11953079700469971,-14.020706176757812,0.0,0.0,-0.09944002330303192,0.020663119852542877,-0.3491486608982086,-2.6761527061462402,0.0,0.0,0.006020339671522379,8.632410006
1782909364633318654,0.0,0.0,-0.00016253195644821972,-0.32557594776153564,0.23366516828536987,-12.13093376159668,-0.23695404827594757,-0.11953079700469971,-14.311406135559082,0.0,0.0,-0.09598526358604431,-0.04916660860180855,-0.3491486608982086,-2.286207675933838,0.0,0.0,0.006460874807089567,8.833201433000001
1782909364834052342,0.0,0.0,-0.00010174897033721209,-0.2779082655906677,0.23366516828536987,-12.865333557128906,-0.26133832335472107,-0.11953079700469971,-13.775906562805176,0.0,0.0,-0.09240972995758057,-0.12039293348789215,-0.3491486608982086,-2.387932538986206,0.0,0.0,0.006895559374243021,9.033935121
1782909365034849980,0.0,0.0,-4.193015047349036e-05,-0.2311752289533615,0.23366516828536987,-13.186634063720703,-0.28524449467658997,-0.11953079700469971,-13.944206237792969,0.0,0.0,-0.08885549008846283,-0.19022266566753387,-0.3491486608982086,-2.642244338989258,0.0,0.0,0.00730639835819602,9.234732759
1782909365235588965,0.0,0.0,1.7983389625442214e-05,-0.1844421923160553,0.23366516828536987,-13.844533920288086,-0.3091506361961365,-0.11953079700469971,-13.102706909179688,0.0,0.0,-0.08525478094816208,-0.2600523829460144,-0.3491486608982086,-2.845693826675415,0.0,0.0,0.007701162248849869,9.435471744
1782909365436400046,0.0,0.0,7.786163041600958e-05,-0.13770915567874908,0.23366516828536987,-14.44123363494873,-0.33305680751800537,-0.11953079700469971,-12.919106483459473,0.0,0.0,-0.08160947263240814,-0.32988211512565613,-0.3491486608982086,-2.5235655307769775,0.0,0.0,0.008078984916210175,9.636282825
1782909365637154841,0.0,0.0,0.00013757463602814823,-0.09097612649202347,0.23366516828536987,-15.359233856201172,-0.35696297883987427,-0.11953079700469971,-13.056806564331055,0.0,0.0,-0.07792145758867264,-0.39971184730529785,-0.3491486608982086,-2.4387948513031006,0.0,0.0,0.00843904074281454,9.83703762
1782909365837834123,0.0,0.0,0.00019817729480564594,-0.044243089854717255,0.23366516828536987,-16.460834503173828,-0.3808691203594208,-0.11953079700469971,-12.597806930541992,0.0,0.0,-0.07411767542362213,-0.4695415794849396,-0.3491486608982086,-2.5913820266723633,0.0,0.0,0.008787174709141254,10.037716902000001
1782909366038542440,0.0,0.0,0.00025716194068081677,0.00342460535466671,0.23366516828536987,-16.91983413696289,-0.40525341033935547,-0.11953079700469971,-12.521306037902832,0.0,0.0,-0.07034927606582642,-0.5407679080963135,-0.3491486608982086,-2.947418689727783,0.0,0.0,0.009108972735702991,10.238425219
1782909366239291732,0.0,0.0,0.00031559227500110865,0.050157640129327774,0.23366516828536987,-17.66953468322754,-0.429159551858902,-0.11953079700469971,-11.955206871032715,0.0,0.0,-0.06654403358697891,-0.6105976104736328,-0.3491486608982086,-2.472703218460083,0.0,0.0,0.009410743601620197,10.439174511000001
1782909366440074337,0.0,0.0,0.00037334146327339113,0.09689067304134369,0.23366516828536987,-18.556934356689453,-0.4530657231807709,-0.11953079700469971,-11.373806953430176,0.0,0.0,-0.0627039298415184,-0.6804273724555969,-0.3491486608982086,-2.574427843093872,0.0,0.0,0.009691824205219746,10.639957116000001
1782909366640872811,0.0,0.0,0.0004302842717152089,0.1436237096786499,0.23366516828536987,-18.235633850097656,-0.47697189450263977,-0.11953079700469971,-11.15960693359375,0.0,0.0,-0.058830972760915756,-0.7502570748329163,-0.3491486608982086,-2.4387948513031006,0.0,0.0,0.009951595216989517,10.84075559
1782909366841644125,0.0,0.0,0.0004874070582445711,0.19035674631595612,0.23366516828536987,-18.970033645629883,-0.5008780360221863,-0.11953079700469971,-10.899506568908691,0.0,0.0,-0.0548488013446331,-0.8200868368148804,-0.3491486608982086,-2.7778773307800293,0.0,0.0,0.010194015689194202,11.041526904000001
1782909367042423523,0.0,0.0,0.0005423461552709341,0.23802444338798523,0.23366516828536987,-20.056333541870117,-0.5252623558044434,-0.11953079700469971,-10.868906021118164,0.0,0.0,-0.05091565102338791,-0.8913131356239319,-0.3491486608982086,-2.3540241718292236,0.0,0.0,0.010409045964479446,11.242306302000001
1782909367243199844,0.0,0.0,0.0005961122224107385,0.28475746512413025,0.23366516828536987,-20.974334716796875,-0.5491684675216675,-0.11953079700469971,-9.736706733703613,0.0,0.0,-0.04695579409599304,-0.961142897605896,-0.3491486608982086,-2.3540241718292236,0.0,0.0,0.010601184330880642,11.443082623
1782909367443960825,0.0,0.0,0.000648588640615344,0.33149051666259766,0.23366516828536987,-20.438833236694336,-0.5730746388435364,-0.11953079700469971,-9.675506591796875,0.0,0.0,-0.042971301823854446,-1.0309725999832153,-0.3491486608982086,-2.455749034881592,0.0,0.0,0.01077000517398119,11.643843604
1782909367644791328,0.0,0.0,0.0006996615557000041,0.3782235383987427,0.23366516828536987,-22.09123420715332,-0.5969808101654053,-0.11953079700469971,-9.354206085205078,0.0,0.0,-0.038964252918958664,-1.1008023023605347,-0.3491486608982086,-2.303161859512329,0.0,0.0,0.01091513130813837,11.844674107000001
1782909367845508036,0.0,0.0,0.0007501952350139618,0.4249565899372101,0.23366516828536987,-21.540433883666992,-0.6208869814872742,-0.11953079700469971,-9.032906532287598,0.0,0.0,-0.03485599905252457,-1.170632004737854,-0.3491486608982086,-2.133620500564575,0.0,0.0,0.011038416065275669,12.045390815000001
1782909368046356592,0.0,0.0,0.0007980987429618835,0.472624272108078,0.23366516828536987,-22.427833557128906,-0.6452712416648865,-0.11953079700469971,-8.742206573486328,0.0,0.0,-0.030809786170721054,-1.2418583631515503,-0.3491486608982086,-2.0658040046691895,0.0,0.0,0.011134747415781021,12.246239371000001
1782909368247042419,0.0,0.0,0.0008442745893262327,0.5193573236465454,0.23366516828536987,-22.70323371887207,-0.6691774129867554,-0.11953079700469971,-8.436206817626953,0.0,0.0,-0.02674737572669983,-1.3116880655288696,-0.3491486608982086,-2.133620500564575,0.0,0.0,0.011206565424799919,12.446925198
1782909368447777889,0.0,0.0,0.0008886227733455598,0.5660903453826904,0.23366516828536987,-23.208133697509766,-0.6930835843086243,-0.11953079700469971,-8.06900691986084,0.0,0.0,-0.022670891135931015,-1.3815178871154785,-0.3491486608982086,-2.2353453636169434,0.0,0.0,0.01125370617955923,12.647660668
1782909368648835118,0.0,0.0,-6.356666286149529e-18,0.5759586691856384,0.0,-20.11949920654297,-0.6981316804885864,0.0,-10.95479965209961,0.0,0.0,-0.021940410137176514,-1.3962633609771729,0.0,-4.272439479827881,0.0,0.0,0.011274855583906174,12.848717897
1782909368849915542,0.0,0.0,-6.356666286149529e-18,0.5759586691856384,0.0,-21.861392974853516,-0.6981316804885864,0.0,-7.551408767700195,0.0,0.0,-0.021940410137176514,-1.3962633609771729,0.0,-1.797418475151062,0.0,0.0,0.011274855583906174,13.049798321
1782909369050751973,0.0,0.0,-6.356666286149529e-18,0.5759586691856384,0.0,-21.861392974853516,-0.6981316804885864,0.0,-7.551408767700195,0.0,0.0,-0.021940410137176514,-1.3962633609771729,0.0,-1.797418475151062,0.0,0.0,0.011274855583906174,13.250634752000002
1782909369251432366,0.0,0.0,-6.356666286149529e-18,0.5759586691856384,0.0,-21.861392974853516,-0.6981316804885864,0.0,-7.551408767700195,0.0,0.0,-0.021940410137176514,-1.3962633609771729,0.0,-1.797418475151062,0.0,0.0,0.011274855583906174,13.451315145
1782909369452532754,0.0,0.0,-6.356666286149529e-18,0.5759586691856384,0.0,-21.861392974853516,-0.6981316804885864,0.0,-7.551408767700195,0.0,0.0,-0.021940410137176514,-1.3962633609771729,0.0,-1.797418475151062,0.0,0.0,0.011274855583906174,13.652415533000001
1782909369653258193,0.0,0.0,-6.356666286149529e-18,0.5759586691856384,0.0,-21.861392974853516,-0.6981316804885864,0.0,-7.551408767700195,0.0,0.0,-0.021940410137176514,-1.3962633609771729,0.0,-1.797418475151062,0.0,0.0,0.011274855583906174,13.853140972
1782909369854111013,0.0,0.0,-6.356666286149529e-18,0.5759586691856384,0.0,-21.861392974853516,-0.6981316804885864,0.0,-7.551408767700195,0.0,0.0,-0.021940410137176514,-1.3962633609771729,0.0,-1.797418475151062,0.0,0.0,0.011274855583906174,14.053993792000002
1782909370054736472,0.0,0.0,-6.356666286149529e-18,0.5759586691856384,0.0,-21.861392974853516,-0.6981316804885864,0.0,-7.551408767700195,0.0,0.0,-0.021940410137176514,-1.3962633609771729,0.0,-1.797418475151062,0.0,0.0,0.011274855583906174,14.254619251000001
1782909370255578058,0.0,0.0,-6.356666286149529e-18,0.5759586691856384,0.0,-21.861392974853516,-0.6981316804885864,0.0,-7.551408767700195,0.0,0.0,-0.021940410137176514,-1.3962633609771729,0.0,-1.797418475151062,0.0,0.0,0.011274855583906174,14.455460837
1782909370456310137,0.0,0.0,-6.356666286149529e-18,0.5759586691856384,0.0,-21.861392974853516,-0.6981316804885864,0.0,-7.551408767700195,0.0,0.0,-0.021940410137176514,-1.3962633609771729,0.0,-1.797418475151062,0.0,0.0,0.011274855583906174,14.656192916
1782909370656995387,0.0,0.0,-6.356666286149529e-18,0.5759586691856384,0.0,-21.861392974853516,-0.6981316804885864,0.0,-7.551408767700195,0.0,0.0,-0.021940410137176514,-1.3962633609771729,0.0,-1.797418475151062,0.0,0.0,0.011274855583906174,14.856878166000001
1782909370857672883,0.0,0.0,-6.356666286149529e-18,0.5759586691856384,0.0,-21.861392974853516,-0.6981316804885864,0.0,-7.551408767700195,0.0,0.0,-0.021940410137176514,-1.3962633609771729,0.0,-1.797418475151062,0.0,0.0,0.011274855583906174,15.057555662
1782909371058461458,0.0,0.0,-6.356666286149529e-18,0.5759586691856384,0.0,-21.861392974853516,-0.6981316804885864,0.0,-7.551408767700195,0.0,0.0,-0.021940410137176514,-1.3962633609771729,0.0,-1.797418475151062,0.0,0.0,0.011274855583906174,15.258344237000001
1782909371259350381,0.0,0.0,-6.356666286149529e-18,0.5759586691856384,0.0,-21.861392974853516,-0.6981316804885864,0.0,-7.551408767700195,0.0,0.0,-0.021940410137176514,-1.3962633609771729,0.0,-1.797418475151062,0.0,0.0,0.011274855583906174,15.45923316
1782909371460104268,0.0,0.0,-6.356666286149529e-18,0.5759586691856384,0.0,-21.861392974853516,-0.6981316804885864,0.0,-7.551408767700195,0.0,0.0,-0.021940410137176514,-1.3962633609771729,0.0,-1.797418475151062,0.0,0.0,0.011274855583906174,15.659987047000001
1782909371660918610,0.0,0.0,-6.356666286149529e-18,0.5759586691856384,0.0,-21.861392974853516,-0.6981316804885864,0.0,-7.551408767700195,0.0,0.0,-0.021940410137176514,-1.3962633609771729,0.0,-1.797418475151062,0.0,0.0,0.011274855583906174,15.860801389
1782909371861764001,0.0,0.0,-6.356666286149529e-18,0.5759586691856384,0.0,-21.861392974853516,-0.6981316804885864,0.0,-7.551408767700195,0.0,0.0,-0.021940410137176514,-1.3962633609771729,0.0,-1.797418475151062,0.0,0.0,0.011274855583906174,16.06164678
1782909372062792788,0.0,0.0,-6.356666286149529e-18,0.5759586691856384,0.0,-21.861392974853516,-0.6981316804885864,0.0,-7.551408767700195,0.0,0.0,-0.021940410137176514,-1.3962633609771729,0.0,-1.797418475151062,0.0,0.0,0.011274855583906174,16.262675567000002
1782909372263703399,0.0,0.0,-6.356666286149529e-18,0.5759586691856384,0.0,-21.861392974853516,-0.6981316804885864,0.0,-7.551408767700195,0.0,0.0,-0.021940410137176514,-1.3962633609771729,0.0,-1.797418475151062,0.0,0.0,0.011274855583906174,16.463586178
1782909372464469427,0.0,0.0,-6.356666286149529e-18,0.5759586691856384,0.0,-21.861392974853516,-0.6981316804885864,0.0,-7.551408767700195,0.0,0.0,-0.021940410137176514,-1.3962633609771729,0.0,-1.797418475151062,0.0,0.0,0.011274855583906174,16.664352206
1782909372665252737,0.0,0.0,-6.356666286149529e-18,0.5759586691856384,0.0,-21.861392974853516,-0.6981316804885864,0.0,-7.551408767700195,0.0,0.0,-0.021940410137176514,-1.3962633609771729,0.0,-1.797418475151062,0.0,0.0,0.011274855583906174,16.865135516000002
1782909372866035848,0.0,0.0,-6.356666286149529e-18,0.5759586691856384,0.0,-21.861392974853516,-0.6981316804885864,0.0,-7.551408767700195,0.0,0.0,-0.021940410137176514,-1.3962633609771729,0.0,-1.797418475151062,0.0,0.0,0.011274855583906174,17.065918627000002
1782909373066878450,0.0,0.0,-6.356666286149529e-18,0.5759586691856384,0.0,-21.861392974853516,-0.6981316804885864,0.0,-7.551408767700195,0.0,0.0,-0.021940410137176514,-1.3962633609771729,0.0,-1.797418475151062,0.0,0.0,0.011274855583906174,17.266761229
1782909373267511714,0.0,0.0,-6.356666286149529e-18,0.5759586691856384,0.0,-21.861392974853516,-0.6981316804885864,0.0,-7.551408767700195,0.0,0.0,-0.021940410137176514,-1.3962633609771729,0.0,-1.797418475151062,0.0,0.0,0.011274855583906174,17.467394493
1782909373468256158,-0.025090999901294708,-0.21959897875785828,-5.80380916595459,0.5668346881866455,-0.07985418289899826,-23.714868545532227,-0.7346276640892029,-0.31941673159599304,-8.753809928894043,0.0,0.0,-0.01939229853451252,-1.3563458919525146,0.34936195611953735,-2.2160491943359375,0.0,0.0,0.011332216672599316,17.668138937000002
1782909373669056759,-0.06901079416275024,-0.21959897875785828,-4.07490873336792,0.5508638620376587,-0.07985418289899826,-25.41316795349121,-0.7985110282897949,-0.31941673159599304,-9.013910293579102,0.0,0.0,-0.03353309631347656,-1.2864735126495361,0.34936195611953735,-2.5042691230773926,0.0,0.0,0.011335101909935474,17.868939538
1782909373869859303,-0.11293058842420578,-0.21959897875785828,-3.7536089420318604,0.5348929762840271,-0.07985418289899826,-26.055768966674805,-0.862394392490387,-0.31941673159599304,-10.3756103515625,0.0,0.0,-0.0478331558406353,-1.2166011333465576,0.34936195611953735,-2.521223306655884,0.0,0.0,0.011336630210280418,18.069742082
1782909374070504940,-0.15772877633571625,-0.21959897875785828,-4.5033087730407715,0.518602728843689,-0.07985418289899826,-26.606569290161133,-0.9275553822517395,-0.31941673159599304,-11.645509719848633,0.0,0.0,-0.061639852821826935,-1.1453312635421753,0.34936195611953735,-2.1990950107574463,0.0,0.0,0.011336750350892544,18.270387719000002
1782909374271381582,-0.20164857804775238,-0.21959897875785828,-3.8607089519500732,0.5026319026947021,-0.07985418289899826,-27.55516815185547,-0.9914387464523315,-0.31941673159599304,-12.45641040802002,0.0,0.0,-0.07514341920614243,-1.0754588842391968,0.34936195611953735,-2.5890398025512695,0.0,0.0,0.011335516348481178,18.471264361000003
