window_id,joint,start_time_sec,end_time_sec,center_time_sec,mean_pos,min_pos,max_pos,range_pos,pla_mean_slope,pla_max_slope,pla_min_slope,pla_mse,pla_max_error,pla_slopes,pla_intercepts,energy,direction_label,motion_label,pla_shape_label,pla_fit_label,energy_label
17,joint2,0.084926573,0.103884936,0.09439390980000001,-0.9354964790690226,-0.9354964790690224,-0.9354964790690224,0.0,-3.6615305019075565e-14,5.273319005766783e-14,-1.0787599470682238e-13,2.557634966146249e-31,8.881784197001252e-16,-0.000000;-0.000000;0.000000;0.000000,-0.935496;-0.935496;-0.935496;-0.935496,2.465190328815662e-31,stationary,small_motion,constant,good_fit,low_energy
18,joint2,0.089882483,0.108941446,0.09939183695,-0.9354964790690226,-0.9354964790690224,-0.9354964790690224,0.0,-1.932585943537694e-14,5.273319005766783e-14,-9.646642361067958e-14,2.6315906760107192e-31,8.881784197001252e-16,-0.000000;0.000000;0.000000;-0.000000,-0.935496;-0.935496;-0.935496;-0.935496,2.465190328815662e-31,stationary,small_motion,constant,good_fit,low_energy
19,joint2,0.094874782,0.113894761,0.10439804875,-0.9354964790690226,-0.9354964790690224,-0.9354964790690224,0.0,2.0388236750585366e-14,6.238996113316965e-14,-3.871821237202788e-14,1.4976031247555146e-31,7.771561172376096e-16,0.000000;0.000000;-0.000000;0.000000,-0.935496;-0.935496;-0.935496;-0.935496,2.465190328815662e-31,stationary,small_motion,constant,good_fit,low_energy
20,joint2,0.099917786,0.118896377,0.10940185955,-0.9354964790690226,-0.9354964790690224,-0.9354964790690224,0.0,-8.079374943378467e-15,6.238996113316965e-14,-6.113725671818751e-14,8.38164711797325e-32,5.551115123125783e-16,0.000000;-0.000000;0.000000;-0.000000,-0.935496;-0.935496;-0.935496;-0.935496,2.465190328815662e-31,stationary,small_motion,constant,good_fit,low_energy
21,joint2,0.104890678,0.12388581,0.11439933390000001,-0.9354964790690226,-0.9354964790690224,-0.9354964790690224,0.0,1.4901342796557997e-14,9.707087914327772e-14,-6.113725671818751e-14,9.244463733058732e-32,5.551115123125783e-16,-0.000000;0.000000;-0.000000;0.000000,-0.935496;-0.935496;-0.935496;-0.935496,2.465190328815662e-31,stationary,small_motion,constant,good_fit,low_energy
22,joint2,0.109912582,0.128899439,0.11939702360000001,-0.9354964790690226,-0.9354964790690224,-0.9354964790690224,0.0,3.369274582227795e-14,9.707087914327772e-14,-6.113725671818751e-14,7.272311470006203e-32,5.551115123125783e-16,0.000000;-0.000000;0.000000;0.000000,-0.935496;-0.935496;-0.935496;-0.935496,2.465190328815662e-31,stationary,small_motion,constant,good_fit,low_energy
23,joint2,0.114876768,0.133900424,0.12439546125000003,-0.9354964790690226,-0.9354964790690224,-0.9354964790690224,0.0,6.291926001107933e-15,9.707087914327772e-14,-6.113725671818751e-14,7.272311470006203e-32,5.551115123125783e-16,-0.000000;0.000000;0.000000;-0.000000,-0.935496;-0.935496;-0.935496;-0.935496,2.465190328815662e-31,stationary,small_motion,constant,good_fit,low_energy
24,joint2,0.119909523,0.138888104,0.129393435,-0.9354964790690226,-0.9354964790690224,-0.9354964790690224,0.0,6.885853398990518e-15,9.707087914327772e-14,-5.876154712665717e-14,3.759415251443884e-32,4.440892098500626e-16,0.000000;0.000000;-0.000000;-0.000000,-0.935496;-0.935496;-0.935496;-0.935496,2.465190328815662e-31,stationary,small_motion,constant,good_fit,low_energy
25,joint2,0.12488021,0.143876866,0.13439344765,-0.9354964790690226,-0.9354964790690224,-0.9354964790690224,0.0,-3.080351541837154e-14,3.644739973085193e-14,-5.876154712665717e-14,4.992010415851715e-32,4.440892098500626e-16,0.000000;-0.000000;-0.000000;-0.000000,-0.935496;-0.935496;-0.935496;-0.935496,2.465190328815662e-31,stationary,small_motion,constant,good_fit,low_energy
26,joint2,0.129909729,0.148911765,0.13940364704999997,-0.9354964790690226,-0.9354964790690224,-0.9354964790690224,0.0,-5.63493538724225e-14,-4.7213318151510415e-14,-6.573595408535194e-14,7.826979293989726e-32,4.440892098500626e-16,-0.000000;-0.000000;-0.000000;-0.000000,-0.935496;-0.935496;-0.935496;-0.935496,2.465190328815662e-31,stationary,small_motion,constant,good_fit,low_energy
27,joint2,0.134904202,0.153888293,0.1444012596,-0.9354964790690226,-0.9354964790690224,-0.9354964790690224,0.0,-4.2600899496674625e-14,7.780499351481094e-15,-6.573595408535194e-14,7.765349535769335e-32,4.440892098500626e-16,-0.000000;-0.000000;-0.000000;0.000000,-0.935496;-0.935496;-0.935496;-0.935496,2.465190328815662e-31,stationary,small_motion,constant,good_fit,low_energy
28,joint2,0.139920526,0.158885501,0.1494054702,-0.9354964790690226,-0.9354964790690224,-0.9354964790690224,0.0,-5.465457473842343e-15,8.978022096467197e-14,-6.573595408535194e-14,8.566536392634425e-32,4.440892098500626e-16,-0.000000;-0.000000;0.000000;0.000000,-0.935496;-0.935496;-0.935496;-0.935496,2.465190328815662e-31,stationary,small_motion,constant,good_fit,low_energy
29,joint2,0.144880393,0.163892688,0.15440772750000004,-0.9354964790690226,-0.9354964790690224,-0.9354964790690224,0.0,1.2314224026928114e-14,8.978022096467197e-14,-6.573595408535194e-14,7.395570986446986e-32,4.440892098500626e-16,-0.000000;0.000000;0.000000;0.000000,-0.935496;-0.935496;-0.935496;-0.935496,2.465190328815662e-31,stationary,small_motion,constant,good_fit,low_energy
30,joint2,0.149895625,0.168892741,0.1594012137,-0.9354964790690226,-0.9354964790690224,-0.9354964790690224,0.0,2.943368557014779e-14,8.978022096467197e-14,2.7418920875267807e-15,4.6838616247497574e-32,4.440892098500626e-16,0.000000;0.000000;0.000000;0.000000,-0.935496;-0.935496;-0.935496;-0.935496,2.465190328815662e-31,stationary,small_motion,constant,good_fit,low_energy
31,joint2,0.154883285,0.173899317,0.16440070234999998,-0.9354964790690226,-0.9354964790690224,-0.9354964790690224,0.0,1.7997682221926338e-14,8.978022096467197e-14,-3.7963514041404736e-14,6.224605580259546e-32,4.440892098500626e-16,0.000000;0.000000;0.000000;-0.000000,-0.935496;-0.935496;-0.935496;-0.935496,2.465190328815662e-31,stationary,small_motion,constant,good_fit,low_energy
