window_id,joint,start_time_sec,end_time_sec,center_time_sec,mean_pos,min_pos,max_pos,range_pos,pla_mean_slope,pla_max_slope,pla_min_slope,pla_mse,pla_max_error,pla_slopes,pla_intercepts,energy,direction_label,motion_label,pla_shape_label,pla_fit_label,energy_label
1762,joint2,8.813906609,8.832904868,8.8234141631,0.17517113392045797,0.1703848593347574,0.179957408503621,0.009572549168863603,0.5047368476177597,0.5168115524812095,0.49350245527728465,4.585566196321165e-10,7.281539371639667e-05,0.493502;0.503587;0.505046;0.516812,-4.179297;-4.268179;-4.281050;-4.384977,0.00016879891667193216,increasing,small_motion,mostly_increasing,good_fit,high_energy
1763,joint2,8.818883048,8.837907256000001,8.828407300250001,0.17769022579942548,0.1729039511901158,0.1824765002684971,0.009572549078381287,0.5074569297871332,0.5168115524812095,0.503587156654484,6.249149307373855e-11,2.1277821937282226e-05,0.503587;0.505046;0.516812;0.504383,-4.268179;-4.281050;-4.384977;-4.275214,0.0001687989157802573,increasing,small_motion,mostly_increasing,good_fit,high_energy
1764,joint2,8.823895444,8.842902019,8.833410119700002,0.1802093177061374,0.1754230430234873,0.1849955924781561,0.009572549454668816,0.5076743103047576,0.5168115524812095,0.5043827839547783,5.777119240782359e-11,2.1277821937282226e-05,0.505046;0.516812;0.504383;0.504457,-4.281050;-4.384977;-4.275214;-4.275867,0.00016879891867739515,increasing,small_motion,mostly_increasing,good_fit,high_energy
1765,joint2,8.829022668,8.847881503,8.838411851100002,0.18272840958191014,0.1779421349982444,0.1875146841747099,0.009572549176465495,0.507870715285242,0.5168115524812095,0.5043827839547783,6.095049003017267e-11,2.1277821937282226e-05,0.516812;0.504383;0.504457;0.505832,-4.384977;-4.275214;-4.275867;-4.288028,0.00016879891659069812,increasing,small_motion,mostly_increasing,good_fit,high_energy
1766,joint2,8.833912002,8.852896495000001,8.843408914700001,0.18524750146927724,0.1804612268861616,0.1900337760549799,0.009572549168818306,0.5058137701565238,0.508583771966337,0.5043827839547783,1.194100621101484e-10,3.979315473853773e-05,0.504383;0.504457;0.505832;0.508584,-4.275214;-4.275867;-4.288028;-4.312408,0.00016879891666121515,increasing,small_motion,mostly_increasing,good_fit,high_energy
1767,joint2,8.838910232,8.857909262,8.84840595425,0.18776659336249932,0.1829803189379566,0.192552867941548,0.00957254900359139,0.5057588724514888,0.508583771966337,0.5041631931346381,1.2200276559376043e-10,3.979315473853773e-05,0.504457;0.505832;0.508584;0.504163,-4.275867;-4.288028;-4.312408;-4.273275,0.00016879891533291808,increasing,small_motion,mostly_increasing,good_fit,high_energy
1768,joint2,8.843906638,8.862885651000001,8.853402756849999,0.19028568523346956,0.1854994104329002,0.1950719598261372,0.009572549393237012,0.5058903713105444,0.508583771966337,0.5041631931346381,1.3112496808862525e-10,3.979315473853773e-05,0.505832;0.508584;0.504163;0.504983,-4.288028;-4.312408;-4.273275;-4.280534,0.00016879891896551843,increasing,small_motion,mostly_increasing,good_fit,high_energy
1769,joint2,8.848890381,8.867903267,8.858406423500004,0.19280477713014643,0.1880185025468383,0.197591051698768,0.009572549151929705,0.5048143254424928,0.508583771966337,0.5015276625077923,1.482689706805477e-10,3.979315473853773e-05,0.508584;0.504163;0.504983;0.501528,-4.312408;-4.273275;-4.280534;-4.249915,0.00016879891649876252,increasing,small_motion,mostly_increasing,good_fit,high_energy
1770,joint2,8.853902076,8.872921495,8.863402842400001,0.19532386901763873,0.1905375944321621,0.2001101436039691,0.009572549171806999,0.5032156466583517,0.5049826741612037,0.5015276625077923,3.775759000989933e-11,1.2316559854758102e-05,0.504163;0.504983;0.501528;0.502189,-4.273275;-4.280534;-4.249915;-4.255769,0.0001687989166981731,increasing,small_motion,mostly_increasing,good_fit,high_energy
1771,joint2,8.858894615,8.877894066000001,8.868402775949999,0.1978429609048477,0.1930566861916904,0.2026292354899963,0.009572549298305921,0.5031894253122469,0.5049826741612037,0.5015276625077923,3.7050759638954575e-11,1.2316559854758102e-05,0.504983;0.501528;0.502189;0.504058,-4.280534;-4.249915;-4.255769;-4.272351,0.00016879891667595626,increasing,small_motion,mostly_increasing,good_fit,high_energy
1772,joint2,8.863887525,8.882927362,8.873402955900001,0.20036205279201594,0.1955757784030112,0.2051483273866905,0.009572548983679291,0.5023154225619911,0.5040583077502188,0.5014866631601809,4.4340025487459306e-11,1.1992883321154668e-05,0.501528;0.502189;0.504058;0.501487,-4.249915;-4.255769;-4.272351;-4.249510,0.00016879891689039567,increasing,small_motion,mostly_increasing,good_fit,high_energy
1773,joint2,8.868902887,8.887877331,8.87839977705,0.20288114467967308,0.1980948701005926,0.2076674193670475,0.0095725492664549,0.5037286794939585,0.5071806902356617,0.5014866631601809,2.681989447114254e-11,1.1193171427975601e-05,0.502189;0.504058;0.501487;0.507181,-4.255769;-4.272351;-4.249510;-4.300095,0.0001687989165643149,increasing,small_motion,mostly_increasing,good_fit,high_energy
1774,joint2,8.873894644,8.892900738,8.883395477050001,0.20540023656598927,0.2006139619810367,0.2101865111529628,0.009572549171926098,0.5041473086013496,0.5071806902356617,0.5014866631601809,3.0293271956130814e-11,1.1193171427975601e-05,0.504058;0.501487;0.507181;0.503864,-4.272351;-4.249510;-4.300095;-4.270616,0.00016879891668200266,increasing,small_motion,mostly_increasing,good_fit,high_energy
1775,joint2,8.878902392,8.897879611,8.888390561400001,0.2079193284531949,0.2031330538673526,0.212705603038497,0.009572549171144418,0.5040825035431189,0.5071806902356617,0.5014866631601809,2.7802495328074216e-11,1.1193171427975601e-05,0.501487;0.507181;0.503864;0.503799,-4.249510;-4.300095;-4.270616;-4.270040,0.00016879891670802146,increasing,small_motion,mostly_increasing,good_fit,high_energy
1776,joint2,8.8839045,8.902890765,8.893389880250002,0.21043842034009805,0.2056521457513369,0.2152246948987919,0.009572549147455006,0.5048405600151213,0.5071806902356617,0.503799087517296,1.7904904307780146e-11,9.787832632446314e-06,0.507181;0.503864;0.503799;0.504519,-4.300095;-4.270616;-4.270040;-4.276452,0.00016879891689453274,increasing,small_motion,mostly_increasing,good_fit,high_energy
1777,joint2,8.888896928000001,8.907884166,8.8983898568,0.21295751222217713,0.208171237626721,0.2177437867454239,0.009572549118702922,0.5034963989461624,0.5045188890481909,0.5018040459598258,3.9197389704831866e-11,1.8426168994167824e-05,0.503864;0.503799;0.504519;0.501804,-4.270616;-4.270040;-4.276452;-4.252278,0.00016879891563643788,increasing,small_motion,mostly_increasing,good_fit,high_energy
1778,joint2,8.893881913000001,8.912891233,8.903389260300003,0.21547660411435698,0.2106903295299895,0.2202628787028349,0.00957254917284539,0.5030064363204232,0.5045188890481909,0.5018040459598258,3.892288752199865e-11,1.8426168994167824e-05,0.503799;0.504519;0.501804;0.501904,-4.270040;-4.276452;-4.252278;-4.253151,0.0001687989166736964,increasing,small_motion,mostly_increasing,good_fit,high_energy
1779,joint2,8.898886054,8.917890615000001,8.908392082350002,0.2179956960017167,0.2132094214162725,0.2227819705879374,0.00957254917166489,0.502819737473049,0.5045188890481909,0.5018040459598258,4.624494026271707e-11,1.8426168994167824e-05,0.504519;0.501804;0.501904;0.503052,-4.276452;-4.252278;-4.253151;-4.263387,0.00016879891676924272,increasing,small_motion,mostly_increasing,good_fit,high_energy
1780,joint2,8.903890606000001,8.922885178000001,8.913390438450001,0.22051478789003037,0.2157285133062991,0.2253010626295877,0.009572549323288604,0.5029432570435795,0.5050129673303132,0.5018040459598258,4.123013399706529e-11,1.8426168994167824e-05,0.501804;0.501904;0.503052;0.505013,-4.252278;-4.253151;-4.263387;-4.280870,0.00016879891716226088,increasing,small_motion,mostly_increasing,good_fit,high_energy
1781,joint2,8.908873286,8.927899628,8.918389638150002,0.22303387977965278,0.2182476052853914,0.227820154133659,0.009572548848267609,0.5031198736613963,0.5050129673303132,0.50190372275638,2.341795571147731e-11,1.0265687557853287e-05,0.501904;0.503052;0.505013;0.502511,-4.253151;-4.263387;-4.280870;-4.258542,0.00016879891534048332,increasing,small_motion,mostly_increasing,good_fit,high_energy
1782,joint2,8.913890572,8.932882729000001,8.9233917684,0.22555297166279836,0.2207666970795543,0.2303392462509021,0.00957254917134781,0.5037717167380994,0.5050129673303132,0.5025105124310929,3.378735601495484e-11,1.6407417712527295e-05,0.503052;0.505013;0.502511;0.504511,-4.263387;-4.280870;-4.258542;-4.276404,0.00016879891659466516,increasing,small_motion,mostly_increasing,good_fit,high_energy
1783,joint2,8.918889533,8.937884997000001,8.928392097149999,0.2280720635500347,0.2232857889641977,0.2328583381370741,0.009572549172876393,0.5044583447535107,0.5057988041894445,0.5025105124310929,2.79664439947966e-11,1.6407417712527295e-05,0.505013;0.502511;0.504511;0.505799,-4.280870;-4.258542;-4.276404;-4.287915,0.00016879891677274383,increasing,small_motion,mostly_increasing,good_fit,high_energy
1784,joint2,8.923888054,8.942886783,8.933393841100001,0.23059115542970865,0.2258048808261366,0.2353774299039166,0.009572549077780018,0.5045549508159443,0.5057988041894445,0.5025105124310929,2.62915177518401e-11,1.6407417712527295e-05,0.502511;0.504511;0.505799;0.505399,-4.258542;-4.276404;-4.287915;-4.284352,0.0001687989158433095,increasing,small_motion,mostly_increasing,good_fit,high_energy
1785,joint2,8.928891173,8.947894621000001,8.938396531299999,0.23311024733574204,0.2283239726620269,0.2378965220997804,0.009572549437753514,0.5052788731964739,0.5057988041894445,0.5045110950631922,3.1108790138159476e-11,1.6407417712527295e-05,0.504511;0.505799;0.505399;0.505406,-4.276404;-4.287915;-4.284352;-4.284426,0.00016879891855489423,increasing,small_motion,mostly_increasing,good_fit,high_energy
1786,joint2,8.933897929,8.952899313000001,8.94340401405,0.2356293392116245,0.2308430646291901,0.2404156138044664,0.009572549175276307,0.5066880654178366,0.5101478639486431,0.5053993915800478,2.1435979845241325e-10,5.366363555750486e-05,0.505799;0.505399;0.505406;0.510148,-4.287915;-4.284352;-4.284426;-4.326887,0.00016879891654161296,increasing,small_motion,mostly_increasing,good_fit,high_energy
1787,joint2,8.938898423000001,8.957892954,8.948403759700001,0.23814843109878897,0.2333621565141639,0.2429347056853084,0.009572549171144501,0.5059975472109354,0.5101478639486431,0.5030367313618394,2.137279782474332e-10,5.366363555750486e-05,0.505399;0.505406;0.510148;0.503037,-4.284352;-4.284426;-4.326887;-4.263217,0.00016879891671945973,increasing,small_motion,mostly_increasing,good_fit,high_energy
1788,joint2,8.94392195,8.962894661,8.953405785300003,0.24066752299193364,0.2358812485520172,0.2454537975712192,0.009572549019202015,0.5056941761612841,0.5101478639486431,0.5030367313618394,2.3799069252176385e-10,5.366363555750486e-05,0.505406;0.510148;0.503037;0.504186,-4.284426;-4.326887;-4.263217;-4.273514,0.00016879891546418518,increasing,small_motion,mostly_increasing,good_fit,high_energy
1789,joint2,8.948894582000001,8.967891127,8.95840687905,0.24318661486361673,0.2384003400704903,0.2479728894563617,0.009572549385871404,0.5066250396907601,0.5101478639486431,0.5030367313618394,2.2758705113049327e-10,5.366363555750486e-05,0.510148;0.503037;0.504186;0.509130,-4.326887;-4.263217;-4.273514;-4.317844,0.00016879891889430597,increasing,small_motion,mostly_increasing,good_fit,high_energy
1790,joint2,8.953890648,8.972884147,8.963397938800002,0.24570570675981745,0.2409194321772316,0.250491981331959,0.009572549154727383,0.5053380643131352,0.5091296560711152,0.5030367313618394,2.8163592936179826e-11,1.9489406985151447e-05,0.503037;0.504186;0.509130;0.505000,-4.263217;-4.273514;-4.317844;-4.280814,0.00016879891644178008,increasing,small_motion,mostly_increasing,good_fit,high_energy
1791,joint2,8.9588955,8.977918505,8.968399795,0.2482247986472788,0.243438524062431,0.2530110732342816,0.00957254917185063,0.5055089631071958,0.5091296560711152,0.503720326538082,4.485127679669614e-11,1.9489406985151447e-05,0.504186;0.509130;0.505000;0.503720,-4.273514;-4.317844;-4.280814;-4.269341,0.00016879891670449032,increasing,small_motion,mostly_increasing,good_fit,high_energy
1792,joint2,8.963931631000001,8.982910614,8.97339823165,0.25074389053451285,0.2459576158309193,0.2555301651203416,0.009572549289422305,0.5047448558230909,0.5091296560711152,0.501129478245023,2.2690867978114738e-11,1.1334183698197275e-05,0.509130;0.505000;0.503720;0.501129,-4.317844;-4.280814;-4.269341;-4.246069,0.00016879891674647884,increasing,small_motion,mostly_increasing,good_fit,high_energy
1793,joint2,8.968892731,8.987908463,8.978395975099998,0.25326298242171325,0.2484767080248318,0.2580492570147976,0.00957254898996579,0.5036117043952142,0.5049999624381439,0.501129478245023,2.8667798329158713e-11,1.1334183698197275e-05,0.505000;0.503720;0.501129;0.504597,-4.280814;-4.269341;-4.246069;-4.277216,0.0001687989169175425,increasing,small_motion,mostly_increasing,good_fit,high_energy
1794,joint2,8.973923332,8.992893658,8.983397392449998,0.25578207430911043,0.2509957997303846,0.2605683489880448,0.009572549257660212,0.5035885285128023,0.504907258908496,0.501129478245023,2.902114416896857e-11,1.1334183698197275e-05,0.503720;0.501129;0.504597;0.504907,-4.269341;-4.246069;-4.277216;-4.280007,0.00016879891645688646,increasing,small_motion,mostly_increasing,good_fit,high_energy
1795,joint2,8.978890232000001,8.997895374,8.98839483875,0.25830116619555854,0.2535148916113519,0.2630874407833161,0.009572549171964206,0.502758794376176,0.504907258908496,0.5004013899915769,1.7575989824156334e-11,9.500972278253528e-06,0.501129;0.504597;0.504907;0.500401,-4.246069;-4.277216;-4.280007;-4.239477,0.0001687989166675966,increasing,small_motion,mostly_increasing,good_fit,high_energy
1796,joint2,8.983902449,9.002896349,8.9933942308,0.2608202580828262,0.2560339834977139,0.2656065326697732,0.009572549172059297,0.5034254883199534,0.504907258908496,0.5004013899915769,1.5626035499611265e-11,9.500972278253528e-06,0.504597;0.504907;0.500401;0.503796,-4.277216;-4.280007;-4.239477;-4.270017,0.00016879891678010927,increasing,small_motion,mostly_increasing,good_fit,high_energy
1797,joint2,8.988904265,9.007886544,8.9983914462,0.26333934996963904,0.2585530753824674,0.2681256245337025,0.009572549151235066,0.5033450021323049,0.504907258908496,0.5004013899915769,8.284446390408475e-12,9.500972278253528e-06,0.504907;0.500401;0.503796;0.504275,-4.280007;-4.239477;-4.270017;-4.274327,0.0001687989169203316,increasing,small_motion,mostly_increasing,good_fit,high_energy
1798,joint2,8.993879321000001,9.012894703,9.003391128350001,0.26585844185224883,0.261072167259007,0.2706447163670296,0.009572549108022577,0.5031694471227698,0.5042751056090146,0.5004013899915769,7.909630867684739e-12,9.500972278253528e-06,0.500401;0.503796;0.504275;0.504205,-4.239477;-4.270017;-4.274327;-4.273700,0.0001687989155739251,increasing,small_motion,mostly_increasing,good_fit,high_energy
1799,joint2,8.998893702,9.017890297,9.008395611000001,0.268377533744032,0.263591259160334,0.2731638083323329,0.009572549171998901,0.5054292972996107,0.5094407906989405,0.5037962540201322,9.28971789673006e-12,8.505519973611708e-06,0.503796;0.504275;0.504205;0.509441,-4.270017;-4.274327;-4.273700;-4.320916,0.00016879891663670218,increasing,small_motion,mostly_increasing,good_fit,high_energy
1800,joint2,9.003889387000001,9.02288476,9.013394065149999,0.27089662563131855,0.2661103510468425,0.2756829002185572,0.009572549171714684,0.5055092973612854,0.5094407906989405,0.5041162542668309,8.946768492360901e-12,8.505519973611708e-06,0.504275;0.504205;0.509441;0.504116,-4.274327;-4.273700;-4.320916;-4.272900,0.00016879891681184525,increasing,small_motion,mostly_increasing,good_fit,high_energy
1801,joint2,9.008899279,9.027889001,9.018395025600002,0.27341571751966204,0.2686294429364508,0.2782019922427592,0.009572549306308409,0.5053832314215554,0.5094407906989405,0.5037708418500945,9.604668480044337e-12,8.505519973611708e-06,0.504205;0.509441;0.504116;0.503771,-4.273700;-4.320916;-4.272900;-4.269786,0.0001687989171300996,increasing,small_motion,mostly_increasing,good_fit,high_energy
1802,joint2,9.013946481,9.032892401,9.023395794149998,0.2759348094095983,0.2711485349054348,0.2807210837736065,0.009572548868171715,0.5051524836541534,0.5094407906989405,0.5032820478007478,1.0879718726516862e-11,8.505519973611708e-06,0.509441;0.504116;0.503771;0.503282,-4.320916;-4.272900;-4.269786;-4.265374,0.00016879891539433423,increasing,small_motion,mostly_increasing,good_fit,high_energy
1803,joint2,9.018886591,9.037885571,9.02839013465,0.2784539012926136,0.2736676267103108,0.2832401758821721,0.009572549171861289,0.5040097438248587,0.504869831381762,0.5032820478007478,3.40197440173232e-12,5.143618565794927e-06,0.504116;0.503771;0.503282;0.504870,-4.272900;-4.269786;-4.265374;-4.279714,0.0001687989165434133,increasing,small_motion,mostly_increasing,good_fit,high_energy
1804,joint2,9.023886514,9.042884272,9.03339129805,0.28097299317994157,0.27618671859332,0.2857592677673661,0.009572549174046097,0.5041283523016465,0.504869831381762,0.5032820478007478,9.137294650952645e-12,9.417277033740845e-06,0.503771;0.503282;0.504870;0.504591,-4.269786;-4.265374;-4.279714;-4.277198,0.00016879891677998036,increasing,small_motion,mostly_increasing,good_fit,high_energy
1805,joint2,9.028892368,9.047888573,9.03839137785,0.28349208506020074,0.2787058104607318,0.288278359539186,0.009572549078454229,0.5041206076260097,0.504869831381762,0.5032820478007478,9.432338310778878e-12,9.417277033740845e-06,0.503282;0.504870;0.504591;0.503740,-4.265374;-4.279714;-4.277198;-4.269505,0.0001687989158966669,increasing,small_motion,mostly_increasing,good_fit,high_energy
1806,joint2,9.033894225,9.052903865,9.04339527735,0.28601117696502476,0.2812249022908943,0.2907974517215796,0.009572549430685307,0.5047100639322184,0.5056398730255819,0.5037398631475473,6.279294388228277e-11,2.808678169863299e-05,0.504870;0.504591;0.503740;0.505640,-4.279714;-4.277198;-4.269505;-4.286712,0.00016879891851067982,increasing,small_motion,mostly_increasing,good_fit,high_energy
1807,joint2,9.038892485,9.057901804,9.04840060555,0.28853026884137606,0.2837439942594972,0.2933165434342442,0.00957254917474698,0.5046513438295954,0.5056398730255819,0.5037398631475473,6.64487253539502e-11,2.808678169863299e-05,0.504591;0.503740;0.505640;0.504635,-4.277198;-4.269505;-4.286712;-4.277619,0.0001687989164799376,increasing,small_motion,mostly_increasing,good_fit,high_energy
1808,joint2,9.043885685,9.062894704,9.05340172225,0.2910493607284527,0.2862630861445687,0.2958356353156075,0.009572549171038836,0.5046368307023544,0.5056398730255819,0.5037398631475473,6.220123736440553e-11,2.808678169863299e-05,0.503740;0.505640;0.504635;0.504533,-4.269505;-4.286712;-4.277619;-4.276690,0.00016879891673611387,increasing,small_motion,mostly_increasing,good_fit,high_energy
1809,joint2,9.048888103,9.067898374,9.05840190975,0.29356845262131914,0.2887821781653077,0.2983547272014277,0.009572549036119982,0.5043109290191778,0.5056398730255819,0.502436256414841,6.247976095276453e-11,2.808678169863299e-05,0.505640;0.504635;0.504533;0.502436,-4.286712;-4.277619;-4.276690;-4.257686,0.00016879891561384812,increasing,small_motion,mostly_increasing,good_fit,high_energy
1810,joint2,9.05390102,9.072896714,9.063398656799999,0.2960875444934315,0.2913012697073789,0.3008738190872622,0.009572549379883277,0.5042315453112824,0.5053223381940001,0.502436256414841,7.964217064846165e-12,7.21210478454859e-06,0.504635;0.504533;0.502436;0.505322,-4.277619;-4.276690;-4.257686;-4.283861,0.0001687989188006695,increasing,small_motion,mostly_increasing,good_fit,high_energy
1811,joint2,9.058897306,9.077925792,9.0684004318,0.29860663638928914,0.2938203618075743,0.303392910966453,0.009572549158878674,0.5024117004086973,0.5053223381940001,0.4973555713609305,2.3323608926633625e-11,1.592894625540575e-05,0.504533;0.502436;0.505322;0.497356,-4.276690;-4.257686;-4.283861;-4.211572,0.00016879891638661772,increasing,small_motion,mostly_increasing,good_fit,high_energy
1812,joint2,9.063889355,9.082898063,9.07340662175,0.3011257282767309,0.2963394536927408,0.305912002864666,0.009572549171925238,0.5031643710545924,0.507543318248598,0.4973555713609305,2.6008087223687267e-11,1.592894625540575e-05,0.502436;0.505322;0.497356;0.507543,-4.257686;-4.283861;-4.211572;-4.304056,0.00016879891673112898,increasing,small_motion,mostly_increasing,good_fit,high_energy
1813,joint2,9.068909245,9.087887106,9.078407050300001,0.30364482016400063,0.298858545463009,0.3084310947510937,0.009572549288084709,0.5037387512653249,0.507543318248598,0.4973555713609305,2.563668182905658e-11,1.592894625540575e-05,0.505322;0.497356;0.507543;0.504734,-4.283861;-4.211572;-4.304056;-4.278534,0.00016879891687133494,increasing,small_motion,mostly_increasing,good_fit,high_energy
1814,joint2,9.073890874,9.092889934,9.0834061933,0.3061639120514469,0.3013776376455874,0.3109501866445976,0.009572548999010222,0.5031769054620691,0.507543318248598,0.4973555713609305,2.7216046639971648e-11,1.592894625540575e-05,0.497356;0.507543;0.504734;0.503075,-4.211572;-4.304056;-4.278534;-4.263459,0.00016879891692732915,increasing,small_motion,mostly_increasing,good_fit,high_energy
1815,joint2,9.078927877,9.09790196,9.088405905950001,0.30868300393892467,0.3038967293599182,0.31346927860859,0.009572549248671791,0.5058097457167122,0.5078869323795031,0.503074954980977,1.001302850217829e-11,5.1499206126237596e-06,0.507543;0.504734;0.503075;0.507887,-4.304056;-4.278534;-4.263459;-4.307234,0.00016879891640048315,increasing,small_motion,mostly_increasing,good_fit,high_energy
1816,joint2,9.083896952,9.102883879,9.09340196565,0.3112020958254947,0.3064158212416901,0.3159883704136499,0.009572549171959821,0.5053858416119079,0.5078869323795031,0.503074954980977,1.4475939530706148e-11,8.390898444510242e-06,0.504734;0.503075;0.507887;0.505848,-4.278534;-4.263459;-4.307234;-4.288691,0.00016879891666425736,increasing,small_motion,mostly_increasing,good_fit,high_energy
1817,joint2,9.088887276,9.107898049,9.098402896,0.3137211877126583,0.3089349131283683,0.3185074622994346,0.009572549171066314,0.5052452041819194,0.5078869323795031,0.503074954980977,1.989385700547852e-11,8.390898444510242e-06,0.503075;0.507887;0.505848;0.504171,-4.263459;-4.307234;-4.288691;-4.273432,0.000168798916816385,increasing,small_motion,mostly_increasing,good_fit,high_energy
1818,joint2,9.093938607,9.112892221,9.10340297135,0.3162402795992246,0.3114540050131289,0.3210265541621391,0.009572549149010179,0.5054892526376477,0.5078869323795031,0.50405114880389,1.7516378733879836e-11,8.390898444510242e-06,0.507887;0.505848;0.504171;0.504051,-4.307234;-4.288691;-4.273432;-4.272338,0.00016879891682279507,increasing,small_motion,mostly_increasing,good_fit,high_energy
1819,joint2,9.098899095,9.117893707,9.1084010128,0.31875937148262656,0.3139730968918082,0.3235456459969965,0.009572549105188288,0.503814375866332,0.5058477018293812,0.5011874252942404,4.178100401441276e-11,1.6850426771297666e-05,0.505848;0.504171;0.504051;0.501187,-4.288691;-4.273432;-4.272338;-4.246240,0.0001687989156002879,increasing,small_motion,mostly_increasing,good_fit,high_energy
1820,joint2,9.103888578,9.122924288,9.113401100650002,0.32127846337378674,0.3164921887906597,0.3260647379629633,0.009572549172303602,0.5019787741196629,0.5041712275378162,0.49850529484270445,4.0891439425107585e-11,1.6850426771297666e-05,0.504171;0.504051;0.501187;0.498505,-4.273432;-4.272338;-4.246240;-4.221762,0.00016879891662018926,increasing,small_motion,mostly_increasing,good_fit,high_energy
1821,joint2,9.108895996,9.127896358,9.118403322549998,0.32379755526103393,0.3190112806767802,0.3285838298483368,0.009572549171556588,0.5021160928457084,0.5047205024419986,0.49850529484270445,5.652254542600397e-11,1.6850426771297666e-05,0.504051;0.501187;0.498505;0.504721,-4.272338;-4.246240;-4.221762;-4.278456,0.00016879891682325672,increasing,small_motion,mostly_increasing,good_fit,high_energy
1822,joint2,9.113887453,9.132889068,9.123402501700001,0.32631664714910624,0.3215303725720693,0.3311029218565329,0.009572549284463605,0.5020749924775384,0.5047205024419986,0.49850529484270445,5.670360960903044e-11,1.6850426771297666e-05,0.501187;0.498505;0.504721;0.503887,-4.246240;-4.221762;-4.278456;-4.270840,0.00016879891692701688,increasing,small_motion,mostly_increasing,good_fit,high_energy
1823,joint2,9.118890752,9.137914749,9.1284031836,0.32883573903860464,0.3240494645313774,0.3336220134093546,0.009572548877977205,0.5035122269845331,0.5069363633222195,0.49850529484270445,4.5176402766591025e-11,1.3366210344756269e-05,0.498505;0.504721;0.503887;0.506936,-4.221762;-4.278456;-4.270840;-4.298710,0.0001687989154273163,increasing,small_motion,mostly_increasing,good_fit,high_energy
1824,joint2,9.123888491,9.142917137,9.1334025395,0.33135483092205675,0.3265685563397147,0.3361411055127776,0.009572549173062883,0.5048819959425362,0.5069363633222195,0.50388674733121,4.9649896604324755e-11,1.3366210344756269e-05,0.504721;0.503887;0.506936;0.503984,-4.278456;-4.270840;-4.298710;-4.271739,0.0001687989165552322,increasing,small_motion,mostly_increasing,good_fit,high_energy
1825,joint2,9.128892121,9.147898154,9.1384013018,0.33387392280941586,0.3290876482256895,0.3386601973980934,0.00957254917240391,0.5055362903905931,0.5073376802342263,0.50388674733121,3.47046798375523e-11,1.0778592090809891e-05,0.503887;0.506936;0.503984;0.507338,-4.270840;-4.298710;-4.271739;-4.302408,0.0001687989168458585,increasing,small_motion,mostly_increasing,good_fit,high_energy
1826,joint2,9.133926389,9.152885654,9.143406181149999,0.33639301469067545,0.331606740097933,0.3411792891706984,0.00957254907276539,0.5067448093727603,0.5087208232598788,0.5039843706747169,9.7977182913202e-11,2.9860765311084947e-05,0.506936;0.503984;0.507338;0.508721,-4.298710;-4.271739;-4.302408;-4.315088,0.0001687989158985124,increasing,small_motion,mostly_increasing,good_fit,high_energy
1827,joint2,9.138921593,9.157894804,9.148402687749998,0.33891210659430027,0.334125831926336,0.3436983813431844,0.00957254941684843,0.5061291833418946,0.5087208232598788,0.5039843706747169,8.328660159689184e-11,2.9860765311084947e-05,0.503984;0.507338;0.508721;0.504474,-4.271739;-4.302408;-4.315088;-4.276219,0.00016879891838596207,increasing,small_motion,mostly_increasing,good_fit,high_energy
1828,joint2,9.143929922,9.162878096,9.15340000885,0.34143119847069225,0.3366449238898479,0.3462174730642555,0.009572549174407585,0.5061162153366388,0.5087208232598788,0.5039324986536932,8.008393129261336e-11,2.9860765311084947e-05,0.507338;0.508721;0.504474;0.503932,-4.302408;-4.315088;-4.276219;-4.271261,0.0001687989164228362,increasing,small_motion,mostly_increasing,good_fit,high_energy
1829,joint2,9.148896011,9.167918395,9.15840058405,0.343950290357985,0.3391640157750286,0.3487365649467131,0.009572549171684541,0.5041092291196086,0.5087208232598788,0.4993097353661059,7.836993367869142e-11,2.9860765311084947e-05,0.508721;0.504474;0.503932;0.499310,-4.315088;-4.276219;-4.271261;-4.228896,0.00016879891678753232,increasing,small_motion,mostly_increasing,good_fit,high_energy
1830,joint2,9.153900593,9.17289824,9.163397681700001,0.34646938225080126,0.3416831077812832,0.3512556568317313,0.009572549050448131,0.5030473936600075,0.5044738591987565,0.4993097353661059,1.8830104381332366e-11,1.0324652455651062e-05,0.504474;0.503932;0.499310;0.504473,-4.276219;-4.271261;-4.228896;-4.276228,0.0001687989158028937,increasing,small_motion,mostly_increasing,good_fit,high_energy
1831,joint2,9.158882372,9.177892082,9.168397151400002,0.34898847412377537,0.3442021993377091,0.3537747487178171,0.009572549380107986,0.5032487937251833,0.5052794594594596,0.4993097353661059,1.9302028602656114e-11,1.0324652455651062e-05,0.503932;0.499310;0.504473;0.505279,-4.271261;-4.228896;-4.276228;-4.283623,0.00016879891877768024,increasing,small_motion,mostly_increasing,good_fit,high_energy
1832,joint2,9.163894768,9.18288423,9.17339582905,0.3515075660190103,0.3467212914382687,0.3562938406062805,0.009572549168011812,0.5033985308696609,0.5052794594594596,0.4993097353661059,1.1448204273834678e-11,6.3227728359649404e-06,0.499310;0.504473;0.505279;0.504531,-4.228896;-4.276228;-4.283623;-4.276760,0.00016879891627387904,increasing,small_motion,mostly_increasing,good_fit,high_energy
