segment_id,joint,start_time_sec,end_time_sec,duration_sec,phase,label,slope,intercept,start_position,end_position,mean_position
0,joint2,0.0,2.809894323348999,2.809894323348999,home,constant,0.0,-0.93549644947052,-0.93549644947052,-0.93549644947052,-0.93549644947052
1,joint2,3.0106160640716553,5.820791006088257,2.8101749420166016,gripper_opening,constant,0.0,-0.93549644947052,-0.93549644947052,-0.93549644947052,-0.93549644947052
2,joint2,6.0216100215911865,12.846238374710083,6.8246283531188965,pick,ramp_up,0.23670046211355658,-2.36003213249539,-0.9347142577171326,0.6806784272193909,-0.12701791524887085
3,joint2,13.047067165374756,15.857414722442627,2.810347557067871,pick,constant,0.0,0.6806784272193909,0.6806784272193909,0.6806784272193909,0.6806784272193909
4,joint2,16.058157920837402,16.861101865768433,0.8029439449310303,gripper_closing,constant,-2.351245013564149e-16,0.6806784272193948,0.6806784272193909,0.6806784272193909,0.6806784272193909
5,joint2,17.061856269836426,17.86523413658142,0.8033778667449951,gripper_closing,ramp_down,-0.049721361152728134,1.5375720463715523,0.6806784272193909,0.6378804445266724,0.6692608237266541
6,joint2,18.06588315963745,19.872496604919434,1.8066134452819824,lift,ramp_down,-0.09609092316369836,2.3458988595406973,0.609931468963623,0.4363323152065277,0.5231318920850754
7,joint2,20.07358193397522,21.880254983901978,1.8066730499267578,place,ramp_up,0.22219058898330582,-4.023828677708074,0.4363323152065277,0.8377580642700195,0.6370451897382736
8,joint2,22.080994606018066,22.88396954536438,0.8029749393463135,place,constant,1.9602265313173804e-17,0.837758064270019,0.8377580642700195,0.8377580642700195,0.8377580642700195
9,joint2,23.084717512130737,23.88765811920166,0.8029406070709229,gripper_opening,constant,3.1103312916839607e-16,0.8377580642700121,0.8377580642700195,0.8377580642700195,0.8377580642700195
10,joint2,24.088404417037964,24.891262531280518,0.8028581142425537,gripper_opening,ramp_down,-0.13953523676180912,4.222265639066896,0.8377580642700195,0.7211270332336426,0.805064582824707
11,joint2,25.091941118240356,26.898268938064575,1.8063278198242188,retract,ramp_down,-0.20598677413002253,5.819940326389608,0.6513323187828064,0.279252678155899,0.4652924984693527
12,joint2,27.099015474319458,31.91637659072876,4.817361116409302,return_home,ramp_down,-0.25216069509272165,7.112559256488714,0.279252678155899,-0.93549644947052,-0.3281218856573105
