segment_id,joint,start_time_sec,end_time_sec,duration_sec,phase,label,slope,intercept,start_position,end_position,mean_position
0,joint2,0.0,0.8031058311462402,0.8031058311462402,home,constant,8.529270455457662e-16,-0.9354964494705202,-0.93549644947052,-0.93549644947052,-0.93549644947052
1,joint2,1.0039043426513672,3.814375162124634,2.8104708194732666,gripper_opening,constant,0.0,-0.93549644947052,-0.93549644947052,-0.93549644947052,-0.93549644947052
2,joint2,4.015284538269043,10.84022068977356,6.824936151504517,pick,ramp_up,0.23680439506142995,-1.8863334755548338,-0.93549644947052,0.6806784272193909,-0.12740901112556458
3,joint2,11.040977001190186,13.851365327835083,2.8103883266448975,pick,constant,0.0,0.6806784272193909,0.6806784272193909,0.6806784272193909,0.6806784272193909
4,joint2,14.051987886428833,14.854813575744629,0.8028256893157959,gripper_closing,constant,1.6701760139547772e-16,0.6806784272193883,0.6806784272193909,0.6806784272193909,0.6806784272193909
5,joint2,15.055540561676025,15.858457803726196,0.8029172420501709,gripper_closing,ramp_down,-0.04503029410260086,1.3665234095152563,0.6806784272193909,0.641234278678894,0.670490562915802
6,joint2,16.059091091156006,17.86577272415161,1.8066816329956055,lift,ramp_down,-0.0979436798837442,2.186171839776562,0.6132853627204895,0.4363323152065277,0.5248088389635086
7,joint2,18.066555738449097,19.873295068740845,1.806739330291748,place,ramp_up,0.22218243790523481,-3.5777390833129026,0.4363323152065277,0.8377580642700195,0.6370451897382736
8,joint2,20.074034214019775,20.87684655189514,0.8028123378753662,place,constant,-2.975271882842199e-16,0.8377580642700259,0.8377580642700195,0.8377580642700195,0.8377580642700195
9,joint2,21.077537536621094,21.880489826202393,0.8029522895812988,gripper_opening,constant,1.2744556253023974e-16,0.8377580642700166,0.8377580642700195,0.8377580642700195,0.8377580642700195
10,joint2,22.081250190734863,22.88426184654236,0.8030116558074951,gripper_opening,ramp_down,-0.12700732027529638,3.663887326172652,0.8377580642700195,0.7295023798942566,0.8084147334098816
11,joint2,23.084996938705444,24.892225742340088,1.8072288036346436,retract,ramp_down,-0.21051843934888706,5.519525193353526,0.6597076654434204,0.279252678155899,0.46948017179965973
12,joint2,25.09297013282776,27.903809547424316,2.8108394145965576,return_home,ramp_down,-0.24692175632330926,6.475252934722072,0.279252678155899,-0.4148047268390655,-0.06777602434158325
