segment_id,joint,start_time_sec,end_time_sec,duration_sec,phase,label,slope,intercept,start_velocity,end_velocity,mean_velocity
0,joint3,0.0,2.8105406761169434,2.8105406761169434,gripper_opening,constant,0.0,0.0,0.0,0.0,0.0
1,joint3,3.0111899375915527,3.814999580383301,0.803809642791748,gripper_opening,ramp_down,-0.13242557621241574,0.4253653016851534,0.0,-0.1330218613147735,-0.0266043722629547
2,joint3,4.01574444770813,9.836874961853027,5.8211305141448975,pick,constant,0.0,-0.1330218613147735,-0.1330218613147735,-0.1330218613147735,-0.1330218613147735
3,joint3,10.037532091140747,10.840471029281616,0.8029389381408691,pick,ramp_up,0.15998990378238323,-1.7077571585221842,-0.1330218613147735,0.0,-0.0376253396272659
4,joint3,11.041079998016357,12.848512172698975,1.8074321746826172,pick,constant,0.0,0.0,0.0,0.0,0.0
5,joint3,13.049236297607422,14.856017351150513,1.8067810535430908,gripper_closing,constant,0.0,0.0,0.0,0.0,0.0
6,joint3,15.056869983673096,15.85977578163147,0.802905797958374,lift,ramp_down,-0.26815498305081803,3.929538852814895,-0.0004124765982851,-0.2695078253746032,-0.2156887556193396
7,joint3,16.060461044311523,16.863874912261963,0.8034138679504395,lift,ramp_up,0.23092485838106683,-4.024640622798406,-0.2695078253746032,-0.0375353693962097,-0.2231133341789245
8,joint3,17.064687728881836,17.867427587509155,0.8027398586273193,lift,constant,0.0,0.0,0.0,0.0,0.0
9,joint3,18.068154335021973,18.871052503585815,0.8028981685638428,place,constant,1.9156971022692013e-17,0.0759795978665347,0.0759795978665351,0.0759795978665351,0.0759795978665351
10,joint3,19.07181715965271,19.87483501434326,0.8030178546905518,place,ramp_down,-0.07561471670814,1.4876492551151956,0.0759049952030181,0.0,0.015180999040603622
11,joint3,20.075483322143555,21.882620334625244,1.8071370124816895,gripper_opening,constant,0.0,0.0,0.0,0.0,0.0
12,joint3,22.083374500274658,23.890327215194702,1.806952714920044,retract,constant,0.0,0.0,0.0,0.0,0.0
13,joint3,24.09108829498291,24.89405655860901,0.8029682636260986,retract,ramp_up,0.29771713950984124,-7.22680495537793,0.0,0.2723928987979889,0.0650567628443241
14,joint3,25.094667196273804,27.90470314025879,2.8100359439849854,return_home,constant,0.0,0.2723928987979889,0.2723928987979889,0.2723928987979889,0.2723928987979889
