bag_time_ns,bag_time_sec,header_stamp_sec,joint1_position,joint1_velocity,joint1_effort,joint2_position,joint2_velocity,joint2_effort,joint3_position,joint3_velocity,joint3_effort,joint4_position,joint4_velocity,joint4_effort,joint5_position,joint5_velocity,joint5_effort,joint6_position,joint6_velocity,joint6_effort,phase
1785501257398641199,1785501257.3986413,1785501257.3984547,-0.004281532485038042,-0.17859114706516266,-3.233757495880127,0.677953839302063,-0.1136489138007164,-26.9542293548584,-0.7906528115272522,-0.21918004751205444,-10.555026054382324,0.0,0.0,0.3201540410518646,-1.3894518613815308,0.2841222286224365,-1.8289273977279663,0.0,0.0,0.013274605385959148,lift
1785501257599386135,1785501257.5993862,1785501257.5991895,-0.04792929068207741,-0.21959897875785828,-3.7808096408843994,0.6501779556274414,-0.1397448033094406,-28.509565353393555,-0.8442205190658569,-0.26950782537460327,-10.005340576171875,0.0,0.0,-0.02486588805913925,-1.3200122117996216,0.34936195611953735,-3.555424928665161,0.0,0.0,0.011324611492455006,lift
1785501257800139046,1785501257.8001392,1785501257.7999623,-0.09272748231887817,-0.21959897875785828,-3.5972096920013428,0.6216700077056885,-0.1397448033094406,-28.846166610717773,-0.8992000818252563,-0.26950782537460327,-10.647940635681152,0.0,0.0,-0.03944173827767372,-1.2487423419952393,0.34936195611953735,-3.6910579204559326,0.0,0.0,0.011329380795359612,lift
1785501258000928828,1785501258.0009289,1785501258.0007272,-0.1366472840309143,-0.21959897875785828,-3.995009660720825,0.5937210917472839,-0.1397448033094406,-29.932466506958008,-0.9531016945838928,-0.26950782537460327,-12.499239921569824,0.0,0.0,-0.05385446175932884,-1.1788699626922607,0.34936195611953735,-3.4876084327697754,0.0,0.0,0.01133227813988924,lift
1785501258201726436,1785501258.2017267,1785501258.2014773,-0.18056707084178925,-0.21959897875785828,-4.668209552764893,0.5657721161842346,-0.1397448033094406,-30.97286605834961,-1.0070031881332397,-0.26950782537460327,-13.40194034576416,0.0,0.0,-0.06800474226474762,-1.1089975833892822,0.34936195611953735,-3.4028377532958984,0.0,0.0,0.011333314701914787,lift
1785501258402499777,1785501258.4025,1785501258.402266,-0.22448687255382538,-0.21959897875785828,-3.8726096153259277,0.5378231406211853,-0.1397448033094406,-31.095266342163086,-1.0609047412872314,-0.26950782537460327,-14.38114070892334,0.0,0.0,-0.08179222047328949,-1.0391252040863037,0.34936195611953735,-3.53847074508667,0.0,0.0,0.011332498863339424,lift
1785501258603269631,1785501258.6032698,1785501258.603056,-0.2684066593647003,-0.21959897875785828,-4.20920991897583,0.509874165058136,-0.1397448033094406,-32.74766540527344,-1.1148064136505127,-0.26950782537460327,-15.559240341186523,0.0,0.0,-0.0953773632645607,-0.9692528247833252,0.34936195611953735,-3.5893332958221436,0.0,0.0,0.011329772882163525,lift
1785501258803899804,1785501258.8039,1785501258.8037205,-0.3132048547267914,-0.21959897875785828,-3.903209686279297,0.48136624693870544,-0.1397448033094406,-32.44166564941406,-1.169785976409912,-0.26950782537460327,-16.630239486694336,0.0,0.0,-0.10812577605247498,-0.8979829549789429,0.34936195611953735,-3.4197919368743896,0.0,0.0,0.01132525410503149,lift
1785501259004659598,1785501259.00466,1785501259.0044878,-0.3571246564388275,-0.21959897875785828,-3.826709747314453,0.45341727137565613,-0.1397448033094406,-32.48756408691406,-1.2236875295639038,-0.26950782537460327,-17.548240661621094,0.0,0.0,-0.12021038681268692,-0.8281105756759644,0.34936195611953735,-3.5723791122436523,0.0,0.0,0.011318922974169254,lift
1785501259205763611,1785501259.2057636,1785501259.2055178,-0.3839724361896515,0.0,-4.345200061798096,0.4363323152065277,0.0,-31.12019920349121,-1.2566370964050293,0.0,-17.73270034790039,0.0,0.0,-0.13166728615760803,-0.7853981852531433,0.0,-0.03390825167298317,0.0,0.0,0.0112834507599473,lift
1785501259406399285,1785501259.4063993,1785501259.4062328,-0.3839724361896515,0.0,-8.729206564025559e-17,0.4363323152065277,0.0,-34.25669860839844,-1.2566370964050293,0.0,-20.257200241088867,0.0,0.0,-0.13166728615760803,-0.7853981852531433,0.0,-1.659764289855957,0.0,0.0,0.0112834507599473,lift
1785501259607141667,1785501259.6071417,1785501259.6069689,-0.3839724361896515,0.0,-8.729206564025559e-17,0.4363323152065277,0.0,-34.532100677490234,-1.2566370964050293,0.0,-21.08340072631836,0.0,0.0,-0.13166728615760803,-0.7853981852531433,0.0,-1.659764289855957,0.0,0.0,0.0112834507599473,lift
1785501259807971017,1785501259.8079712,1785501259.8077397,-0.3839724361896515,0.0,-8.729206564025559e-17,0.4363323152065277,0.0,-34.180198669433594,-1.2566370964050293,0.0,-20.976299285888672,0.0,0.0,-0.13166728615760803,-0.7853981852531433,0.0,-1.659764289855957,0.0,0.0,0.0112834507599473,lift
1785501260008767843,1785501260.0087678,1785501260.008521,-0.3839724361896515,0.0,-8.729206564025559e-17,0.4363323152065277,0.0,-33.920101165771484,-1.2566370964050293,0.0,-20.762100219726562,0.0,0.0,-0.13166728615760803,-0.7853981852531433,0.0,-1.659764289855957,0.0,0.0,0.0112834507599473,lift
