segment_id,joint,start_time_sec,end_time_sec,duration_sec,phase,label,slope,intercept,start_position,end_position,mean_position
0,joint2,0.0,1.806922197341919,1.806922197341919,home,constant,0.0,-0.93549644947052,-0.93549644947052,-0.93549644947052,-0.93549644947052
1,joint2,2.0077435970306396,4.8181421756744385,2.810398578643799,gripper_opening,constant,0.0,-0.93549644947052,-0.93549644947052,-0.93549644947052,-0.93549644947052
2,joint2,5.018947124481201,11.84371018409729,6.824763059616089,pick,ramp_up,0.23681040097248812,-2.1240353304786295,-0.93549644947052,0.6806784272193909,-0.12740901112556458
3,joint2,12.044496774673462,14.853986263275146,2.8094894886016846,pick,constant,0.0,0.6806784272193909,0.6806784272193909,0.6806784272193909,0.6806784272193909
4,joint2,15.054663181304932,16.86144709587097,1.80678391456604,gripper_closing,constant,-0.010074752569904123,0.8323504337942838,0.6806784272193909,0.6624755263328552,0.671576976776123
5,joint2,17.062044620513916,18.868896961212158,1.8068523406982422,lift,ramp_down,-0.10969033334881576,2.506067912806346,0.6345265507698059,0.4363323152065277,0.5354294329881668
6,joint2,19.06955647468567,19.872559309005737,0.8030028343200684,lift,ramp_up,0.10564792001250962,-1.5972176924406236,0.4363323152065277,0.5307952761650085,0.4598576486110687
7,joint2,20.073283672332764,20.876131772994995,0.8028481006622314,place,ramp_up,0.3058732216221451,-5.529835625566576,0.6006965637207031,0.8377580642700195,0.7328291654586792
8,joint2,21.07681703567505,21.879687786102295,0.8028707504272461,place,constant,-1.8424517465245665e-16,0.8377580642700236,0.8377580642700195,0.8377580642700195,0.8377580642700195
9,joint2,22.080413103103638,22.88341212272644,0.8029990196228027,gripper_opening,constant,-1.2743827683023182e-16,0.8377580642700225,0.8377580642700195,0.8377580642700195,0.8377580642700195
10,joint2,23.0841224193573,23.88749098777771,0.8033685684204102,gripper_opening,ramp_down,-0.09779055892827815,3.112914713571837,0.8377580642700195,0.7490448951721191,0.8162317395210266
11,joint2,24.088202714920044,25.89464259147644,1.8064398765563965,retract,ramp_down,-0.2214286275211641,6.013067847337608,0.679250180721283,0.279252678155899,0.479251429438591
12,joint2,26.095512628555298,30.912365913391113,4.816853284835815,return_home,ramp_down,-0.2519411696982683,6.853786653670053,0.279252678155899,-0.9343109726905824,-0.3275291472673417
13,joint2,31.113088369369507,31.915701389312744,0.8026130199432373,return_home,constant,-5.02940410004817e-17,-0.9354964494705185,-0.93549644947052,-0.93549644947052,-0.93549644947052
