window_id,joint,start_time_sec,end_time_sec,center_time_sec,phase,mean_effort,range_effort,centered_effort_energy,energy_label
0,joint1,0.0,3.8145668506622314,1.907269024848938,gripper_opening,6.955415678590118e-17,0.0,0.0,low_energy
1,joint1,1.003683090209961,4.8181421756744385,2.911066448688507,gripper_opening,6.955415678590118e-17,0.0,0.0,low_energy
2,joint1,2.0077435970306396,5.822403430938721,3.9148690581321715,gripper_opening,-0.00021841341222164434,0.0017131201457232697,4.337705363385983e-06,low_energy
3,joint1,3.0113449096679688,6.826165437698364,4.918736696243286,gripper_opening,-0.0003761631087399417,0.0017131201457232697,4.49756038332277e-06,low_energy
4,joint1,4.0153326988220215,7.829574346542358,5.922553527355194,pick,-0.00044607973250089425,0.0017131201457232697,3.7919514095648423e-06,low_energy
5,joint1,5.018947124481201,8.832985639572144,6.926277196407318,pick,-0.0004235888792208797,0.0019514978775987,4.278645546174318e-06,low_energy
6,joint1,6.023149013519287,9.836820125579834,7.929957389831543,pick,-9.179498347292314e-05,0.0013575945631600001,3.485416736955672e-06,low_energy
7,joint1,7.026888370513916,10.840179920196533,8.933498752117156,pick,0.0002632225509841969,0.0013372877147048,3.385080492315147e-06,low_energy
8,joint1,8.030185222625732,11.84371018409729,9.937014877796173,pick,0.003172376960992518,0.05377127669271423,0.002691252408895365,medium_energy
9,joint1,9.033825159072876,12.847111701965332,10.940566754341125,pick,0.0031498861077124927,0.05371269583702077,0.002694000768363244,medium_energy
10,joint1,10.037570476531982,13.850536346435547,11.944014275074005,pick,0.0030365056241862393,0.05371269583702077,0.0027069505495453975,medium_energy
11,joint1,11.04084062576294,14.853986263275146,12.947445559501649,pick,0.002839237786247406,0.05371269583702077,0.0027269798535854042,medium_energy
12,joint1,12.044496774673462,15.857495546340942,13.95089923143387,pick,2.552733467950705e-17,0.0,0.0,low_energy
13,joint1,13.04773235321045,16.86144709587097,14.954432499408721,gripper_closing,-0.26188545227050775,5.237709045410156,26.0619162421528,high_energy
14,joint1,14.051126718521118,17.864898920059204,15.958022022247315,gripper_closing,-1.2676076889038086,5.237709045410156,77.03057079305279,high_energy
15,joint1,15.054663181304932,18.868896961212158,16.961681056022645,lift,-1.9340458869934083,5.237709045410156,93.63947069273779,high_energy
16,joint1,16.058265447616577,19.872559309005737,17.965418112277984,lift,-1.9098363145487383,5.717955678701401,95.73129797563574,high_energy
17,joint1,17.062044620513916,20.876131772994995,18.969113314151762,lift,-1.2634965404169634,6.880755424499512,124.49689966765494,high_energy
18,joint1,18.065616130828857,21.879687786102295,19.97279397249222,place,-0.2577743037836626,6.880755424499512,73.36285817870213,high_energy
19,joint1,19.06955647468567,22.88341212272644,20.97647522687912,place,0.40866389430593697,2.239746570587158,12.06870174209297,medium_energy
20,joint1,20.073283672332764,23.88749098777771,21.980147421360016,place,0.38469152149045843,2.239746570587158,12.218432848891283,medium_energy
21,joint1,21.07681703567505,24.891077756881714,22.98388249874115,gripper_opening,0.0006974165851716514,0.0024366886354980823,1.8754466375873556e-05,medium_energy
22,joint1,22.080413103103638,25.89464259147644,23.98765113353729,retract,0.0007630881853401871,0.0024366886354982233,1.856129629668791e-05,low_energy
23,joint1,23.0841224193573,26.89832901954651,24.991406071186066,retract,0.3993355927057564,2.7744500637054443,18.038964773082043,high_energy
24,joint1,24.088202714920044,27.901992082595825,25.995105838775636,retract,0.9940259066759609,2.789750099182129,30.011276978383616,high_energy
25,joint1,25.091812133789062,28.90569806098938,26.998745059967042,return_home,1.6175632111204323,2.896850109100342,28.9917041751361,high_energy
26,joint1,26.095512628555298,29.90902876853943,28.002342963218688,return_home,2.27515504360199,3.0804500579833984,13.794645535000072,medium_energy
27,joint1,27.099002361297607,30.912365913391113,29.005861604213713,return_home,2.5262473106384276,1.2393000125885016,2.5029152398639782,medium_energy
28,joint1,28.102755308151245,31.915701389312744,30.009330117702483,return_home,1.931319797039032,3.0804500579833984,26.996806344093244,high_energy
