segment_id,joint,start_time_sec,end_time_sec,duration_sec,phase,label,slope,intercept,start_position,end_position,mean_position
0,joint3,0.0,0.8036856651306152,0.8036856651306152,home,constant,-2.1115942363717933e-17,0.07504915446043009,0.0750491544604301,0.0750491544604301,0.0750491544604301
1,joint3,1.0044751167297363,3.81492280960083,2.8104476928710938,gripper_opening,constant,0.0,0.0750491544604301,0.0750491544604301,0.0750491544604301,0.0750491544604301
2,joint3,4.015646696090698,4.818563222885132,0.8029165267944336,gripper_opening,ramp_down,-0.024820364800688142,0.1796730045809477,0.0750491544604301,0.0502761229872703,0.07003875225782391
3,joint3,5.019279956817627,10.842822074890137,5.82354211807251,pick,ramp_down,-0.13303231740517552,0.6913981962027009,0.0236717518419027,-0.7510475516319275,-0.3636878998950124
4,joint3,11.043519258499146,13.854499101638794,2.8109798431396484,pick,constant,-0.0027557008827063783,-0.7472193298493026,-0.7776519656181335,-0.7853981852531433,-0.7815250754356384
5,joint3,14.055221557617188,15.862085819244385,1.8068642616271973,gripper_closing,constant,0.0,-0.7853981852531433,-0.7853981852531433,-0.7853981852531433,-0.7853981852531433
6,joint3,16.062829732894897,17.869515657424927,1.8066859245300293,lift,ramp_down,-0.24617312567384422,3.1423574272609645,-0.811879575252533,-1.2566370964050293,-1.0342583358287811
7,joint3,18.07011651992798,18.87359595298767,0.8034794330596924,lift,constant,0.002896073708382594,-1.309551148020718,-1.2566370964050293,-1.2537286281585691,-1.2560554027557373
8,joint3,19.074421882629395,19.87734842300415,0.8029265403747559,place,ramp_up,0.0756969512335913,-2.6821026457809736,-1.2382291555404663,-1.177445411682129,-1.2078372716903687
9,joint3,20.078243494033813,20.881457328796387,0.8032138347625732,place,constant,2.6145751823360363e-16,-1.1693706512451225,-1.1693706512451172,-1.1693706512451172,-1.1693706512451172
10,joint3,21.082071781158447,22.889031410217285,1.806959629058838,gripper_opening,constant,0.0,-1.1693706512451172,-1.1693706512451172,-1.1693706512451172,-1.1693706512451172
11,joint3,23.089760303497314,24.89636468887329,1.8066043853759766,retract,constant,0.0,-1.1693706512451172,-1.1693706512451172,-1.1693706512451172,-1.1693706512451172
12,joint3,25.09709072113037,25.900123834609985,0.8030331134796143,retract,ramp_up,0.06341100955045063,-2.7729091459167114,-1.1693706512451172,-1.1088348627090454,-1.156013298034668
13,joint3,26.10079288482666,27.907280206680298,1.8064873218536377,return_home,ramp_up,0.2726209875547664,-8.169980268817492,-1.054356336593628,-0.5618699789047241,-0.808113157749176
